test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
50,0,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.1,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,0.0,1.0,0.0,0.8329125466295836,0.16708745337041644,1
50,1,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.5773548471299244,0.4226451528700756,1
50,2,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9978919146148144,0.002108085385185636,3
50,3,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,24.0,2.0,3.0,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9990992620769564,0.0009007379230436259,4
50,4,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,4.0,2.0,3.0,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9995548699188115,0.00044513008118853296,5
50,5,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,146.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.833333333333333,0.0,1.0,0.0,0.9958538878376121,0.004146112162387917,3
50,6,9.0,0.0,1.0,14.0,6.0,0.0,50.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,146.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.833333333333333,0.0,1.0,0.0,0.9973926058769341,0.0026073941230659262,4
50,7,9.0,0.0,1.0,14.0,1.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,146.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.833333333333333,0.0,1.0,0.0,0.9972485810207132,0.0027514189792867175,4
50,8,0.0,0.0,1.0,14.0,1.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,146.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.833333333333333,0.0,1.0,0.0,0.9979189803816748,0.0020810196183251883,5
50,9,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,7.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9989589417169215,0.001041058283078557,4
50,10,1.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,7.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9992191728063686,0.0007808271936313968,5
50,11,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.0,0.0,1.0,0.0,0.803438305582874,0.19656169441712604,1
50,12,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.0,0.0,1.0,0.0,0.9747521058904038,0.025247894109596183,2
50,13,9.0,0.0,1.0,0.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.0,0.0,1.0,0.0,0.9852624870164779,0.014737512983522053,3
50,14,0.0,0.0,1.0,0.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.0,0.0,1.0,0.0,0.9895261437678979,0.010473856232102098,4
50,15,0.0,0.0,1.0,0.0,6.0,0.0,34.0,2.0,12.0,0.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.0,0.0,1.0,0.0,0.9922897604200088,0.007710239579991224,5
50,16,0.0,0.0,1.0,0.0,6.0,0.0,34.0,2.0,12.0,0.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9923299813218227,0.007670018678177343,5
50,17,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,0.0,10.7,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9983188745239044,0.0016811254760955255,4
50,18,0.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,0.0,10.7,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.9986139253619578,0.00138607463804224,5
50,19,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,10.7,0.0,94.0,1.0,0.0,24.0,2.0,0.0,0.0,1.0,1.0,0.118421052631579,0.0,1.0,0.833333333333333,0.0,1.0,0.0,0.9968180023861626,0.003181997613837433,3
157,0,13.0,0.0,2.0,0.0,0.0,0.0,254.0,3.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.727272727272727,0.0,1.0,4.0,0.7610649431310684,0.23893505686893154,1
157,1,13.0,0.0,2.0,0.0,0.0,0.0,254.0,0.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.9,0.0,1.0,4.0,0.9671352897671107,0.03286471023288926,2
157,2,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.9,0.0,1.0,4.0,0.995910134244993,0.004089865755007005,3
157,3,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.6,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.9,0.0,1.0,4.0,0.9993819578371019,0.0006180421628980431,4
157,4,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.6,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.9,0.0,1.0,4.0,0.9996828532073941,0.00031714679260581884,5
157,5,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.6,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.0,0.0,1.0,4.0,0.9998484880217893,0.00015151197821068003,5
157,6,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.0,0.0,1.0,4.0,0.9998761896796083,0.00012381032039165293,5
157,7,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.9,0.0,1.0,4.0,0.9985480260311911,0.001451973968808865,4
157,8,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.0,0.0,1.0,4.0,0.9992595182487167,0.0007404817512832805,4
157,9,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.0,0.0,7.0,4.0,0.9994428387538841,0.0005571612461159533,5
157,10,13.0,0.0,2.0,0.0,0.0,0.0,254.0,0.0,2.0,5.0,10.7,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.727272727272727,0.0,1.0,4.0,0.9613918992156193,0.03860810078438072,2
157,11,13.0,0.0,2.0,0.0,0.0,0.0,254.0,0.0,2.0,5.0,10.7,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,1.0,0.727272727272727,0.0,1.0,4.0,0.9935358065404067,0.00646419345959322,3
