test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,139.0,0.11,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.8,1.0,0.16059583,0.83940417,2
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,31.0,77.0,0.55,0.0,97.0,1.0,2.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.777777777777778,2.0,0.4538012,0.5461988,3
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,22.0,38.0,0.39,0.0,89.0,1.0,2.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.818181818181818,3.0,0.46412098,0.535879,2
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,78.0,1.43,0.0,94.0,1.0,1.0,50.0,6.0,0.431818181818182,0.0,0.0,0.0,0.66008316008316,0.625,1.0,0.22521639,0.7747836,1
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,23.0,0.25,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.8016601,0.19833988,1
97,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,71.0,157.0,0.27,0.0,98.0,1.0,2.0,64.0,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,0.777777777777778,3.0,0.37648302,0.623517,1
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,7.0,23.0,0.11,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.4468795,0.5531205,2
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.08,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.49200094,0.50799906,1
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.11,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0,0.31183654,0.68816346,1
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.11,0.0,83.0,1.0,2.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0,0.4951834,0.5048166,2
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,24.0,49.0,0.1,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.439450686641698,0.76,0.0,0.46235806,0.53764194,3
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.11,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,1.0,0.0,0.2914526,0.7085474,2
185,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,27.0,0.1,0.0,70.0,1.0,0.0,5.0,2.0,0.192307692307692,1.0,1.0,0.0,0.445121951219512,0.0,0.0,0.38217086,0.61782914,2
212,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,30.0,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,0.142857142857143,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.37853384,0.62146616,2
228,0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.1,0.0,89.0,2.0,2.0,25.0,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.857142857142857,1.0,0.2000168,0.7999832,1
229,0,10.0,4.0,1.0,2.0,0.0,1.0,3.0,12.0,8.0,22.0,60.0,0.1,0.0,94.0,2.0,1.0,46.0,2.0,4.20731707317073,0.0,0.0,0.0,0.536567164179104,0.76,2.0,0.28983593,0.71016407,2
236,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.351648351648352,0.8,1.0,0.32699865,0.67300135,1
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.777777777777778,2.0,0.43379796,0.56620204,1
259,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,76.0,1.39,0.0,95.0,1.0,1.0,71.0,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.666666666666667,1.0,0.49025095,0.50974905,2
409,0,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,1.25,0.0,1.0,0.0,0.755614266842801,0.5,1.0,0.44526118,0.5547388,1
445,0,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,26.0,30.0,0.08,0.0,92.0,1.0,0.0,10.0,3.0,1.23809523809524,0.0,1.0,0.0,0.784440842787682,0.0,0.0,0.41981196,0.58018804,3
520,0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,7.0,21.0,0.11,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.8,0.0,0.45510006,0.54489994,4
522,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,7.0,1.0,0.11,0.0,62.0,2.0,1.0,8.0,1.0,4.16666666666667,1.0,1.0,0.0,0.56989247311828,1.0,3.0,0.44191098,0.558089,2
523,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,37.0,39.0,0.11,0.0,93.0,1.0,2.0,42.0,2.0,4.25714285714286,0.0,0.0,0.0,0.417142857142857,0.666666666666667,1.0,0.3253175,0.6746825,1
714,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,16.0,0.09,1.0,62.0,2.0,0.0,12.0,2.0,0.245614035087719,0.0,0.0,0.0,0.526785714285714,1.0,1.0,0.43588316,0.56411684,3
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,24.0,2.0,1.42307692307692,1.0,1.0,0.0,0.460820895522388,1.0,1.0,0.43329424,0.56670576,1
745,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,0.08,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0,0.18532276,0.81467724,1
746,0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,44.0,78.0,0.11,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,0.0,0.659197012138189,0.666666666666667,2.0,0.4045773,0.5954227,1
757,0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,4.0,30.0,0.1,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,0.0,0.639791937581274,1.0,2.0,0.14189851,0.8581015,2
776,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,84.0,1.36,0.0,97.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.763157894736842,1.0,0.0,0.48643684,0.51356316,5
789,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,2.0,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0,0.8492571,0.15074292,1
790,0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,22.0,0.12,0.0,80.0,1.0,1.0,12.0,2.0,1.55555555555556,0.0,0.0,0.0,0.501930501930502,1.0,0.0,0.46520436,0.53479564,1
791,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,1.21,0.0,92.0,2.0,0.0,24.0,3.0,1.57142857142857,0.0,0.0,0.0,0.538659793814433,0.0,0.0,0.45525187,0.5447481,3
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,17.0,0.19,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0,0.98681974,0.01318027,2
838,0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,8.0,22.0,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0,0.48859757,0.5114024,1
855,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,33.0,50.0,0.16,0.0,93.0,1.0,0.0,16.0,2.0,2.76785714285714,0.0,1.0,0.0,0.463030303030303,0.8,2.0,0.5154606,0.48453942,1
