test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
37,0,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,11.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5828451,0.4171549,1
37,1,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.989665,0.010335057,2
37,2,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.0,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.99641085,0.0035891305,3
37,3,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.0,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.99799865,0.0020013247,4
37,4,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.0,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.9988463,0.0011537244,5
37,5,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.99384844,0.006151569,2
37,6,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.99803764,0.0019623786,3
37,7,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9986761,0.0013239054,4
37,8,0.0,1.0,2.0,11.0,0.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9988684,0.0011316125,5
37,9,3.0,1.0,2.0,11.0,0.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.99899614,0.0010038356,5
37,10,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,1.0,0.0,2.0,2.0,0.9987405,0.0012594908,4
37,11,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.999237,0.00076298614,5
37,12,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.9993232,0.00067680486,5
37,13,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.99432594,0.0056740413,3
37,14,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,25.0,0.0,0.875,0.0,2.0,2.0,0.9952907,0.004709302,4
37,15,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,2.3,25.0,0.0,0.875,0.0,2.0,2.0,0.99562246,0.0043775416,4
37,16,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,0.0,0.9977468,0.0022531613,3
37,17,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,0.0,0.99876755,0.0012324672,4
37,18,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.99928975,0.0007102614,5
37,19,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.99672395,0.0032760797,4
56,0,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,11.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.7099997,0.2900003,1
56,1,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9953161,0.004683892,2
56,2,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.99738693,0.0026130415,3
56,3,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.99838525,0.0016147777,4
56,4,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9985425,0.0014574947,4
56,5,64.0,1.0,2.0,20.0,0.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.99794734,0.0020526943,3
56,6,3.0,1.0,2.0,20.0,0.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9988562,0.0011438166,4
56,7,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,0.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9981805,0.0018194771,4
56,8,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,0.0,0.9977291,0.002270903,3
56,9,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,0.0,0.9987345,0.001265531,4
56,10,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.99921834,0.0007816551,5
56,11,3.0,1.0,2.0,20.0,0.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.99906117,0.0009388385,5
56,12,1.0,1.0,2.0,20.0,0.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.9991455,0.00085449213,5
56,13,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.99621755,0.0037824395,2
56,14,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9985319,0.001468142,3
56,15,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.9990931,0.00090686814,4
56,16,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,0.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9975112,0.0024888017,4
56,17,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,0.0,0.99913174,0.00086828164,4
56,18,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.9994638,0.0005362125,5
56,19,3.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.99909973,0.00090028753,5
163,0,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,1.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,4.0,0.9632711,0.03672891,1
163,1,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,7.0,2.0,2.3,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,4.0,0.6394149,0.3605851,1
163,2,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,125.5,1.0,2.8,1.0,0.0,1.0,0.0,3.0,4.0,0.9986576,0.0013423989,3
163,3,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,125.5,1.0,2.8,1.0,0.0,1.0,0.0,3.0,0.0,0.9990338,0.00096621603,4
163,4,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,0.0,1.0,2.8,1.0,0.0,1.0,0.0,3.0,0.0,0.9997013,0.0002987068,4
163,5,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,0.0,1.0,2.8,1.0,0.0,0.0,0.0,3.0,0.0,0.9998529,0.000147112,5
163,6,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,7.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,1.0,0.5597885,0.44021147,1
163,7,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,2.0,1.0,0.0,0.0,2.0,125.5,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,4.0,0.9985453,0.0014546847,3
163,8,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,2.0,1.0,0.0,0.0,2.0,125.5,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.9990221,0.0009778626,4
163,9,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.99930674,0.00069325516,4
163,10,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.9995729,0.00042712764,5
163,11,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,222.0,1.0,1.0,0.0,2.0,0.0,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.9996391,0.00036087737,5
163,12,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.9944622,0.005537814,2
163,13,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.0,0.0,22.0,1.0,0.0,0.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.9978672,0.00213276,3
163,14,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.0,0.0,22.0,1.0,0.0,0.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,0.0,0.0,3.0,0.0,0.99849534,0.0015046328,4
163,15,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,73.0,0.0,0.0,22.0,1.0,0.0,0.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,0.0,0.0,3.0,0.0,0.9988689,0.0011311345,5
163,16,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,125.5,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.9977418,0.0022581911,3
163,17,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,0.0,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,0.0,0.99893004,0.0010699359,3
163,18,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,0.0,1.0,4.65217391304348,1.0,0.0,0.0,0.0,3.0,0.0,0.9992834,0.0007166495,4
163,19,3.0,0.0,2.0,1.0,4.0,2.0,134.0,4.0,1.0,73.0,0.56,0.0,22.0,1.0,0.0,0.0,2.0,0.0,1.0,4.65217391304348,1.0,0.0,0.0,0.0,3.0,0.0,0.9992999,0.00070011674,5
192,0,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,2.0,4.0,0.22,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0,0.71551716,0.28448284,1
192,1,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0,0.99859476,0.0014052571,2
192,2,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,3.13793103448276,0.0,5.6,1.0,0.0,1.0,0.0,2.0,1.0,0.9994641,0.0005358824,3
192,3,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,5.6,1.0,0.0,1.0,0.0,2.0,1.0,0.9996076,0.00039237362,4
192,4,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.9996154,0.00038461405,4
192,5,4.0,0.0,1.0,0.0,1.0,2.0,56.0,3.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,5.6,1.0,0.0,1.0,0.0,2.0,1.0,0.9996448,0.00035520166,5
192,6,4.0,0.0,1.0,0.0,1.0,2.0,56.0,3.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.99965185,0.00034817695,5
192,7,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,0.0,0.0,2.0,1.0,0.9982459,0.0017540766,2
192,8,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.99904394,0.0009560306,3
192,9,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,10.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.99920225,0.00079776655,4
192,10,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,10.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.99925727,0.00074274954,5
192,11,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,10.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,5.6,2.0,0.0,0.0,0.0,2.0,1.0,0.99929035,0.00070963765,5
192,12,4.0,0.0,1.0,0.0,1.0,2.0,56.0,2.0,0.0,4.0,0.22,0.0,10.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,5.6,25.0,0.0,0.0,0.0,2.0,1.0,0.99953544,0.00046456343,5
192,13,4.0,0.0,1.0,0.0,1.0,2.0,79.556,2.0,0.0,4.0,0.22,0.0,29.0,1.0,1.0,0.0,1.0,3.13793103448276,0.0,5.6,1.0,0.0,1.0,0.0,2.0,1.0,0.9997384,0.0002616282,4
