test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37,0,13.0,1.0,6.0,11.0,16.0,2.0,261.0,16.0,45.0,6.0,0.32,0.0,98.0,3.0,26.0,2.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.51,0.49
37,1,1.0,1.0,2.0,11.0,1.0,2.0,3222.0,16.0,86.0,17.0,0.32,0.0,98.0,3.0,24.0,30.0,2.0,3.43564356435644,8.0,3.92079207920792,0.0,0.0,0.0,0.0,2.0,2.0,0.58,0.42
37,2,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,12.0,12.0,0.32,0.0,98.0,3.0,12.0,12.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,3.0,0.8,0.0,2.0,2.0,0.51,0.49
37,3,1.0,1.0,2.0,11.0,1.0,2.0,3222.0,16.0,17.0,17.0,0.32,0.0,98.0,3.0,24.0,30.0,2.0,3.43564356435644,8.0,3.92079207920792,0.0,0.0,0.0,0.0,2.0,2.0,0.58,0.42
37,4,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,9.0,1.0,3.0,4.0,0.0,2.0,104.8,0.0,3.92079207920792,22.0,0.0,0.875,0.0,2.0,2.0,0.53,0.47
37,5,13.0,1.0,2.0,40.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,1.0,26.0,3.0,4.0,30.0,0.0,3.43564356435644,24.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,0.58,0.42
37,6,13.0,1.0,2.0,11.0,1.0,2.0,3439.0,16.0,17.0,22.0,4.6,6.0,3.0,3.0,4.0,30.0,2.0,3.43564356435644,17.0,3.92079207920792,0.0,0.0,0.1,0.0,2.0,2.0,0.52,0.48
37,7,13.0,1.0,2.0,11.0,1.0,2.0,3148.0,16.0,17.0,22.0,0.32,0.0,33.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,2.7,2.0,1.0,0.1,0.0,2.0,2.0,0.51,0.49
37,8,13.0,1.0,2.0,11.0,1.0,2.0,3439.0,16.0,17.0,22.0,4.6,0.0,3.0,3.0,4.0,30.0,2.0,3.43564356435644,17.0,3.92079207920792,0.0,0.0,0.1,0.0,2.0,2.0,0.51,0.49
56,0,230.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,12.0,30.5,1.0,191.0,4.0,3.0,13.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.53,0.47
