test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,330.0,8.0,17.0,12.0,0.7,0.0,67.0,3.0,4.0,14.0,2.0,3.4,0.0,3.3,1.0,0.0,0.5,0.0,4.0,7.0,0.85,0.15
56.0,0.0,7.0,0.0,1.0,12.0,4.0,2.0,351.0,3.0,16.0,10.0,0.6,0.0,70.0,3.0,1.0,10.0,2.0,3.6,0.0,3.1,0.0,0.0,0.7,0.0,2.0,1.0,0.9,0.1
163.0,0.0,6.0,0.0,2.0,6.0,3.0,3.0,129.0,1.0,0.0,3.0,0.8,1.0,15.0,1.0,0.0,1.0,1.0,3.1,1.0,3.7,1.0,0.0,1.0,0.0,3.0,3.0,0.87,0.13
192.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,49.0,4.0,4.0,4.0,0.3,0.0,24.0,3.0,2.0,7.0,2.0,2.3,0.0,3.4,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
195.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,24.0,1.0,0.0,0.0,0.3,0.0,8.0,1.0,0.0,6.0,2.0,2.5,0.0,4.0,0.0,0.0,0.8,0.0,1.0,0.0,0.89,0.11
214.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,275.0,1.0,0.0,15.0,0.9,0.0,36.0,1.0,0.0,4.0,1.0,7.3,1.0,3.0,1.0,0.0,0.6,0.0,4.0,2.0,0.9,0.1
223.0,0.0,24.0,0.0,3.0,3.0,2.0,4.0,138.0,2.0,10.0,12.0,0.2,0.0,48.0,4.0,1.0,45.0,1.0,4.1,1.0,8.4,1.0,0.0,0.5,0.0,3.0,4.0,0.69,0.31
256.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,330.0,8.0,17.0,12.0,0.7,0.0,67.0,3.0,4.0,14.0,2.0,3.4,0.0,3.3,1.0,0.0,0.5,0.0,4.0,7.0,0.85,0.15
345.0,0.0,2.0,0.0,1.0,30.0,3.0,2.0,552.0,37.0,10.0,9.0,0.6,0.0,99.0,1.0,1.0,12.0,2.0,3.0,0.0,3.0,1.0,0.0,0.9,0.0,4.0,2.0,0.88,0.12
356.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,34.0,1.0,3.0,7.0,0.3,1.0,10.0,4.0,0.0,13.0,1.0,3.7,0.0,5.7,0.0,0.0,0.0,0.0,3.0,2.0,0.96,0.04
363.0,0.0,9.0,0.0,1.0,1.0,1.0,3.0,59.0,1.0,0.0,10.0,0.2,1.0,21.0,2.0,0.0,13.0,1.0,5.4,1.0,6.5,1.0,0.0,0.6,0.0,1.0,2.0,0.93,0.07
364.0,0.0,12.0,3.0,2.0,6.0,0.0,3.0,68.0,10.0,1.0,9.0,0.1,0.0,49.0,2.0,7.0,23.0,2.0,3.2,0.0,3.4,0.0,0.0,0.7,0.0,3.0,0.0,0.64,0.36
397.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,0.0,0.2,0.0,16.0,3.0,3.0,21.0,2.0,2.4,1.0,4.9,2.0,0.0,1.0,0.0,1.0,0.0,0.86,0.14
450.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,0.5,0.0,9.0,4.0,0.0,7.0,1.0,3.1,1.0,2.9,1.0,0.0,1.0,0.0,2.0,0.0,0.76,0.24
451.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,1.2,0.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.95,0.05
456.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,24.0,3.0,0.0,4.0,0.2,0.0,11.0,3.0,0.0,10.0,2.0,2.9,1.0,4.8,1.0,0.0,0.8,0.0,1.0,0.0,0.88,0.12
458.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,1.0,0.0,1.0,0.9,0.0,6.0,1.0,25.0,3.0,2.0,11.0,0.0,2.5,1.0,0.0,1.0,0.0,3.0,0.0,0.89,0.11
460.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,35.0,3.0,0.0,2.0,0.4,1.0,8.0,3.0,0.0,8.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.98,0.02
467.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,599.0,1.0,0.0,0.0,85.6,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.98,0.02
522.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,130.0,1.0,4.0,9.0,0.6,1.0,17.0,2.0,0.0,12.0,1.0,2.4,1.0,5.4,1.0,0.0,0.6,0.0,4.0,2.0,0.9,0.1
845.0,0.0,12.0,0.0,1.0,1.0,0.0,3.0,43.0,2.0,0.0,4.0,0.1,0.0,34.0,1.0,0.0,11.0,2.0,3.8,1.0,4.5,1.0,0.0,0.8,0.0,1.0,1.0,0.73,0.27
