test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
1,0,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.22,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.61,0.39,1
1,1,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.81,0.19,2
1,2,1.0,1.0,1.0,0.0,42.0,4.0,15.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.84,0.16,3
1,3,1.0,1.0,1.0,0.0,42.0,4.0,15.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,1.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.85,0.15,4
1,4,1.0,1.0,1.0,0.0,42.0,4.0,15.0,1.91,0.0,90.0,2.0,1.0,3.0,2.0,1.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.87,0.13,5
1,5,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,0.0,0.78,0.22,2
1,6,1.0,1.0,1.0,0.0,28.0,4.0,0.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,0.0,0.85,0.15,3
1,7,1.0,1.0,1.0,0.0,28.0,4.0,0.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,0.0,0.87,0.13,4
1,8,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,66.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.83,0.17,3
1,9,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,1.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.85,0.15,3
1,10,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,1.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.87,0.13,4
1,11,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,1.0,1.0,3.0,2.0,1.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.88,0.12,5
1,12,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,2.0,0.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.84,0.16,3
1,13,1.0,1.0,1.0,0.0,28.0,4.0,15.0,1.06,0.0,90.0,2.0,0.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.86,0.14,4
1,14,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,4.0,0.56,0.44,1
1,15,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,0.0,0.6,0.4,2
1,16,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,0.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,0.0,0.63,0.37,3
1,17,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,0.0,0.65,0.35,4
1,18,1.0,1.0,1.0,0.0,28.0,4.0,0.0,1.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.77,0.23,2
4,0,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.72,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.63,0.37,2
4,1,5.0,2.0,5.0,3.0,18.0,6.0,4.0,0.72,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.64,0.36,3
4,2,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.52,0.48,1
4,3,5.0,2.0,5.0,3.0,18.0,6.0,4.0,1.06,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.67,0.33,4
4,4,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.72,2.0,88.0,1.0,0.0,0.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.71,0.29,3
4,5,5.0,2.0,5.0,3.0,112.0,1.0,4.0,0.72,2.0,88.0,1.0,0.0,0.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.73,0.27,4
4,6,5.0,2.0,5.0,3.0,112.0,1.0,4.0,1.91,2.0,88.0,1.0,0.0,0.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.75,0.25,4
4,7,5.0,2.0,5.0,3.0,112.0,1.0,4.0,1.91,2.0,88.0,1.0,0.0,0.0,2.0,3.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.76,0.24,5
4,8,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.61,0.39,2
4,9,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,50.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.62,0.38,3
4,10,5.0,2.0,5.0,3.0,93.778,6.0,4.0,0.18,2.0,50.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.63,0.37,4
4,11,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.72,2.0,66.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.65,0.35,3
4,12,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.72,2.0,66.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.2,0.0,1.0,0.0,7.0,8.0,0.66,0.34,3
4,13,5.0,2.0,5.0,3.0,112.0,3.0,4.0,0.72,2.0,66.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,8.0,0.67,0.33,4
4,14,5.0,2.0,5.0,3.0,112.0,3.0,4.0,0.72,2.0,66.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.2,0.0,1.0,0.0,7.0,8.0,0.68,0.32,4
4,15,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.55,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.51,0.49,1
4,16,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.72,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.6,0.4,2
4,17,5.0,2.0,5.0,3.0,112.0,3.0,4.0,0.72,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.62,0.38,3
24,0,6.0,1.0,22.0,0.0,59.556,8.0,318.0,0.29,0.0,0.0,2.0,5.0,3.0,1.0,3.2,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,4.0,14.0,0.61,0.39,3
24,1,6.0,1.0,22.0,0.0,59.556,8.0,318.0,0.29,0.0,0.0,2.0,5.0,3.0,1.0,3.2,0.0,0.0,0.0,0.368421052631579,0.0,0.0,1.0,4.0,14.0,0.65,0.35,4
24,2,6.0,1.0,22.0,0.0,59.556,8.0,318.0,0.29,0.0,14.0,2.0,5.0,3.0,1.0,3.2,0.0,0.0,0.0,0.368421052631579,0.0,0.0,1.0,4.0,14.0,0.66,0.34,4
