,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1628,3,1,1,5,237,7,0.54,1,86,1,2,22,2,6.6,1,5.9,0,1,1.13513513513514,0,0.5,0,1,2,4
349,0,2,2,2,74,0,0.37,0,99.0,2,0,23,3,4.125,0,6.375,0,1,2.58333333333333,0,0.333333333333333,0,1,1,3
1038,0,2,6,0,59,0,0.22,0,98.0,2,0,26,3,4.375,0,7.5,0,1,1.1,0,0.5,0,1,0,3
733,2,1,1,12,314,0,0.89,0,97.0,1,0,24,1,7.125,2,6.0,1,1,1.0,0,0.444444444444444,0,6,2,0
858,3,1,1,1,71,0,0.17,0,99.0,1,0,11,3,5.5625,1,5.15625,1,1,0.825,0,0.571428571428571,0,6,4,4
1164,0,1,3,5,56,0,0.36,0,72.5,1,0,25,2,2.85714285714286,1,10.7142857142857,1,1,0.272727272727273,0,0.6,0,1,2,5
1369,0,1,4,15,406,0,3.69,0,99.0,1,0,12,1,2.18181818181818,0,4.63636363636364,0,1,0.538461538461538,0,0.6,0,1,2,3
1370,0,1,1,1,31,0,0.19,1,99.0,1,0,25,1,3.5,1,10.625,1,1,0.8,0,0.333333333333333,0,1,3,4
757,8,2,1,6,131,2,0.47,0,68,3,0,23,2,4.8125,1,8.5,2,1,1.3,0,0.375,0,3,5,2
1165,0,1,0,14,82,0,1.19,0,0,1,0,11,1,6.5,3,7.25,2,1,0.833333333333333,0,0.428571428571429,0,1,2,4
1464,1,1,7,5,154,0,0.2,3,80,3,0,32,1,7.34782608695652,0,14.9565217391304,1,1,1.52,0,0.333333333333333,0,7,2,4
1661,1,1,13,0,40,4,0.08,2,87,2,0,8.5,2,3.88235294117647,0,6.91176470588235,1,1,0.5,0,0.5,0,1,3,2
749,3,6,2,20,161,0,0.66,3,50,2,2,8,1,3.16666666666667,2,8.66666666666667,1,1,1.11111111111111,0,0.5,0,1,1,4
908,2,3,1,2,49,0,0.37,0,50,1,0,20,2,6.0,2,9.0,1,1,2.5,0,0.75,0,1,1,1
1475,0,1,7,0,18,0,0.15,0,75,1,0,14,1,3.42857142857143,1,6.14285714285714,1,1,1.88888888888889,0,0.75,0,1,1,2
937,11,1,14,3,427,0,0.44,0,99,1,2,19,2,7.58163265306122,0,3.90816326530612,1,1,0.648148148148148,0,0.3125,0,6,3,3
1175,0,1,12,5,161,0,0.22,3,82,3,0,46,2,3.33333333333333,0,13.1851851851852,1,1,1.11764705882353,0,0.454545454545455,3,6,2,3
872,7,2,1,6,152,1,0.41,0,71,2,6,13,2,6.05,0,7.45,1,1,1.16666666666667,0,0.285714285714286,0,3,2,7
1662,3,1,1,2,67,0,0.33,0,80,2,0,14,2,2.76470588235294,0,5.35294117647059,0,1,0.695652173913043,0,0.714285714285714,0,1,2,2
799,1,1,1,4,160,5,0.43,0,98.0,1,0,15,1,9.86206896551724,2,5.93103448275862,1,1,1.03225806451613,0,0.538461538461538,0,1,3,2
1027,0,2,2,0,24,0,0.11,0,72.5,2,0,14,1,5.55555555555556,2,13.8888888888889,3,1,2.18181818181818,0,0.333333333333333,0,1,3,6.5
1052,3,1,1,5,202,0,0.57,1,69,1,0,21,2,4.44444444444444,1,5.77777777777778,1,1,0.794117647058823,0,0.714285714285714,0,1,2,3
1167,2,1,1,2,183,1,0.14,2,99.0,1,0,42,2,2.78333333333333,0,9.55,0,1,1.03030303030303,0,0.541666666666667,5,4,1,13
1238,0,1,5,1,31,0,0.22,1,96.0,1,0,23,1,3.85714285714286,1,7.71428571428571,2,1,2.22222222222222,0,0.4,0,1,4,6.5
1391,0,1,0,6,69,0,0.34,3,64.0,1,0,27,1,1.57142857142857,0,20.4285714285714,10,1,1.44444444444444,0,0.4,0,1,2,1
1449,0,1,6,3,82,0,0.38,2,63,1,0,22.5,1,4.6875,0,10.4375,2,1,0.722222222222222,0,0.333333333333333,0,2,5,3
1560,0,1,3,5,67,0,0.28,1,99.0,1,0,20,2,2.44444444444444,1,9.88888888888889,1,1,0.692307692307692,0,0.4,0,1,4,5.5
784,1,1,1,1,46,4,0.25,0,67,2,6,8.5,1,6.27272727272727,1,5.81818181818182,0,1,1.46153846153846,0,0.333333333333333,0,3,5,1
1329,0,1,9,0,24,0,0.14,0,58.0,3,0,8,2,3.72727272727273,1,6.72727272727273,1,1,0.785714285714286,0,0.2,0,1,5,0
