,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
257,0,1,7.0,0,54.0,0,1.41,0,64.5,1,0,3,1,0.0,0,1.0,1,0,0.0,0,0.407407407407407,0,4,0,16
754,27,1,26,1,199,13,0.34,1,78,3,5,7.0,1,4.38,1,12.162280701754401,1,0,0.909090909090909,0,0.25,11,2,1,3
1176,0,3,7,3,29,0,0.31,2,58,1,0,8,1,3.66666666666667,1,8.33333333333333,1,1,0.32239690134427,1,0.346153846153846,0,3,2,1
1039,0,2,3,2,29.0,0,0.28,0,87,0,0,12,1,1.280392156862745,3,4.34883720930233,1,1,1.59574468085106,3,0.5,0,2,2,3
1530,0,1,7,0,36,0,0.0,0,81,2,0,4.5,1,1.96969696969697,0,4.15151515151515,1,1,0.317073170731707,0,0.777777777777778,2,2,3,1
1474,0,1,8,3,143,0,0.19,1,75,2,0,7.0,2,3.1,0,11.9333333333333,0,1,1.20588235294118,0,0.333333333333333,0,5,1,3
661,6,1,12,2,29.0,2,0.43,0,92,2,0,2.5,0,5.09090909090909,1,4.23636363636364,1,1,0.683333333333333,0,0.666666666666667,4,2,2,11
1167,2,1,1,2,183,1,0.14,2,52,1,0,14.5,2,2.78333333333333,0,1.72727272727273,0,1,1.03030303030303,0,0.541666666666667,0,4,0,2.5
1662,3,1,1,2,67,0,0.33,0,80,2,0,1,2,0.8166666666666665,0,1.72727272727273,0,1,0.695652173913043,0,0.714285714285714,0,1,2,2
224,0,1,5,2,131,0,0.24,0,84,1,0,3,1,4.5505050505050555,1,6.5,1,1,0.415525114155251,0,0.3,0,4,3,5
799,1,1,1,4,160,5,0.43,0,74,1,0,2,1,3.091736694677875,2,1.14285714285714,1,1,1.03225806451613,0,0.538461538461538,0,1,2,2
1302,0,1,5,1,49,1,0.19,0,60,2,1,4.5,2,0.8166666666666665,0,1.14285714285714,0,0,0.782608695652174,0,0.5,0,3,2,2
842,1,1,0,4,46,0,0.34,0,55,1,0,14.5,1,0.422222222222222,1,1.14285714285714,1,1,1.7,0,0.5,0,3,0,1
1216,0,1,9,0,63,0,0.05,0,96,4,0,14.5,2,1.72058823529412,0,9.91153846153846,1,1,0.273381294964029,0,0.666666666666667,0,4,0,5
1609,0,1,7,0,21,7,0.16,0,82,1,2,4.5,4,4.33333333333333,1,4.33333333333333,1,1,0.5,0,0.428571428571429,0,4,0,3
1294,0,1,1,3.0,78,0,0.3,7,75,1,0,12,1,7.0,1,1.14285714285714,2,1,0.833333333333333,3,0.333333333333333,0,3,2,2
