test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,8.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.7382305739116093,0.2617694260883907
1628,1,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,35.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5258359506581614,0.4741640493418387
1628,2,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,2.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,1.0,4.0,0.678327218387555,0.321672781612445
1628,3,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,7.0,0.0,4.0,0.7384790894813987,0.26152091051860127
1628,4,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,9.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,1.0,4.0,0.7590381090157545,0.24096189098424545
1628,5,3.0,1.0,524.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,20.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5879945535012228,0.4120054464987773
1628,6,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,17.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,2.0,4.0,0.6175947885488229,0.38240521145117706
1628,7,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,33.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5258359506581614,0.4741640493418387
1628,8,3.0,1.0,1.0,5.0,1531.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,1.0,4.0,0.6782431210354942,0.3217568789645057
1628,9,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,30.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5258359506581614,0.4741640493418387
10,0,0.0,2.0,28.0,1.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,6.0,4.0,0.517541950982199,0.4824580490178009
10,1,0.0,2.0,0.0,7.0,2267.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0,0.6039056572631822,0.3960943427368177
10,2,0.0,2.0,260.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.4,0.0,4.0,6.0,4.0,0.5134654203629071,0.4865345796370929
10,3,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,2.0,4.0,0.5120861982450241,0.4879138017549759
10,4,0.0,2.0,413.0,0.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,6.0,4.0,0.5055863940974701,0.49441360590252986
10,5,0.0,2.0,397.0,7.0,133.0,178.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,6.0,4.0,0.5125550655890423,0.4874449344109577
