,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1628,3,1,1,5,237,7,0.54,1,86,1,2,22,2,6.6,1,5.9,0,1,1.13513513513514,0,0.5,0,1,0,4
1662,3,1,1,2,67,0,0.33,0,80,2,0,14,2,2.76470588235294,0,5.35294117647059,0,1,0.695652173913043,0,0.714285714285714,0,1,0,2
257,0,1,197,0,402,0,1.41,0,100,1,0,3,1,0.0,0,1.0,1,0,0.0,0,0.407407407407407,9,4,0,16
291,0,2,24,9,116,0,0.76,0,96,1,0,1,1,9.83333333333333,1,4.33333333333333,1,1,2.125,0,0.5,0,3,0,2
349,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2,0,7,133,5,0.47,0,81,2,0,23,1,5.71428571428571,1,7.0,1,1,1.625,0,0.533333333333333,0,4,0,4
456,1,1,18,0,149,10,0.19,1,100,3,0,15,2,3.87037037037037,0,6.01851851851852,0,0,0.64,0,0.363636363636364,0,2,0,2
19,0,1,0,5,186,0,0.95,0,86,3,0,5,3,20.5555555555556,1,2.66666666666667,1,1,0.586206896551724,0,0.666666666666667,0,4,0,3
545,,,,,,,,,,,,,,,,,,,,,,,,,
574,4,1,1,6,209,0,0.74,0,66,1,0,19,1,6.11111111111111,3,4.7037037037037,1,1,0.620689655172414,0,0.222222222222222,0,4,0,2
585,0,1,0,0,18,0,0.06,0,0,1,4,9,2,0.0153846153846154,0,0.0153846153846154,0,1,0.0,0,0.25,0,4,0,3
586,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,
592,63,1,0,6,453,0,2.68,0,0,1,3,8,1,1.0,1,0.0158730158730159,0,1,0.0,0,0.333333333333333,0,4,0,3
593,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,
661,6,1,12,2,236,2,0.43,0,92,2,0,18,3,5.09090909090909,1,4.23636363636364,1,1,0.683333333333333,0,0.666666666666667,0,2,0,11
682,17,2,20,3,505,12,0.27,0,95,2,1,29,2,5.5929203539823,0,6.69026548672566,1,1,1.25,0,0.705882352941177,0,1,0,6
744,,,,,,,,,,,,,,,,,,,,,,,,,
746,6,1,2,4,130,2,0.34,1,78,1,4,5,2,4.94736842105263,1,6.0,0,1,1.47826086956522,0,0.333333333333333,0,3,0,2
749,3,6,2,20,161,0,0.66,3,50,2,2,8,1,3.16666666666667,2,8.66666666666667,1,1,1.11111111111111,0,0.5,0,1,0,4
757,8,2,1,6,131,2,0.47,0,68,3,0,23,2,4.8125,1,8.5,2,1,1.3,0,0.375,0,3,0,3
771,0,1,1,5,66,2,0.36,1,55,2,2,23,1,7.875,2,9.5,2,1,1.8,0,0.3,0,4,0,5
777,1,2,1,4,45,0,0.32,1,50,3,0,11,1,4.66666666666667,0,8.0,1,1,2.125,0,0.375,0,3,0,2
1633,0,1,0,0,28,0,0.08,0,62,1,0,14,2,2.41791044776119,1,2.19402985074627,1,1,0.0933333333333333,0,0.285714285714286,0,3,0,2
784,1,1,1,1,46,4,0.25,0,67,2,6,18,1,6.27272727272727,1,5.81818181818182,0,1,1.46153846153846,0,0.333333333333333,0,3,0,5
787,,,,,,,,,,,,,,,,,,,,,,,,,
788,1,2,2,1,32,1,0.15,1,71,3,0,14,1,2.8,1,6.6,1,1,1.46153846153846,0,0.333333333333333,0,2,0,6
790,,,,,,,,,,,,,,,,,,,,,,,,,
792,2,1,3,4,189,0,0.43,0,87,1,0,31,2,7.17647058823529,0,5.61764705882353,0,1,1.05263157894737,0,0.4,0,5,0,9
793,20,1,0,5,161,0,3.04,0,0,2,2,14,1,3.51851851851852,0,0.518518518518518,0,1,0.0,0,0.583333333333333,0,3,0,6
799,1,1,1,4,160,5,0.43,0,74,1,0,15,1,9.86206896551724,2,5.93103448275862,1,1,1.03225806451613,0,0.538461538461538,0,1,0,2
23,,,,,,,,,,,,,,,,,,,,,,,,,
800,12,1,5,5,323,0,0.59,0,90,1,0,26,1,5.88636363636364,1,4.84090909090909,1,1,1.02173913043478,0,0.363636363636364,0,4,0,10
809,,,,,,,,,,,,,,,,,,,,,,,,,
812,9,2,5,3,371,1,0.3,0,100,3,1,36,2,6.79411764705882,0,6.01470588235294,1,0,1.4390243902439,0,0.5,0,2,0,8
842,,,,,,,,,,,,,,,,,,,,,,,,,
853,2,2,1,3,66,8,0.4,0,80,1,2,24,1,4.46153846153846,1,5.84615384615385,0,1,1.17647058823529,0,0.545454545454545,0,3,0,3
858,3,1,1,1,71,0,0.17,0,77,1,0,11,3,5.5625,1,5.15625,1,1,0.825,0,0.571428571428571,0,6,0,4
872,7,2,1,6,152,1,0.41,0,71,2,6,13,2,6.05,0,7.45,1,1,1.16666666666667,0,0.285714285714286,0,3,0,7
875,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,1,1,5,100,1,0.68,0,89,4,0,7,2,4.85714285714286,0,4.85714285714286,1,1,1.0625,0,0.444444444444444,0,2,0,4
893,,,,,,,,,,,,,,,,,,,,,,,,,
895,7,2,5,2,141,0,0.3,0,87,2,2,19,2,4.08571428571429,0,5.42857142857143,1,1,1.29268292682927,0,0.222222222222222,0,4,0,10
931,,,,,,,,,,,,,,,,,,,,,,,,,
933,11,1,2,8,313,0,0.68,0,100,2,1,26,2,7.07407407407407,0,6.96296296296296,1,0,0.939393939393939,0,0.375,0,4,0,8
934,52,1,0,2,191,0,1.99,0,100,1,1,20,2,2.92307692307692,0,0.846153846153846,0,1,0.0,0,0.352941176470588,0,2,0,15
937,11,1,14,3,427,0,0.44,0,92,1,2,19,2,7.58163265306122,0,3.90816326530612,1,1,0.648148148148148,0,0.3125,0,6,0,12
942,4,2,4,5,162,5,0.38,2,86,2,0,23,4,8.70833333333333,0,7.20833333333333,1,1,1.30769230769231,0,0.285714285714286,0,7,0,7
948,,,,,,,,,,,,,,,,,,,,,,,,,
949,34,1,0,3,202,0,1.8,0,100,1,1,7,2,6.71111111111111,0,0.777777777777778,0,1,0.0,0,0.4,0,5,0,6
39,4,1,2,4,148,1,0.7,0,86,3,4,10,4,10.8333333333333,1,3.25,1,1,0.769230769230769,0,0.461538461538462,0,3,0,5
953,,,,,,,,,,,,,,,,,,,,,,,,,
954,0,2,2,6,89,0,0.57,0,75,1,0,10,2,7.63636363636364,2,5.81818181818182,1,1,0.928571428571429,0,0.444444444444444,0,2,0,4
970,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,2,0,7,148,0,1.13,0,0,4,0,6,3,56.7142857142857,2,4.57142857142857,2,1,0.8125,0,0.4,0,3,0,3
1017,0,1,0,15,57,0,0.34,10,0,1,0,10,2,8.5,3,30.5,2,1,1.5,0,0.4,0,3,0,2
1021,,,,,,,,,,,,,,,,,,,,,,,,,
1027,0,2,2,0,24,0,0.11,0,62,2,0,14,1,5.55555555555556,2,13.8888888888889,3,1,2.18181818181818,0,0.333333333333333,0,1,0,3
1033,3,1,2,1,214,0,0.19,0,94,2,0,69,5,3.38461538461538,0,3.96581196581197,0,1,0.764705882352941,0,0.357142857142857,0,4,0,10
1034,18,1,10,3,147,0,0.33,1,87,1,0,35,1,5.4,2,7.03333333333333,1,1,1.25,0,0.6,0,3,0,3
1038,,,,,,,,,,,,,,,,,,,,,,,,,
1640,13,1,13,4,455,23,0.4,0,94,2,1,31,2,5.62025316455696,0,6.13924050632911,1,1,0.91304347826087,0,0.538461538461538,0,2,0,8
1039,0,2,3,2,131,0,0.28,0,87,3,0,12,1,5.51162790697674,3,4.34883720930233,1,1,1.59574468085106,0,0.5,0,2,0,3
1049,2,2,10,3,103,0,0.2,2,100,2,0,11,2,5.23076923076923,0,7.46153846153846,0,0,1.09375,0,0.375,0,1,0,3
1052,3,1,1,5,202,0,0.57,1,69,1,0,21,2,4.44444444444444,1,5.77777777777778,1,1,0.794117647058823,0,0.714285714285714,0,1,0,3
1071,7,1,11,0,98,9,0.08,0,89,1,2,40,2,6.2125,0,6.8375,1,0,1.27906976744186,0,0.25,0,2,0,5
1112,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,
1124,2,2,2,2,63,6,0.25,0,100,2,1,12,2,4.71428571428571,0,5.92857142857143,0,1,1.26315789473684,0,0.666666666666667,0,2,0,6
1138,15,1,4,4,308,0,0.48,1,88,1,2,19,2,2.65957446808511,0,5.72340425531915,0,1,0.622641509433962,0,0.444444444444444,0,1,0,8
1161,2,1,3,3,112,0,0.43,0,76,2,0,30,2,2.41666666666667,0,4.95833333333333,1,1,0.6,0,0.5,0,2,0,6
1164,0,1,3,5,56,0,0.36,0,66,1,0,25,2,2.85714285714286,1,10.7142857142857,1,1,0.272727272727273,0,0.6,0,1,0,5
1165,0,1,0,14,82,0,1.19,0,0,1,0,11,1,6.5,3,7.25,2,1,0.833333333333333,0,0.428571428571429,0,1,0,4
1167,,,,,,,,,,,,,,,,,,,,,,,,,
1212,0,1,10,0,28,0,0.1,0,69,1,0,26,2,3.875,1,8.5,1,1,0.458333333333333,0,0.75,0,4,0,0
1213,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,
1216,0,1,9,0,63,0,0.06,0,96,1,0,25,2,1.72058823529412,0,2.90441176470588,1,1,0.273381294964029,0,0.666666666666667,0,4,0,5
1217,0,1,7,2,34,0,0.21,0,57,2,0,14,1,3.85714285714286,1,5.85714285714286,1,1,0.8,0,0.0,0,2,3,5
187,0,1,1,5,115,0,0.66,0,93,1,0,35,1,3.1875,0,5.8125,1,1,1.33333333333333,0,0.6,0,3,0,2
1218,0,2,8,1,40,0,0.09,2,66,2,0,34,2,4.22222222222222,0,9.55555555555556,1,1,1.22727272727273,0,0.2,0,4,0,6
1220,0,1,3,1,31,0,0.44,1,55,3,0,10,1,2.25,1,6.0,1,1,0.714285714285714,0,0.428571428571429,0,2,0,3
