test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
11,0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,51.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,1.0,3.0,0.52,0.48,5
1516,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,0.0,2.0,151.0,0.0,3.0,19.0,1.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.51,0.49,4
1516,1,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,0.0,2.0,151.0,0.0,3.0,19.0,1.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.51,0.49,4
1516,2,17.0,7.0,1.0,1.0,1.0,2.0,1.0,418.0,26.0,0.0,1.0,151.0,0.0,3.0,19.0,3.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.5,0.5,5
1516,3,17.0,7.0,1.0,1.0,1.0,2.0,1.0,418.0,26.0,3.0,1.0,151.0,0.0,3.0,19.0,1.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,1.0,0.5,0.5,5
1516,4,0.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,0.0,32.0,151.0,0.0,2.0,19.0,1.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.52,0.48,5
38,0,0.0,114.0,1.0,0.0,0.0,6.0,1.0,768.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,9.0,0.52,0.48,4
58,0,4.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,0.0,2.0,25.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.727272727272727,0.0,3.0,1.0,6.0,0.51,0.49,4
58,1,4.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,0.0,2.0,25.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.727272727272727,0.0,3.0,1.0,6.0,0.51,0.49,4
58,2,4.0,0.0,2.0,1.0,1.0,4.0,3.0,132.0,4.0,0.0,0.0,25.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.727272727272727,0.0,3.0,1.0,6.0,0.52,0.48,5
