test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
11,0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,1.0,3.0,0.54,0.46,1
38,0,0.0,114.0,1.0,0.0,0.0,6.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,1.0,9.0,0.53,0.47,2
1533,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,37.0,1.0,3.0,10.0,30.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,3.0,0.58,0.42,1
1534,0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,180.0,2.0,11.0,9.0,12.0,1.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.571428571428571,0.0,1.0,2.0,4.0,0.51,0.49,2
1537,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,2.0,7.0,38.0,96.0,0.0,4.0,2.0,27.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.53,0.47,2
107,0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,2.0,12.0,11.0,0.0,3.0,0.0,14.0,3.0,0.0,1.0,0.0,0.666666666666667,0.0,2.0,3.0,5.0,0.56,0.44,1
110,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,8.0,25.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.333333333333333,0.0,5.0,1.0,1.0,0.54,0.46,1
117,0,1.0,0.0,1.0,1.0,48.0,1.0,1.0,100.0,3.0,0.0,0.0,50.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,0.5,0.0,3.0,2.0,3.0,0.65,0.35,1
123,0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,246.0,1.0,0.0,3.0,84.0,0.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.571428571428571,0.0,4.0,2.0,4.0,0.52,0.48,1
152,0,16.0,2.0,1.0,0.0,4.0,1.0,2.0,360.0,1.0,33.0,64.0,149.0,0.0,2.0,5.0,108.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,11.0,0.51,0.49,1
