,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
181,0.333333333333333,0.040000000000000036,1.0,1.0,2.0,0.0,1.0,13.0,29.000000000000004,12.0,14.0,0.040000000000000036,0.0,75.0,3.0,6.0,22.0,2.0,3.73913043478261,0.0,3.41304347826087,2.220446049250313e-16,0.0,0.472118959107807,0.333333333333333,2.0
203,1.0,1.0,0.34999999999999987,0.0,1.0,0.0,1.0,1.0,2.0,12.0,50.0,0.35,0.0,93.0,1.0,5.0,14.0,2.0,2.80769230769231,0.0,1.1923076923076903,2.220446049250313e-16,0.0,0.724852071005917,1.0,1.0
2154,1.0,1.0,0.666666666666667,0.09999999999999998,0.0,1.0,5.0,1.0,2.0,8.0,6.0,0.09999999999999998,4.0,71.0,2.0,0.0,26.0,2.0,9.75,1.0,14.25,2.0,0.0,0.55448717948718,0.666666666666667,1.0
551,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1.0,0.08999999999999997,2.0,0.0,0.0,0.0,1.0,15.999999999999998,0.0,3.0,57.99999999999999,0.08999999999999997,0.0,100.0,3.0,1.0,18.0,2.0,2.5,0.0,3.37096774193548,2.220446049250313e-16,0.0,0.96545768566494,1.0,2.0
2293,-5.551115123125783e-17,0.07999999999999996,100.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,16.0,0.08000000000000007,4.0,100.0,3.0,0.0,9.0,2.0,3.35,0.0,11.8,2.220446049250313e-16,0.0,0.648739495798319,1.0,0.0
2190,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,
990,-5.551115123125783e-17,1.0,0.5,0.13,0.0,0.0,3.0,1.0,0.0,8.0,8.0,0.13,1.0,76.0,1.0,1.0,19.0,1.0,5.25,2.0,6.33333333333333,1.0,0.0,0.411016949152542,0.5,0.0
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,,,,,,,,,,,,,,,,,,,,,
