project,model,method,test_idx,pred_label,spearman,kendall,top3_overlap,top5_overlap,our_importance_json,lime_importance_json,feature_names_json
activemq@0,RandomForest,kfeature,39,1,0.3252967307694684,0.25935354708623826,0.3333333333333333,0.4,"[3.1679787493610134e-09, 3.1679629095464658e-09, 3.1679629095464658e-09, 3.167981917323923e-09, 3.1679787493610134e-09, 3.1679629095464658e-09, 3.1680896280628474e-09, 3.1679945891755614e-09, 3.1679629095464658e-09, 0.005419412948382091, 0.01695093902249941, 0.03063144975293742, 3.1680262688046566e-09, 0.6418989838130924, 0.02348411221642931, 3.1679945891755614e-09, 0.020697861990347382, 3.167998549129198e-09, 0.08478635903182404, 3.1679945891755614e-09, 3.1679945891755614e-09, 3.1679629095464658e-09, 0.08219438483764094, 3.1691825752666413e-09, 3.1679629095464658e-09, 0.09393643936182844, 3.1680262688046566e-09]","[0.01482417530359326, 0.05992654127878965, 0.0044427856369529395, 0.009761599107061512, 0.042472817284495396, 0.013720735323661032, 0.10163150489855595, 0.0009939176847917862, 0.0029481431541560767, 0.0036920121351441946, 0.0042874266377976675, 0.12485532724807803, 0.06250334623507389, 0.10285988346374977, 0.036366379399167495, 0.07109383931648881, 0.004886599035729819, 0.0027382198277985624, 0.04839118238056579, 0.04269201826887752, 0.07243993853963833, 0.003855234981390256, 0.029126090337084475, 0.08656918108043694, 0.0038178195457390877, 0.0043472511575259045, 0.04475603073765594]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,41,1,0.15361733140667738,0.14002055137817102,0.0,0.0,"[4.961683943347446e-09, 4.961336649781961e-09, 4.961435876514957e-09, 4.961336649781961e-09, 4.961435876514957e-09, 4.961386263148459e-09, 4.961435876514957e-09, 4.961634329980949e-09, 4.961386263148459e-09, 0.019615145539926868, 0.02418305498972439, 0.3610969110666411, 4.961485489881455e-09, 0.31745556958781934, 0.07355678213094463, 4.961411069831708e-09, 0.057210831648865576, 4.961485489881455e-09, 0.03654644005323906, 4.961386263148459e-09, 4.961336649781961e-09, 4.961336649781961e-09, 4.961336649781961e-09, 4.961336649781961e-09, 4.961336649781961e-09, 0.1103351707158302, 4.961485489881455e-09]","[0.09031123133957913, 0.005600529313046805, 0.008172167271744458, 0.005398383597032857, 0.07984105678485588, 0.051860091735424725, 0.025076770632478915, 0.1172155252251023, 0.0071930007421869765, 0.0016623119400039756, 0.01381097912493442, 0.07909998982075374, 0.042537882749429864, 0.028194360722013437, 0.024041197874607293, 0.10623343590662863, 0.018502940347480155, 0.010905922690263374, 0.017848689167727316, 0.010746033470483519, 0.04278177561067338, 0.00039472923304492664, 0.04200054424712847, 0.15934246634220062, 0.0014329937792185977, 0.007891955091075044, 0.00190303524088113]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,46,1,0.49502169542837615,0.3387904795452287,0.0,0.4,"[1.8261768071637057e-09, 1.8261804594881013e-09, 1.8261621978661225e-09, 1.8262717675979946e-09, 1.8261621978661225e-09, 1.8261804594881013e-09, 1.8262169827320586e-09, 1.8261667632716171e-09, 1.8261713286771118e-09, 0.003867813361244842, 0.04765143993835271, 0.29536015541337207, 1.8262169827320586e-09, 0.5045735975361495, 1.8261621978661225e-09, 1.8261804594881013e-09, 0.012995848584035343, 1.8261926339027537e-09, 0.06786440495170604, 1.826235244354037e-09, 1.8261804594881013e-09, 1.8261621978661225e-09, 0.027074682571723505, 1.8275318195145222e-09, 1.8261621978661225e-09, 0.04061202294450418, 1.8261987211100797e-09]","[0.0019378846001355439, 0.0034404731157222025, 0.006701369899841534, 0.042884571153282786, 0.018928953973516478, 0.0010033069211839685, 0.005474827266997699, 0.023338445490022185, 0.0022130894719578796, 0.021348259902629316, 0.08372259886772826, 0.07597717869473691, 0.04477629473048662, 0.013858301147187313, 0.013770515992103282, 0.05808494751659252, 0.0047065974978976535, 0.0014907751051330207, 0.0317303188208977, 0.042091262285080956, 0.02563011616731852, 0.0014960367543658062, 0.26535442168042855, 0.16244334358970572, 0.0046343292179762486, 0.006147611281239327, 0.03681416885583184]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,56,1,0.046680554642734816,0.06992694716218728,0.0,0.2,"[2.1548751877056626e-09, 2.1548751877056626e-09, 2.1548967364575395e-09, 2.1548751877056626e-09, 2.1548751877056626e-09, 2.1548832684876163e-09, 2.1548967364575395e-09, 2.1548967364575395e-09, 2.1548751877056626e-09, 0.011980569479727615, 0.015213420980079507, 0.048324979599679775, 2.1549182852094164e-09, 0.6549376825698784, 0.09584454075357027, 2.1548751877056626e-09, 0.014057201149365721, 2.15490535595829e-09, 0.09574520330416599, 2.1548751877056626e-09, 2.1548751877056626e-09, 2.1548751877056626e-09, 2.1548751877056626e-09, 2.1548751877056626e-09, 2.1548751877056626e-09, 0.06389636122067191, 2.1549613827131703e-09]","[0.07278903622324849, 0.009300615968863155, 0.011305170281393216, 0.03691313158829403, 0.04200370332322621, 0.018797204844459254, 0.01986657337560975, 0.022828175288065494, 0.0006963388859836933, 0.0314889643248414, 0.0003026243981938694, 0.08040006438514433, 0.01988053344807061, 0.03561060066726679, 0.004259162354830406, 0.07278841584008816, 0.012951200820014323, 0.01790109442889297, 0.0727709791987549, 0.003972753650875807, 0.0007944111921922547, 0.010491977138839299, 0.07361726593986438, 0.2329614083959901, 0.009882303312960534, 0.03218344482454258, 0.0532428458994937]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,65,1,0.19187707094980336,0.11788797594829012,0.3333333333333333,0.6,"[8.516338970206986e-10, 8.516310582505045e-10, 8.51639574561087e-10, 8.51639574561087e-10, 8.516310582505045e-10, 8.516424133312812e-10, 8.516480908716694e-10, 8.516438327163783e-10, 8.516338970206986e-10, 0.0063131418864416314, 0.04419198809528516, 0.5131972720648755, 8.516310582505045e-10, 0.2958157521867897, 0.012626282921242845, 8.516310582505045e-10, 0.0177703237644364, 8.51656607182252e-10, 0.018093738396887556, 8.516310582505045e-10, 8.516353164057957e-10, 8.516310582505045e-10, 0.05411263829289315, 8.527807601791426e-10, 8.516310582505045e-10, 0.037878847060494464, 8.516821561139996e-10]","[0.026838310365833985, 0.003722905834002268, 0.0076740277198352035, 0.022265864479111823, 0.02247201403798816, 0.0009220148066585885, 0.014016950595177585, 0.009842877718553772, 0.008965906338662559, 0.013454739492547092, 0.10059466510565836, 0.26475012661317293, 0.012901799955750522, 0.003309918348578955, 0.0015346427165202961, 0.01718219248477343, 0.006404712198672475, 0.020649739520161928, 0.005984155734676204, 0.005209718195106529, 0.016312160350005555, 0.001827853880015103, 0.05732551785939964, 0.33940165415752166, 0.0032173660207897065, 0.006706216616190598, 0.006511948854635028]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,92,1,0.03310882731158173,0.07873862063101474,0.3333333333333333,0.2,"[9.204890725624352e-10, 9.204430504099147e-10, 9.204522548404189e-10, 9.204467321821164e-10, 9.204430504099147e-10, 9.204522548404189e-10, 9.204890725624352e-10, 9.204591581632969e-10, 9.204430504099147e-10, 0.001898642821714181, 0.002004030724449909, 0.06638832415703488, 9.20479868131931e-10, 0.8392590538156597, 0.02729297825119602, 9.204435918470032e-10, 0.0034657758195875223, 9.204890725624352e-10, 0.02330053955959362, 9.204476526251667e-10, 9.204522548404189e-10, 9.204430504099147e-10, 0.00909766003070014, 9.211011671909578e-10, 9.204430504099147e-10, 0.02729297825117581, 9.20470663701427e-10]","[0.07251776149067504, 0.011593470035826682, 0.008256028098661994, 0.002231386907053708, 0.007763549922341903, 0.0031526361559890384, 0.07285777167869707, 0.013466313985376956, 0.0002719612435325438, 0.0010635942813253365, 0.0036121232150518605, 0.18948816709922064, 0.03483425338153653, 0.002336607262467447, 0.024816169855470933, 0.036605445024425504, 0.0034906286986822314, 0.05745079157146096, 0.00249081203627042, 0.015739903489612714, 0.028126644401736157, 0.004752051009643806, 0.0045078477410686, 0.3740798371960382, 0.006765456512429098, 0.0032275614535496574, 0.014501226251854918]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,104,1,0.4217619132277653,0.3066822041020215,0.3333333333333333,0.8,"[2.6777709289704262e-09, 2.6777709289704262e-09, 2.6777709289704262e-09, 2.6778512620982955e-09, 2.6777709289704262e-09, 2.6777977066797164e-09, 2.6777709289704262e-09, 2.6777709289704262e-09, 2.677784317825071e-09, 0.004411183988097129, 0.1446237327805213, 0.11343037922864779, 2.6778244843890057e-09, 0.32966600845084504, 0.03970063447065442, 2.6777977066797164e-09, 0.04691893116031698, 2.6777977066797164e-09, 0.12274591739983633, 2.677904817516875e-09, 2.6777977066797164e-09, 2.6777709289704262e-09, 2.6777709289704262e-09, 2.6785207048305377e-09, 2.6777709289704262e-09, 0.19850316164218815, 2.6778780398075848e-09]","[0.056335152981928, 0.008808009645000347, 0.006509236523770642, 0.01363721325925521, 0.024942913411503807, 0.013477768980156506, 0.003803365505747938, 0.045179467129209734, 0.0790058965408117, 0.01710508575890912, 0.19309085442149124, 0.10268012298797524, 0.027042714367610812, 0.04379293811177473, 0.03832652749399507, 0.015763140746214228, 0.005636127868654622, 0.008636419197768988, 0.06447630317429354, 0.05587842382217246, 0.035881005422627545, 0.002398738788034385, 0.03481276902081597, 0.005712607697244231, 0.008253363480675983, 0.0772822617623895, 0.011531571899968457]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,147,1,0.2810219881644116,0.21699757014446314,0.3333333333333333,0.4,"[1.2135422467204163e-09, 1.2135422467204163e-09, 1.2135422467204163e-09, 1.2135786529878178e-09, 1.2135422467204163e-09, 1.2135503370020608e-09, 1.2135422467204163e-09, 1.2135462918612385e-09, 1.2135422467204163e-09, 0.02698796723836578, 0.02398930434670496, 0.08522515708120847, 1.2135543821428834e-09, 0.7376710725136678, 0.017991978563404613, 1.213560449854117e-09, 0.013327391843083708, 1.213572585276584e-09, 0.061821812332365174, 1.2135422467204163e-09, 1.2135543821428834e-09, 1.2135422467204163e-09, 0.03298529302166397, 1.2156052685398406e-09, 1.2135422467204163e-09, 1.2135422467204163e-09, 1.213590788410285e-09]","[0.037757482744217974, 0.015961735286730935, 0.0045825243642394885, 0.02604172809232819, 0.023824537870632923, 0.017182992322603032, 0.01471029674141151, 0.023628073641141396, 0.006228434740735927, 0.03731952049228657, 0.08632159069594357, 0.21951025453971362, 0.0066084461442420415, 0.0015625786074365986, 0.0005580228989202962, 0.019448542971382963, 0.010850534069557922, 0.014809287185812809, 0.02395166500133655, 0.016547897128305577, 0.004357762811310037, 0.005758846863018014, 0.022131052604851934, 0.34059689676742383, 0.006050400397778648, 0.003357355794932848, 0.010341539221704745]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,148,1,0.4899098973231849,0.3783323217318225,0.6666666666666666,0.6,"[9.962522414327879e-10, 9.961327055081268e-10, 9.961327055081268e-10, 9.961924734704574e-10, 9.96142666835182e-10, 9.961327055081268e-10, 9.961924734704574e-10, 9.961327055081268e-10, 9.96152628162237e-10, 0.006329428206934272, 0.06276682083654338, 0.29757754896636973, 9.961327055081268e-10, 0.423860643210045, 9.961327055081268e-10, 9.96152628162237e-10, 0.036353634206877566, 9.962024347975123e-10, 0.010656605241243126, 9.96142666835182e-10, 9.96152628162237e-10, 9.961327055081268e-10, 0.10338064543909355, 9.98473617366071e-10, 9.961327055081268e-10, 0.0590746549635827, 9.961924734704574e-10]","[0.027670731810559346, 0.0045770703653308, 0.005329503424853584, 0.026302595908528514, 0.032965942711640155, 0.011820849143911497, 0.009053696076404624, 0.003605033096693457, 0.03573424002049644, 0.01030685039145042, 0.08471136230497713, 0.10358635655392116, 0.009079363740193788, 0.0037601661355149757, 0.00034786964240714386, 0.03323717342855747, 0.06362996235703579, 0.008373836777411041, 0.0008669476836086245, 0.009128174426712838, 0.0064726979542354835, 0.0032804096724249818, 0.19035208305076168, 0.2872930806277874, 0.0008634444588879045, 0.007580778479091049, 0.02006977975660281]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
activemq@0,RandomForest,kfeature,149,1,0.39148872511712873,0.30092058498359253,0.3333333333333333,0.4,"[2.401304175978126e-09, 2.401304175978126e-09, 2.401328189019886e-09, 2.4013522020616456e-09, 2.401304175978126e-09, 2.401328189019886e-09, 2.401304175978126e-09, 2.401304175978126e-09, 2.401328189019886e-09, 0.01186724763899316, 2.401304175978126e-09, 0.07628943607200124, 2.401328189019886e-09, 0.7298355844966954, 2.401304175978126e-09, 2.4013522020616456e-09, 0.04746898335204405, 2.4014962803122044e-09, 0.009932620612977536, 2.401304175978126e-09, 2.401304175978126e-09, 2.401304175978126e-09, 0.07120347382744503, 2.403801532321143e-09, 2.401304175978126e-09, 0.05340260597087819, 2.401304175978126e-09]","[0.038175124215627125, 0.0038263399188792715, 0.002833734545479815, 0.028850417682841932, 0.017528211093987715, 0.00906722627658545, 0.0038638137700891606, 0.0036312902788531833, 0.018099157273623774, 0.019900395447894365, 0.05394763518615437, 0.1086341910505855, 0.017992387659445497, 0.011741322439324667, 0.012599040011898422, 0.020527688092395295, 0.09445448474769727, 0.027216890349244707, 0.026093292883570724, 0.013969636843146891, 0.0053564706000712985, 0.004989988757577546, 0.0038411136113194254, 0.4298302816207928, 0.007708059414594213, 0.011857182348726049, 0.003464623879593469]","[""CountDeclMethodPrivate"", ""CountDeclMethodDefault"", ""AvgEssential"", ""CountDeclClassVariable"", ""CountDeclClassMethod"", ""AvgLineComment"", ""AvgCyclomaticModified"", ""CountDeclClass"", ""CountDeclMethodProtected"", ""CountDeclInstanceVariable"", ""CountDeclMethodPublic"", ""RatioCommentToCode"", ""AvgLineBlank"", ""PercentLackOfCohesion"", ""MaxInheritanceTree"", ""CountClassDerived"", ""CountClassCoupled"", ""CountClassBase"", ""CountInput_Mean"", ""CountInput_Min"", ""CountOutput_Min"", ""MaxNesting_Min"", ""ADEV"", ""OWN_COMMIT"", ""MINOR_COMMIT"", ""MINOR_LINE"", ""MAJOR_LINE""]"
