"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 2.17 & -0.71 < CountDeclMethodPrivate <= 0.34'","b'target = 0'",0.11786,264,0.11339,254,0.96212,0.03216,1.39582,7.51732e-17,0.68929,1544
"b'000001'","b'MaxNesting_Mean <= 0.11 & -1.5 < Added_lines <= 25'","b'target = 0'",0.14598,327,0.13973,313,0.95719,0.03911,1.38866,1.799e-23,0.68929,1544
"b'000002'","b'1.35 < AvgLineComment <= 4.15 & -0.31 < CountDeclClassMethod <= 0.22'","b'target = 0'",0.07991,179,0.07634,171,0.95531,0.02126,1.38594,1.303e-12,0.68929,1544
"b'000003'","b'OWN_COMMIT <= 0.02 & -0.18 < CountDeclInstanceVariable <= 1.04'","b'target = 0'",0.09955,223,0.09464,212,0.95067,0.02602,1.37921,1.81855e-10,0.68929,1544
"b'000004'","b'OWN_COMMIT <= 0.02 & -0.48 < CountDeclMethodProtected <= 0.16'","b'target = 0'",0.14241,319,0.13393,300,0.94044,0.03577,1.36437,3.32986e-15,0.68929,1544
"b'000005'","b'MAJOR_LINE <= 0.08 & -1.5 < Added_lines <= 25'","b'target = 0'",0.14152,317,0.13214,296,0.93375,0.0346,1.35467,9.75477e-17,0.68929,1544
"b'000006'","b'MaxInheritanceTree <= 0.865 & -1.5 < Added_lines <= 25'","b'target = 0'",0.11652,261,0.10625,238,0.91188,0.02594,1.32293,3.88618e-10,0.68929,1544
"b'000007'","b'-48.5 < Added_lines <= -1.5'","b'target = 0'",0.06652,149,0.06027,135,0.90604,0.01442,1.31446,7.88545e-11,0.68929,1544
"b'000008'","b'CountLineComment <= 29'","b'target = 0'",0.17634,395,0.15848,355,0.89873,0.03693,1.30386,6.99748e-27,0.68929,1544
"b'000009'","b'-0.48 < CountDeclMethodProtected <= 0.16 & -1.5 < Added_lines <= 25'","b'target = 0'",0.39643,888,0.35491,795,0.89527,0.08166,1.29884,2.02763e-39,0.68929,1544
