"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 1.865 & -10.4 < Added_lines <= 4.6'","b'target = 0'",0.11071,248,0.10893,244,0.98387,0.03316,1.43762,6.56814e-13,0.68438,1533
"b'000001'","b'MAJOR_LINE <= 0.12 & -10.4 < Added_lines <= 4.6'","b'target = 0'",0.13661,306,0.13304,298,0.97386,0.03955,1.42299,2.91334e-13,0.68438,1533
"b'000002'","b'MaxNesting_Mean <= 0.17 & -10.4 < Added_lines <= 4.6'","b'target = 0'",0.12455,279,0.12098,271,0.97133,0.03574,1.41929,2.1452e-11,0.68438,1533
"b'000003'","b'-0.87 < CountDeclMethodPrivate <= 0.3 & -10.4 < Added_lines <= 4.6'","b'target = 0'",0.28125,630,0.26786,600,0.95238,0.07538,1.39161,9.02113e-22,0.68438,1533
"b'000004'","b'AvgLineComment <= 1.2 & 0.8 < CountClassBase <= 1.02'","b'target = 0'",0.07902,177,0.075,168,0.94915,0.02092,1.38689,3.19376e-16,0.68438,1533
"b'000005'","b'RatioCommentToCode > 1.865 & -0.82 < CountDeclMethodProtected <= 0.09'","b'target = 0'",0.13259,297,0.12545,281,0.94613,0.03471,1.38247,6.09396e-11,0.68438,1533
"b'000006'","b'16 < CountLineComment <= 67 & -10.4 < Added_lines <= 4.6'","b'target = 0'",0.21964,492,0.20759,465,0.94512,0.05727,1.381,1.09566e-12,0.68438,1533
"b'000007'","b'CountDeclMethodPrivate <= -0.87'","b'target = 0'",0.06652,149,0.06205,139,0.93289,0.01653,1.36312,3.60791e-14,0.68438,1533
"b'000008'","b'-0.87 < CountDeclMethodPrivate <= 0.3 & -0.82 < CountDeclMethodProtected <= 0.09'","b'target = 0'",0.30179,676,0.27813,623,0.9216,0.07159,1.34663,4.95754e-20,0.68438,1533
"b'000009'","b'0.7 < CountClassCoupled <= 3.1 & -0.49 < CountDeclClassMethod <= 0.12'","b'target = 0'",0.10223,229,0.0942,211,0.9214,0.02423,1.34633,1.92097e-11,0.68438,1533
