test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
30,0,3.0,1.0,2.0,214.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,5.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.5004347912835116,0.4995652087164884
30,1,0.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,5.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.6526827135961895,0.34731728640381054
30,2,4.0,167.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,0.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.5459848509703469,0.4540151490296532
30,3,0.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.4,0.0,2.0,2.0,0.7361851858318329,0.26381481416816704
30,4,0.0,1.0,2.0,14.0,2.0,32.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,1.0,2.0,0.584713776781674,0.415286223218326
30,5,0.0,1.0,5.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.6600115429949382,0.3399884570050617
30,6,2.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,10.0,4.27848101265823,0.0,1.0,0.777777777777778,6.0,2.0,2.0,0.7291603832866038,0.2708396167133962
30,7,0.0,1.0,2.0,14.0,2.0,32.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.5801595750719151,0.4198404249280849
30,8,0.0,1.0,2.0,14.0,19.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.6766393660706043,0.3233606339293957
30,9,0.0,121.0,2.0,14.0,19.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.6621637339206494,0.33783626607935063
49,0,1.0,1.0,2.0,17.0,1.0,7.0,9.0,29.0,29.3,1.0,177.0,4.0,4.0,3.0,77.0,3.0,15.5,0.0,4.7877094972067,24.0,1.0,0.4,5.0,3.0,3.0,0.5359437899103985,0.46405621008960146
49,1,0.0,121.0,2.0,17.0,19.0,4.0,9.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5791274534924018,0.42087254650759814
49,2,0.0,1.0,2.0,17.0,1.0,25.0,9.0,1.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.4,0.0,3.0,0.0,0.6258593136599568,0.3741406863400431
49,3,1.0,1.0,2.0,17.0,1.0,7.0,9.0,29.0,29.3,1.0,177.0,4.0,4.0,3.0,77.0,3.0,15.5,0.0,4.7877094972067,24.0,1.0,0.470588235294118,0.0,3.0,3.0,0.505777474257675,0.49422252574232495
49,4,0.0,121.0,2.0,17.0,19.0,4.0,9.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,19.0,1.0,0.470588235294118,0.0,3.0,3.0,0.6127501599394434,0.3872498400605566
49,5,0.0,121.0,2.0,17.0,19.0,4.0,9.0,29.0,38.4,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,11.2,19.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5433095240611022,0.4566904759388978
49,6,0.0,121.0,2.0,17.0,19.0,4.0,9.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,11.2,19.0,1.0,0.470588235294118,0.0,3.0,3.0,0.6000826041846596,0.3999173958153403
49,7,0.0,1.0,2.0,17.0,1.0,25.0,9.0,1.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.4,0.0,3.0,3.0,0.595404291889255,0.404595708110745
49,8,1.0,1.0,2.0,17.0,13.0,3.0,9.0,29.0,0.15,12.0,177.0,28.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5621371971665571,0.4378628028334429
49,9,1.0,1.0,2.0,17.0,1.0,7.0,9.0,29.0,29.3,1.0,177.0,4.0,4.0,3.0,77.0,3.0,15.5,0.0,4.7877094972067,24.0,1.0,0.470588235294118,5.0,3.0,3.0,0.5118709533247235,0.48812904667527646
340,0,1.0,2.0,1.0,58.0,1.0,7.0,50.0,34.0,29.3,1.0,209.0,4.0,4.0,0.0,96.0,2.0,15.5,0.0,7.59276018099547,24.0,1.0,0.4,5.0,4.0,5.0,0.5472514026883907,0.4527485973116093
340,1,0.0,121.0,1.0,58.0,19.0,4.0,50.0,34.0,0.14,1.0,209.0,4.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,0.0,1.0,0.520833333333333,0.0,4.0,5.0,0.6027854106756793,0.39721458932432074
340,2,0.0,2.0,1.0,58.0,1.0,26.0,50.0,1.0,0.14,1.0,209.0,4.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,0.0,1.0,0.4,0.0,4.0,0.0,0.6590081831027814,0.3409918168972185
340,3,0.0,2.0,1.0,58.0,7.0,32.0,50.0,34.0,0.14,1.0,209.0,4.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,0.0,1.0,0.520833333333333,0.0,1.0,20.0,0.501391783147533,0.498608216852467
340,4,0.0,121.0,1.0,58.0,19.0,4.0,50.0,34.0,0.14,1.0,209.0,4.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,19.0,1.0,0.520833333333333,0.0,4.0,5.0,0.6403339089434341,0.3596660910565659
340,5,1.0,2.0,1.0,175.0,13.0,3.0,50.0,34.0,0.14,12.0,209.0,28.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,0.0,1.0,0.520833333333333,0.0,4.0,5.0,0.6068614370858707,0.3931385629141293
340,6,1.0,2.0,1.0,58.0,13.0,3.0,50.0,34.0,0.14,12.0,209.0,28.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,0.0,1.0,0.520833333333333,0.0,4.0,5.0,0.6121551277367929,0.3878448722632071
340,7,0.0,2.0,1.0,58.0,1.0,26.0,50.0,1.0,0.14,1.0,209.0,4.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,0.0,1.0,0.4,0.0,4.0,5.0,0.6207975874040528,0.3792024125959472
340,8,1.0,2.0,1.0,58.0,1.0,7.0,50.0,34.0,29.3,1.0,209.0,4.0,4.0,0.0,96.0,2.0,15.5,0.0,7.59276018099547,24.0,1.0,0.520833333333333,0.0,4.0,5.0,0.5367371809670092,0.4632628190329908
340,9,0.0,121.0,1.0,58.0,19.0,4.0,50.0,34.0,0.14,1.0,209.0,4.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,11.2,19.0,1.0,0.520833333333333,0.0,4.0,5.0,0.6403339089434341,0.3596660910565659
358,0,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,1.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.2,0.0,3.0,2.0,0.5391504389314177,0.46084956106858227
358,1,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,157.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,6.0,0.5447159397300556,0.45528406026994445
358,2,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,6.0,0.5525697109208891,0.4474302890791109
358,3,2.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,11.0,1.0,0.5,0.0,3.0,2.0,0.9064851186142,0.09351488138579996
358,4,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,14.7,1.0,6.51724137931035,1.0,1.0,0.4,0.0,3.0,2.0,0.5462759448426009,0.45372405515739905
358,5,12.0,153.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,6.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,2.0,0.5472110260865781,0.4527889739134219
358,6,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,35.3,1.0,6.51724137931035,1.0,1.0,0.5,0.0,4.0,2.0,0.5151671514648624,0.4848328485351377
