test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
39,0,0.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,0.0,0.77,0.0,97.0,1.0,2.0,59.0,1.0,4.74534161490683,0.0,0.0,0.0,11.0,0.9,0.0,3.0,1.0,0.6999897023216866,0.3000102976783134
41,0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,21.6,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5622453242615554,0.4377546757384446
46,0,5.0,2.0,1.0,1.0,0.0,4.0,3.0,7.0,10.0,7.0,7.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,10.0,1.0,0.0,5.0,0.6,0.0,3.0,2.0,0.5272152823041056,0.47278471769589436
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,2.57,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,0.888888888888889,0.0,3.0,1.0,0.6591137138280089,0.3408862861719911
92,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,13.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.5026290038803563,0.4973709961196438
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,13.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.9954887809750465,0.004511219024953572
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,8.01,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,28.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.6629644500585119,0.33703554994148816
148,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,35.5,26.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.5375432465127262,0.4624567534872738
154,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,46.6,0.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.9069093520081912,0.09309064799180877
203,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,50.0,11.59,0.0,95.0,2.0,14.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,0.909090909090909,0.0,3.0,1.0,0.5060008843877454,0.4939991156122546
