,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
41,1,0,1,6,1,2,1,2,7,30,75,0.54,0,97,2,3,0,6,7.01204819277108,0,1,0,3,1.0,0,3,2
65,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0,0,1,0,0,0,2,1,1,2,14,0.33,0,43,2,0,0,2,6.86666666666667,1,1,0,0,1.0,0,3,0
147,0,0,1,1,0,2,2,1,7,12,20,0.25,0,83,1,3,27,2,4.37037037037037,0,0,0,10,1.0,0,3,1
500,0,0,1,1,0,3,3,1,3,0,1,0.63,0,75,3,1,7,1,3.75,1,2,0,1,1.0,0,2,0
503,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,0,1,1,1,0,1,1,1,7,21,0.11,0,85,1,2,13,2,2.95652173913043,0,0,0,5,1.0,0,3,1
505,0,0,2,1,0,0,2,2,3,2,11,0.16,0,66,3,0,12,2,3.28571428571429,1,1,0,3,1.0,0,3,0
695,0,0,1,0,0,1,2,1,0,1,16,0.35,0,62,2,0,12,2,2.1875,0,0,0,0,1.0,0,3,1
725,0,4,1,1,0,1,2,5,2,16,26,0.16,0,83,1,1,21,2,4.59375,0,0,0,8,1.0,0,2,0
154,0,0,2,2,0,1,3,1,6,11,21,0.22,0,87,2,0,13,2,3.22222222222222,0,1,0,6,1.0,0,2,0
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,0,0,1,0,0,1,1,1,0,9,19,0.62,0,88,1,0,6,2,1.63157894736842,0,1,0,0,1.0,0,2,0
729,0,1,1,0,0,2,2,1,0,4,17,0.34,0,65,1,0,12,2,3.55555555555556,0,0,0,0,1.0,0,2,0
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,1,2,1,0,2,3,4,8,12,30,0.24,0,89,2,2,25,2,3.53846153846154,0,0,0,17,1.0,0,3,1
754,,,,,,,,,,,,,,,,,,,,,,,,,,,
