,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1503,4,0,1,4,0,4,1,1,1,0,2,0.44,1,53,2,0,1,1,4.28571428571429,1,1,0,0,0.0,0,1,0
757,1,0,1,1,0,0,1,1,0,6,13,0.16,0,74,1,0,2,1,7.42857142857143,2,1,0,0,0.0,0,2,2
805,0,1,2,0,0,4,1,2,0,8,5,0.53,1,50,1,0,1,2,5.0,0,1,0,2,0.5,0,3,0
1583,6,0,1,1,1,1,2,4,0,9,17.0,0.36,0,86,1,0,5,3,2.44117647058824,0,1,0,0,0.0,0,2,1
695,0,0,1,0,0,1,1,1,0,1,16,0.35,0,62,2,0,12,2,2.1875,0,0,0,0,0.0,0,3,1
1366,0,0,1,0,0,2,1,1,0,0,1,0.9,0,0,3,0,1,1,0.0,0,7,1,0,0.0,0,1,0
1601,6,0,1,1,0,3,3,1,0,6,7,0.11,0,63,1,0,11,2,4.61538461538461,2,1,0,4,0.5,0,4,1
287,1,0,1,2,0,3,1,1,0,1,9,0.7,0,76,3,0,7,2,3.1,0,1,0,0,0.0,0,2,1
1600,1,0,1,2,1,2,2,2,0,13,14,0.32,0,80,1,0,4,2,4.0,1,1,0,1,1.0,0,2,0
1496,1,0,2,15,0,0,1,1,6,19,5,0.56,2,85,1,0,2,2,6.83333333333333,0,2,0,0,0.0,0,1,1
1028,0,0,1,0,0,0,1,1,3,1,1,0.47,1,50,3,1,3,1,1.25,1,1,0,0,0.0,0,2,0
1429,5,0,1,0,0,2,1,1,5,5,8,0.29,2,68,3,3,3,1,3.35,0,1,0,0,0.0,0,2,0
1134,2,0,1,0,0,4,1,1,5,13,16,0.1,2,82,3,2,5,2,3.69230769230769,0,1,0,0,0.6770833333333335,0,2,2
431,0,10,1,2,0,2,1,1,0,12,23,0.6,0,83,1,0,2,3,5.78787878787879,1,1,0,0.0,0.6770833333333335,1,2,0
1721,0,1,1,1,0,5,0,2,1,6,3,0.39,2,81,3,0,4,2,3.78571428571429,0,1,0,3.5,0.7361111111111109,0,2,2
379,2,0,2,0,0,0,0,1,0,1,2,0.32,1,40.0,1,0,20.5,2,2.0,1,2,0,0,0.845238095238095,0,3,0
500,9.0,0,1,1,0,3,1,1,3,0,1,0.63,0,75,3,1,7,1,3.75,1,33,0,3,1.0,0,2,0
729,3.5,1,1,0,0,2,1,1,0,4,17,0.34,0,65,1,0,7.0,2,3.55555555555556,0,0,2,0,0.707142857142857,0,2,0
