Antecedent,Antecedent Coverage %,Confidence,Lift
2.22 < CountClassCoupled <= 4.06 & -0.023 < CountDeclMethodPrivate <= 0.035,0.16897,1.0,1.09058
PercentLackOfCohesion <= 3,0.23007,0.99585,1.08605
RatioCommentToCode > 1.5,0.19475,0.9951,1.08523
-0.042 < MAJOR_LINE <= 0.072 & -0.023 < CountDeclMethodPrivate <= 0.035,0.34177,0.99441,1.08449
-0.21 < AvgLineComment <= 0.34 & 0.978 < CountDeclClass <= 1.071,0.2463,0.99419,1.08424
CountClassCoupled <= 0.88,0.19141,0.99002,1.0797
CountDeclMethodPublic <= 0.9,0.19857,0.98798,1.07747
OWN_LINE > 0.964,0.19666,0.98058,1.0694
0.88 < CountClassCoupled <= 2.22,0.21432,0.97996,1.06872
3 < PercentLackOfCohesion <= 32,0.16659,0.97708,1.06558
