Antecedent,Antecedent Coverage %,Confidence,Lift
0.935 < AvgCyclomaticModified <= 1.2,0.32019,0.997,1.05804
CountClassCoupled <= 0.84,0.18654,0.99485,1.05575
-0.051 < MAJOR_LINE <= 0.037,0.46971,0.99386,1.05471
0.85 < CountDeclMethodPublic <= 3.05,0.21827,0.99339,1.05421
0.61 < CountDeclInstanceVariable <= 1.98,0.16923,0.99148,1.05218
RatioCommentToCode > 2.21,0.1976,0.99027,1.0509
2.34 < CountClassCoupled <= 4.1,0.20769,0.98843,1.04894
OWN_LINE > 0.984,0.20096,0.98804,1.04853
MaxInheritanceTree > 3.98,0.2,0.98798,1.04847
PercentLackOfCohesion <= 1,0.26346,0.98723,1.04767
