Antecedent,Antecedent Coverage %,Confidence,Lift
-0.29 < CountDeclInstanceVariable <= 0.69,0.33222,0.99713,1.12412
CountDeclMethodPublic <= -0.1,0.12011,0.99206,1.1184
PercentLackOfCohesion <= 0.5,0.27264,0.99126,1.1175
-0.1 < CountDeclMethodPublic <= 2.75,0.29743,0.99038,1.11651
CountClassCoupled <= 0.64,0.20305,0.98826,1.11412
0.69 < CountDeclInstanceVariable <= 1.93,0.19733,0.98792,1.11374
2.75 < CountDeclMethodPublic <= 5.7,0.18732,0.98728,1.11301
2.28 < CountClassCoupled <= 4.26,0.22164,0.98495,1.11038
-0.22 < CountDeclClassVariable <= 0.19,0.40562,0.97885,1.10351
1.93 < CountDeclInstanceVariable <= 4.91,0.15396,0.97523,1.09943
