Antecedent,Antecedent Coverage %,Confidence,Lift
3.45 < CountDeclMethodPublic <= 6.5,0.18634,0.99487,1.07444
CountDeclMethodPublic <= 0.75,0.1849,0.99483,1.0744
-0.48 < CountDeclInstanceVariable <= 0.82,0.27329,0.99476,1.07432
-0.135 < AvgLineComment <= 0.255 & -0.028 < CountDeclClassMethod <= 0.094,0.26708,0.99463,1.07418
0.82 < CountDeclInstanceVariable <= 2.24,0.21739,0.99341,1.07286
CountClassBase <= 0.936,0.13999,0.99317,1.07261
CountDeclInstanceVariable <= -0.48,0.11992,0.99203,1.07137
0.38 < CountDeclMethodProtected <= 1.18,0.17296,0.99171,1.07103
0.1 < CountClassCoupled <= 1.94,0.21978,0.9913,1.07059
0.75 < CountDeclMethodPublic <= 3.45,0.23411,0.9898,1.06896
