test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
19,0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,9.0,0.52,88.0,4.0,0.0,5.0,1.0,5.22222222222222,2.0,2.0,0.363636363636364,0.0,11.0,0.8050679835406218,1.0,0.0,0.0,0.5,0.5,1,6.551385359216197
20,0,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,0.35,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.7901098468959732,1.0,0.0,0.00732421875,0.5,0.5,2,6.88252199211384
25,0,3.0,15.465480208396912,2.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,0.73,89.0,1.0,0.0,11.0,1.0,11.35,2.0,2.0,1.90909090909091,0.0,0.0,0.793900184842883,0.0,0.0,0.0,0.5,0.5,1,1534519791603.088
30,0,4.0,3.0,1.0,0.0,0.0,4.0,231.0,1.0,2.0,6.0,30.0,0.33,84.0,2.0,0.0,16.0,2.0,7.1025641025641,1.0,1.0,1.21951219512195,0.0,27.0,0.8825340125950569,0.666666666666667,0.0,0.003662109375,0.5,0.5,2,9.590072453932537
41,0,12.0,9.0,1.0,9.0,0.0,2.0,463.0,1.0,35.0,36.0,57.57958984375,0.28,96.0,1.0,1.0,36.0,3.0,5.4,0.0,0.0,0.907894736842105,0.0,10.0,1.0,1.0,0.0,0.0,0.5,0.5,3,12.052666605019287
44,0,25.0,19.0,2.0,13.0,0.0,1.0,239.0,1.0,6.0,28.0,35.0,0.24,94.0,1.0,1.0,29.0,1.0,8.36470588235294,0.0,0.0,0.632183908045977,0.0,0.0,0.8301124850186437,0.0,0.0,0.0,0.5,0.5,2,5.891018036044526
60,0,0.0,2.0,1.0,0.0,0.0,1.0,87.0,1.0,3.0,3.0,26.359288156032562,0.2,64.0,1.0,2.0,14.0,2.0,5.65217391304348,0.0,1.0,1.10416666666667,0.0,0.0,0.427118644067797,0.0,0.0,4.0,0.5,0.5,1,2.468756212728479
67,0,25.0,24.0,1.0,22.0,2.0,3.0,173.974609375,2.0,4.0,12.0,0.0,0.25,93.0,2.0,2.0,37.0,3.0,7.99230769230769,0.0,1.0,1.11278195488722,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,4,18.792634147988146
71,0,43.4365234375,12.0,1.0,29.0,0.0,2.0,21.25146484375,1.0,16.0,53.0,0.0,0.23,96.0,1.0,1.0,40.0,3.0,7.35161290322581,0.0,0.0,1.38461538461538,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,5,32563476562500.0
80,0,2.0,4.0,1.0,4.0,3.0,2.0,198.0,3.0,2.0,11.0,28.0,0.72,92.0,1.9345863461494446,4.0,11.0,2.0,29.3055555555556,1.0,1.0,0.45,0.0,0.0,1.0,0.0,0.0,3.0,0.5,0.5,2,5.536432437506678
85,0,21.0,23.705322265625,1.0,16.0,1.0,2.0,21.140380859375,1.0,12.0,43.0,0.0,0.28,95.0,1.0,2.0,23.0,3.0,6.39455782312925,0.0,0.0,1.24832214765101,0.0,0.0,0.530458590006845,0.0,0.0,0.0,0.5,0.5,4,8294677734375.0
88,0,1.0,0.0,5.160361409187317,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,0.0,5.0,1.0,27.6666666666667,0.0,1.0,1.4,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,1,2839638590812.683
120,0,8.152308464050293,7.0,1.0,1.0,0.0,2.0,425.0,1.0,32.0,34.0,53.0,0.34,96.0,2.0,1.0,40.0,1.0,5.20454545454545,0.0,0.0,0.477611940298507,0.0,14.0,0.669376693766938,1.0,0.0,0.0,0.5,0.5,2,31847691535949.707
124,0,30.0,13.0,1.0,0.0,0.0,4.0,428.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,1.11864406779661,0.0,0.0,0.7142102810512205,0.0,0.0,0.0,0.5,0.5,2,4.88163562804333
139,0,23.77574598789215,14.0,1.0,0.0,0.0,3.0,597.0,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,0.0,0.5,0.5,2,7224254012107.848
140,0,25.0,12.0,1.0,0.0,0.0,4.0,395.00693130493164,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,1.27777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,3,9.736040011782919
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,0.9561366930936461,1.0,0.0,4.0,0.5,0.5,1,3.5033532977955164
148,0,14.0,23.712646484375,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,0.33,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,0.605780346820809,1.0,0.0,0.00244140625,0.5,0.5,2,22287353515625.0
156,0,8.0,7.0,1.0,33.0,23.0,3.0,457.0,2.0,0.0,20.0,54.0,0.85,98.0,1.0,1.0,12.0,2.508413314819336,4.39130434782609,0.0,1.0,0.602739726027397,0.0,109.0,1.0,0.666666666666667,0.0,0.0,0.5,0.5,3,491586685180.66406
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,1.5940933227539062,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,0.46031746031746,1.0,0.0,1.0,0.5,0.5,1,0.9482710624882945
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,4.8008787631988525,0.5,0.5,1,0.8087961937139747
203,0,17.0,7.0,1.0,2.0,4.0,8.0,759.0,1.0,39.120361328125,17.0,1.0,0.89,91.0,1.0,0.0,14.0,1.0,7.7875,1.0,1.0,0.634146341463415,0.0,0.0,0.816781731279873,0.0,0.0,0.0,0.5,0.5,2,15879638671875.0
205,0,22.40234375,6.0,2.0,26.0,6.0,13.0,22.3330078125,2.0,26.0,37.0,4.0,0.52,96.0,2.0,0.0,27.525634765625,1.0,9.35078534031414,0.0,1.0,1.52061855670103,0.0,25.0,0.82404181184669,1.0,0.0,0.0,0.5,0.5,4,132597656250000.0
209,0,10.0,6.0,1.0,1.0,2.0,4.0,617.0,2.0,44.5595703125,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,0.464912280701754,0.0,0.0,0.674705882352941,0.0,0.0,0.001953125,0.5,0.5,2,44440429687500.0
218,0,0.0,0.0,6.203125,39.0,2.0,9.0,76.0,1.0,2.0,0.0,0.0,0.46,97.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,0.0,0.958847736625514,0.0,0.0,3.0,0.5,0.5,1,3796875000000.0
221,0,23.15673828125,11.0,1.0,78.0,3.0,7.0,21.0,8.0,23.0,61.0,43.0,0.51,98.0,1.0,0.0,7.0400390625,2.0,5.77241379310345,0.0,0.0,1.01298701298701,0.0,111.0,0.747337131533317,1.0,0.0,0.0,0.5,0.5,4,44843261718750.0
226,0,1.0,0.0,6.7373046875,0.0,3.0,14.0,73.0,1.0,3.0,0.0,0.0,0.55,0.0,1.0,0.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.5,0.5,1,4262695312500.0
241,0,6.0,0.0,1.0,6.0,53.1331787109375,11.0,23.097412109375,2.0,0.0,0.0,58.0,0.9,98.0,1.0,0.0,33.0,0.0,4.125,0.0,1.0,0.686567164179104,0.0,148.0,1.0,1.0,0.0,0.0,0.5,0.5,5,10067480437045.654
283,0,0.0,3.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,42.0,0.34,89.0,1.0,1.0,17.0,2.0,4.73913043478261,0.0,1.0,0.895833333333333,0.0,0.0,0.774774774774775,0.0,0.0,2.322509765625,0.5,0.5,1,3.1549239406258227
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,2.591552734375,0.5,0.5,1,1.6244754253496394
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,0.8409676071918497,0.0,0.0,2.0,0.5,0.5,1,2.3590831182359357
441,0,0.0,15.09765625,1.0,0.0,0.0,6.0,445.0,1.0,0.0,0.0,46.0,4.73,0.0,2.0,2.0,23.0,1.0,4.93939393939394,0.0,0.0,0.0144927536231884,0.0,0.0,0.926634768740032,0.0,0.0,2.0,0.5,0.5,1,4902343750000.0
465,0,0.0,7.10595703125,1.0,14.0,0.0,6.0,21.20263671875,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.802161263507897,0.5,0.0,6.0,0.5,0.5,2,25894042968750.0
483,0,0.0,2.0,1.0,4.0,1.0,9.0,356.0,1.0,0.0,9.0,10.3447265625,1.12,92.0,2.0,2.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,3.0,0.5,0.5,1,3.8201931467516825
486,0,0.0,1.0,1.0,46.0,0.0,10.0,1117.760009765625,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,0.008544921875,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,0.762361251261352,0.5,0.0,0.0,0.5,0.5,3,11.529438505740075
511,0,4.0,0.0,1.0,10.0,0.0,6.0,561.0,2.0,1.0,14.0,11.5,0.84,95.0,0.00048828125,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,18.0,0.882778581765557,1.0,0.0,5.0,0.5,0.5,2,8.954831349618761
530,0,0.0,22.6826171875,1.0,0.0,0.0,23.0,21.0,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,7.0,0.5,0.5,2,9317382812500.0
617,0,0.0,2.0,1.0,43.0,0.0,12.0,351.90380859375,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,0.754146341463415,0.0,0.0,5.0,0.5,0.5,1,6.6190547541799
644,0,6.0,0.0,2.0,4.0,22.0,12.0,677.0742683410645,1.0,0.0,3.0,55.0,0.93,87.0,1.0,0.0,21.0,2.0,10.672131147541,0.0,1.0,0.777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,3,7.509795203519417
667,0,11.0,1.0,2.0,6.0,6.0,7.0,702.10400390625,1.0,23.0,8.0,0.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,361.0,0.818152244632401,0.625,0.0,0.0009765625,0.5,0.5,3,15.180065952971601
668,0,2.0,6.0,1.0,3.0,0.0,4.0,303.0,2.0,0.0,4.0,45.0,0.65,94.0,1.072265625,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,555.0,1.0,0.888888888888889,0.0,3.0,0.5,0.5,2,6.022385099432547
669,0,6.0,13.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,23.0,1.2099609375,3.45762711864407,0.0,1.0,0.60655737704918,0.0,0.0,0.85781990521327,0.0,0.0,0.0,0.5,0.5,2,790039062500.0
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,0.9523069896625476,0.0,0.0,0.0,0.5,0.5,2,4.7862177671608555
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,2.37451171875,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.5,0.5,1,2.445358344292159
739,0,6.0,2.0,3.0,0.0,0.0,13.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,1.7062699794769287,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,1.0,0.75,0.0,6.0,0.5,0.5,2,7.684903466066375
745,0,3.0,2.0,2.0,0.0,0.0,14.0,349.0,1.0,1.0,3.0,14.0,0.87,71.0,1.02880859375,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,49.0,0.68922305764411,0.857142857142857,0.0,1.0,0.5,0.5,2,4.09961746557878
746,0,31.0,7.0,1.0,7.0,1.0,10.0,173.296142578125,1.0,13.0,17.0,0.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,0.572991559862457,0.0,0.0,0.0,0.5,0.5,3,25.624562189878123
750,0,17.0,0.0,1.0,2.0,1.0,10.0,368.49609375,1.0,3.0,2.0,0.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,0.749193548387097,0.0,0.0,1.0068359375,0.5,0.5,3,46.752885437256765
755,0,11.0,5.0,1.0,0.0,0.0,10.0,87.171875,1.0,5.0,5.0,0.01416015625,1.07,93.0,0.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,0.630309386470897,1.0,0.0,6.0,0.5,0.5,3,17.386999394776332
760,0,18.0,8.0,1.0,8.0,2.0,13.0,410.4677734375,1.0,11.0,26.0,0.0,1.31,97.0,2.0,2.0,61.0,3.0,5.60752688172043,0.0,1.0,0.803191489361702,0.0,34.0,0.9997492001232584,1.0,0.0,0.0,0.5,0.5,4,47.92183045170493
769,0,3.0,11.0,1.0,0.0,1.0,12.0,185.83186531066895,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,0.0,0.5,0.5,2,12.059355930418395
846,0,21.0,9.0,3.0,2.0,6.0,5.0,448.0,4.0,10.0,27.0,31.0,0.34,96.0,1.0,1.0,5.8369140625,3.0,4.56338028169014,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,0.0,0.5,0.5,2,9.597105135457275
851,0,3.0,2.0,2.0,2.0,0.0,3.0,153.0,8.81793212890625,1.0,12.0,28.0,0.22,81.0,1.0,0.0,12.0,3.0,4.02941176470588,0.0,1.0,1.57142857142857,0.0,0.0,0.878625134264232,0.0,0.0,4.0,0.5,0.5,1,5182067871093.75
908,0,2.0,1.0,1.0,0.0,0.0,11.0,237.0,1.0,0.0,9.0,15.0,0.74,82.0,1.7759337425231934,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0,0.5,0.5,1,1.5001121391307881
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,0.73,71.0,0.525390625,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.5,0.5,1,2.343591916226667
929,0,4.0,3.0,2.0,0.0,0.0,14.0,358.0,1.0,2.0,5.0,13.0,0.64,75.0,0.4481329321861267,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.5,0.5,1,1.7212107566519304
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,0.826171875,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.807424593967517,0.0,0.0,5.0,0.5,0.5,1,1.466226983001844
