,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
899,3,1,4,1,0,0.22,1,84,4,0,17,2,4.5,0,7.07142857142857,2,1,0.9,0,6,0.0,0,1,6
43,1,1,1,6,0,0.74,0,64,1,0,19,1,5.96428571428571,2,4.78571428571429,1,1,0.6,0,70,0.0,0,4,2
465,1,1,1,8,0,0.68,0,100,2,1,26,2,7.0,0,6.96296296296296,1,0,0.939393939393939,0,6,0.0,0,4,8
1399,5,2,0,8,1,0.55,3,100,2,1,10,1,5.35,0,7.45,1,0,1.78260869565217,0,6,0.0,0,1,2
296,0,2,10,5,0,0.38,0,77,3,0,13,1,5.4,1,7.26666666666667,2,1,2.0,0,21,0.0,0,4,1
335,1,3,1,11,0,0.5,0,65,2,1,19,1,5.71428571428571,1,12.5714285714286,1,1,2.44444444444444,0,452,0.0,0,4,5
470,4,2,1,5,5,0.37,2,87,2,0,23,4,8.48,0,7.04,1,1,1.37037037037037,0,6,0.3,0,6,7
494,2,2,1,5,8,0.35,0,86,2,0,20,2,5.7741935483871,1,7.35483870967742,1,1,1.69444444444444,0,6,0.0,0,3,4
476,12,1,0,4,0,1.85,0,100,1,1,8,2,5.79545454545455,0,0.818181818181818,0,1,0.0,0,164,0.0,0,4,7
721,0,1,1,5,0,0.24,4,78,1,0,37,2,3.35294117647059,1,15.0,1,1,0.904761904761905,0,5,0.25,0,6,4
941,0,1,1,1,4,0.12,1,100,2,1,32,2,7.28169014084507,0,8.57746478873239,0,0,0.916666666666667,0,6,0.0,0,2,6
832,1,1,1,2,0,0.22,2,78,1,1,21,1,4.14285714285714,1,8.21428571428571,1,1,0.75,0,6,0.285714285714286,0,4,5
948,0,1,1,4,4,0.28,1,76,2,1,45,2,4.45454545454545,0,11.3030303030303,1,1,0.568181818181818,0,6,0.0,0,3,7
1605,1,1,1,4,0,0.29,2,51,1,0,18.5,2,4.69230769230769,2,11.1538461538462,1,1,1.3125,0,5,0.0,0,1,4
1002,0,1,1,5,0,0.28,1,50,1,0,19,2,2.44444444444444,1,9.33333333333333,1,1,0.692307692307692,0,4,0.333333333333333,0,1,3
247,1,1,1,4,21,0.4,0,92,2,0,34,2,5.32835820895522,0,6.41791044776119,1,1,0.987179487179487,0,5,0.25,0,3,6
