,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
296,0,2,10,5,0,0.38,0,77,3,0,13,1,5.4,1,7.26666666666667,2,1,2.0,1,21,0.4,0,4,1
1445,8,1,7,2,3,0.33,0,93,1,1,17.5,2,4.87234042553191,0,6.84042553191489,1,1,0.919191919191919,0,178.5,0.0,0,4,7
467,11,1,1,3,0,0.44,0,92,1,2,14.0,2,7.61458333333333,0,3.875,1,1,0.613207547169811,0,620,0.25,0,6,11
500,0,2,12,5,0,0.58,0,87,1,0,25,2,5.55357142857143,1,4.98214285714286,1,1,1.03448275862069,0,4,0.0,0,4,1
465,1,1,1,8,0,0.68,0,100,2,1,26,2,7.0,0,6.96296296296296,1,0,0.939393939393939,0,6,0.0,0,4,8
843,1,1,1,7,0,0.45,0,80,3,0,57,2,6.51219512195122,0,10.609756097561,1,1,0.787234042553192,0,6,0.0,0,4,3
1002,0,1,2,5,0,0.28,1,50,1,0,19,2,2.44444444444444,1,9.33333333333333,1,1,0.692307692307692,0,4,0.333333333333333,0,1,0
710,2,1,2,3,0,0.42,0,76,2,0,27,4,2.41666666666667,0,4.95833333333333,1,1,0.6,0,6,0.125,0,2,6
1568,6,1,1,6,0,0.44,0,41,1,0,28,2,2.64285714285714,0,7.92857142857143,0,1,0.578947368421053,0,6,0.0,0,1,0
1605,1,1,3,4,0,0.29,2,51,1,0,30,2,4.69230769230769,2,11.1538461538462,1,1,1.3125,0,0,0.0,0,1,0
43,5,1,1,6,0,0.74,0,64,1,0,19,1,5.96428571428571,2,4.78571428571429,1,1,0.6,0,6,0.0,0,4,2
335,1,3,1,11,0,0.5,0,65,2,1,19,1,5.71428571428571,1,12.5714285714286,1,1,2.44444444444444,0,452,0.0,0,4,5
476,1,1,0,4,0,1.85,0,100,1,1,8,2,5.79545454545455,0,0.818181818181818,0,1,0.0,0,164,0.363636363636364,0,4,7
892,0,2,1,1,1,0.17,1,80,3,0,28,1,4.13636363636364,1,7.72727272727273,1,1,1.23076923076923,0,1,0.4,0,3,2
899,3,1,4,1,0,0.22,1,84,4,0,17,2,4.5,0,7.07142857142857,2,1,0.9,0,6,0.4,0,1,0
299,3,2,1,4,4,0.25,2,88,2,4,31,2,5.91666666666667,1,9.83333333333333,1,1,1.4,0,4,0.4,0,3,8
247,1,1,1,4,21,0.4,0,92,2,0,34,2,5.32835820895522,0,6.41791044776119,1,1,0.987179487179487,0,5,0.25,0,3,6
310,0,1,1,13,0,0.99,0,85,1,0,24,1,7.52380952380952,2,5.42857142857143,1,1,0.826086956521739,0,5,0.416666666666667,0,6,2
1036,1,1,2,5,3,0.29,2,72,1,0,17.5,2,6.17391304347826,0,11.5652173913043,1,1,0.935897435897436,0,84,0.0,0,4,7
833,0,1,1,2,4,0.24,1,78,1,1,21,2,4.4,1,6.15,1,1,1.11538461538462,0,12,0.2,0,2,4
927,0,2,1,4,1,0.27,1,77,3,1,38,2,4.37142857142857,0,10.6857142857143,1,1,1.14285714285714,0,5,0.294117647058824,0,5,4
411,1,1,1,6,14,0.46,1,97,1,4,13.5,2,10.2378640776699,0,6.83980582524272,0,1,1.02739726027397,0,178.5,0.0,6,5,20
446,1,3,0,5,1,0.33,0,96,2,0,32,2,5.46774193548387,0,5.85483870967742,1,1,2.73846153846154,0,131,0.0,0,5,3
177,1,2,23,5,0,0.63,0,92,1,2,17,2,20.9672131147541,0,4.32786885245902,1,1,0.650793650793651,0,21,0.0,0,2,10
359,1,1,0,5,0,0.59,0,90,1,0,27,1,5.90243902439024,1,4.92682926829268,1,1,1.0,0,6,0.0,0,4,10
494,0,2,1,5,8,0.35,0,86,2,0,20,2,5.7741935483871,1,7.35483870967742,1,1,1.69444444444444,0,6,0.375,0,3,4
647,43,2,1,2,2,0.28,0,100,3,3,56,2,4.91414141414141,0,5.59090909090909,0,0,0.858447488584475,0,6,0.0,0,4,1
777,1,1,1,5,1,0.55,0,97,2,1,58,2,17.5104895104895,0,5.17482517482518,0,1,0.681818181818182,0,6,0.225806451612903,0,5,6
719,1,1,1,4,0,0.16,5,73,1,1,69,2,5.09401709401709,0,10.7777777777778,0,1,0.524590163934426,0,6,0.0,0,4,5
929,1,1,1,5,0,0.21,3,80,3,0,31,1,7.34782608695652,0,14.8695652173913,1,1,1.52,0,6,0.4,0,7,4
360,1,2,0,2,1,0.29,0,100,3,1,30,2,6.43548387096774,0,5.24193548387097,1,0,1.10526315789474,0,6,0.0,0,2,8
