test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
42,0,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,171.9790141582489,0.666666666666667,0.0,2.0,5.0,0.5614028939267146,0.43859710607328545,1,58.02036007128899
62,0,1.0,1.0,1.0,6.0,0.0,0.7,0.0,91.0,1.0,19.0,18.4921875,3.0,8.25174825174825,0.0,4.52447552447552,1.0,1.0,0.56,0.0,43.0,0.272727272727273,0.0,4.0,15.0,0.6042443395901778,0.3957556604098222,1,13.069575829621431
64,0,16.0,2.0,12.0,2.0,7.0,0.29,0.0,95.0,3.0,12.0,16.4990234375,3.0,4.72222222222222,0.0,5.05555555555556,1.0,1.0,1.0,0.0,199.0,0.3,0.0,3.0,15.0,0.5425344493059917,0.4574655506940083,1,7.672497059640552
65,0,1.0,1.0,1.4990234375,4.0,0.0,0.53,0.0,88.0,2.0,1.0,9.498779296875,2.0,17.8736842105263,0.0,3.95789473684211,1.0,1.0,0.5,0.0,48.0,0.571428571428571,0.0,5.0,7.0,0.5220911980184917,0.47790880198150837,2,6500976562500.0
73,0,0.0,2.0,9.0,5.0,0.0,0.63,0.0,77.0,3.0,8.0,13.0,2.0,4.78947368421053,0.0,3.84210526315789,0.0,1.0,0.785714285714286,0.0,93.0,0.5,0.0,1.0,4.5,0.5260906845937559,0.4739093154062441,1,2.360717658166491
177,0,1.0,2.0,23.0,5.0,0.0,0.63,0.0,92.0,1.0,2.0,17.0,2.0,20.9672131147541,0.0,4.32786885245902,1.0,1.0,0.650793650793651,0.0,7.498902440071106,0.333333333333333,0.0,2.0,10.0,0.5213367722033815,0.4786632277966185,1,9.106365546957903
247,0,9.0,1.0,8.0,4.0,21.0,0.4,0.0,92.0,2.0,0.0,23.49927043914795,2.0,5.32835820895522,0.0,6.41791044776119,1.0,1.0,0.987179487179487,0.0,0.4833984375,0.25,0.0,3.0,6.0,0.5040263345293658,0.4959736654706342,2,222.2629559599212
1125,0,1.0,1.0,64.0,7.0,0.0,0.4,0.0,97.0,2.0,0.0,123.0,1.0,9.41538461538462,0.0,12.5692307692308,1.0,1.0,1.78571428571429,0.0,1.450927734375,0.571428571428571,0.0,2.0,10.0,0.5374296075881952,0.4625703924118047,1,189.90224758224412
1126,0,0.0,1.0,64.0,6.0,0.0,0.67,0.0,0.0,1.0,0.0,16.49793243408203,1.0,4.72307692307692,0.0,7.10769230769231,1.0,1.0,0.434782608695652,0.0,41.0,0.333333333333333,0.0,3.0,4.0,0.5043959678054732,0.4956040321945268,1,20.150760077886453
1127,0,0.0,1.0,15.0,5.0,0.0,0.73,0.0,0.0,1.0,0.0,1.5,1.0,3.4375,0.0,5.375,1.0,1.0,0.944444444444444,0.0,15.0,0.5,0.0,3.0,1.0,0.6174714490436635,0.3825285509563366,1,5.142992041008171
500,0,10.0,2.0,12.0,5.0,0.0,0.58,0.0,87.0,1.0,0.0,1.495361328125,2.0,5.55357142857143,1.0,4.98214285714286,1.0,1.0,1.03448275862069,0.0,378.0,0.25,0.0,4.0,1.0,0.518953968564277,0.48104603143572305,1,3.9634153972533115
701,0,0.0,2.0,66.0,6.0,1.0,0.62,0.0,87.0,2.0,3.0,18.0,1.0,9.52272727272727,0.0,4.5,1.0,1.0,0.927083333333333,0.0,4.5,0.75,0.0,2.0,11.0,0.5098419603652358,0.4901580396347642,1,3.035208417642631
175,0,0.0,1.0,0.0,0.0,0.0,1.43,0.0,100.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.49853515625,0.346153846153846,8.0,5.0,14.0,0.5677102166862019,0.4322897833137981,1,46.8780958071652
1189,0,0.0,2.0,0.0,2.0,0.0,0.37,0.0,66.0,2.0,0.0,18.499390125274658,3.0,4.125,0.0,6.625,0.0,1.0,2.58333333333333,0.0,2.0,0.666666666666667,0.0,1.0,2.0,0.5732242400180979,0.4267757599819021,1,0.9275276329968323
1328,0,131.0,1.0,547.0,0.0,133.0,0.02,0.0,99.0,2.0,2.0,18.495731472969055,2.0,2.18934646374217,0.0,3.19964189794091,0.0,0.0,0.417198808003406,0.0,80.0,0.5,0.0,2.0,3.0,0.5276285873661721,0.47237141263382787,1,8.178920229162074
1331,0,263.0,1.0,431.0,0.0,105.0,0.02,0.0,99.0,2.0,2.0,15.497683465480804,2.0,2.60681728101467,0.0,3.50614347998415,0.0,0.0,0.452390057361377,0.0,6460.0,0.555555555555556,0.0,3.0,3.0,0.5446104840025756,0.4553895159974244,1,6.323741490373815
43,0,5.0,1.0,28.0,6.0,0.0,0.74,0.0,64.0,1.0,0.0,19.0,1.0,5.96428571428571,2.0,4.78571428571429,1.0,1.0,0.6,0.0,70.0,0.9167724609375001,0.0,4.0,2.0,0.5622482325798803,0.4377517674201196,1,1.456025639603502
125,0,59.0,1.0,0.0,11.0,0.0,3.48,0.0,0.0,1.0,1.0,18.499145925045013,1.0,0.88135593220339,0.0,0.423728813559322,0.0,1.0,0.0,0.0,72.0,0.333333333333333,0.0,5.0,5.0,0.5931230899672464,0.40687691003275356,1,0.5903234309581813
218,0,37.0,1.0,20.0,1.0,1.0,0.58,0.0,96.0,2.0,2.0,15.497724533081055,2.0,5.23863636363636,0.0,2.18181818181818,0.0,1.0,0.189473684210526,0.0,39.0,0.25,0.0,3.0,10.0,0.5377491937226428,0.46225080627735715,1,1.0964311795018633
296,0,0.0,2.0,10.0,5.0,0.0,0.38,0.0,77.0,3.0,0.0,13.0,1.0,5.4,1.0,7.26666666666667,2.0,1.0,2.0,0.0,7.498902440071106,0.4,0.0,4.0,1.0,0.5159415742519047,0.48405842574809527,1,9.106365546957903
299,0,3.0,2.0,5.0,4.0,4.0,0.25,2.0,88.0,2.0,4.0,13.49865859746933,2.0,5.91666666666667,1.0,9.83333333333333,1.0,1.0,1.4,0.0,17.0,0.4,0.0,3.0,8.0,0.5058152041457771,0.4941847958542229,1,2.9511232636125255
310,0,2.0,1.0,1.498046875,13.0,0.0,0.99,0.0,85.0,1.0,0.0,15.49853515625,1.0,7.52380952380952,2.0,5.42857142857143,1.0,1.0,0.826086956521739,0.0,95.0,0.416666666666667,0.0,6.0,2.0,0.5124404357378831,0.48755956426211683,2,19501953125000.0
321,0,13.0,2.0,0.0,8.0,4.0,0.43,1.0,91.0,3.0,2.0,1.498046875,2.0,8.18279569892473,0.0,7.67741935483871,1.0,1.0,1.57692307692308,0.0,1033.0,0.434782608695652,3.0,4.0,11.0,0.5075779676102512,0.4924220323897488,1,8.515775179581729
1399,0,5.0,2.0,0.0,7.5,1.0,0.55,3.0,100.0,2.0,1.0,10.0,1.0,5.35,0.0,7.45,1.0,0.0,1.78260869565217,0.0,6.0,0.333333333333333,0.0,1.0,2.0,0.5048208160052152,0.4951791839947848,1,0.16862268986909212
328,0,0.0,1.0,0.0,5.0,2.0,0.38,1.0,58.0,2.0,2.0,1.4970703125,1.0,7.0,2.0,8.625,2.0,1.0,1.7,0.0,235.0,0.4,0.0,4.0,4.0,0.5904735241853749,0.40952647581462504,1,3.288636464234573
331,0,1.0,1.0,0.0,1.0,2.0,0.19,0.0,50.0,2.0,0.0,19.499765396118164,2.0,6.08333333333333,1.0,7.58333333333333,1.0,1.0,1.75,0.0,31.0,0.333333333333333,0.0,5.0,2.0,0.5923007497805928,0.40769925021940717,1,0.2529735943412894
335,0,2.0,3.0,1.0,11.0,0.0,0.5,0.0,65.0,2.0,1.0,16.49951171875,1.0,5.71428571428571,1.0,12.5714285714286,1.0,1.0,2.44444444444444,0.0,452.0,0.214285714285714,0.0,4.0,5.0,0.5115635806875354,0.4884364193124647,1,0.4216390599705888
342,0,10.0,1.0,7.0,3.0,3.0,0.27,0.0,100.0,2.0,6.0,15.4921875,6.0,5.85606060606061,0.0,6.59848484848485,1.0,0.0,0.863309352517986,0.0,1.469970703125,0.269230769230769,5.0,5.0,17.0,0.5003705635562544,0.4996294364437456,2,451.47290955927775
350,0,1.0,1.0,2.0,4.0,0.0,0.42,0.0,85.0,1.0,0.0,15.4990234375,2.0,7.32258064516129,0.0,6.09677419354839,0.0,1.0,1.08571428571429,0.0,134.0,0.25,0.0,4.0,9.0,0.5172028598030469,0.482797140196953,1,2.2765709838287
359,0,11.0,1.0,0.0,5.0,0.0,0.59,0.0,90.0,1.0,0.0,1.496337890625,1.0,5.90243902439024,1.0,4.92682926829268,1.0,1.0,1.0,0.0,52.0,0.454545454545455,0.0,4.0,10.0,0.5775913117802067,0.4224086882197933,1,4.300496106395977
1419,0,4.0,1.0,0.0,8.0,0.0,0.52,2.0,83.0,1.0,0.0,6.4990234375,2.0,5.40740740740741,1.0,9.51851851851852,0.0,1.0,1.27586206896552,0.0,90.0,0.545454545454545,0.0,1.0,3.0,0.5496163727838248,0.45038362721617514,1,6.323515540687589
1420,0,0.0,1.0,0.0,2.0,2.0,0.34,0.0,79.0,2.0,2.0,19.499894380569458,3.0,4.28571428571429,1.0,5.64285714285714,0.0,1.0,0.6875,0.0,29.0,0.444444444444444,0.0,2.0,2.0,0.6281894146814571,0.371810585318543,1,0.08432915476704084
360,0,6.0,2.0,0.0,2.0,1.0,0.29,0.0,100.0,3.0,1.0,18.49927067756653,2.0,6.43548387096774,0.0,5.24193548387097,1.0,0.0,1.10526315789474,0.0,49.0,0.333333333333333,0.0,2.0,8.0,0.518668672743861,0.4813313272561391,1,1.939283913805398
1437,0,2.0,2.0,0.0,3.0,8.0,0.42,0.0,80.0,1.0,2.0,17.49853515625,1.0,4.30769230769231,1.0,5.69230769230769,0.0,1.0,1.17647058823529,0.0,21.0,0.285714285714286,0.0,3.0,2.0,0.6031612172592498,0.3968387827407502,1,1.0962944900426455
411,0,37.0,1.0,27.0,6.0,14.0,0.46,1.0,97.0,1.0,4.0,1.482421875,2.0,10.2378640776699,0.0,6.83980582524272,0.0,1.0,1.02739726027397,0.0,1.478515625,0.283950617283951,6.0,5.0,20.0,0.5036915066489385,0.4963084933510615,2,1020.2860711257111
1444,0,27.0,1.0,9.0,6.0,0.0,0.79,0.0,88.0,1.0,1.0,16.0,2.0,6.75,1.0,4.32142857142857,1.0,1.0,0.915254237288136,0.0,42.0,0.916748046875,0.0,2.0,1.0,0.5235621035238701,0.4764378964761299,1,0.9838244732625491
412,0,16.0,1.0,8.0,4.0,29.0,0.3,0.0,96.0,3.0,2.0,6.45751953125,7.0,5.9811320754717,0.0,8.05031446540881,1.0,1.0,1.21764705882353,0.0,1.291015625,0.26984126984127,11.0,3.0,21.0,0.5079721195525055,0.49202788044749446,2,891.6031645425392
1445,0,8.0,1.0,7.0,2.0,3.0,0.33,0.0,93.0,1.0,1.0,9.49963665008545,2.0,4.87234042553191,0.0,6.84042553191489,1.0,1.0,0.919191919191919,0.0,0.483642578125,0.243243243243243,5.0,4.0,7.0,0.5204283503788213,0.4795716496211787,2,1335.8629941878607
428,0,7.0,2.0,2.0,2.0,0.0,0.31,0.0,87.0,2.0,2.0,15.499512791633606,2.0,4.02941176470588,0.0,5.29411764705882,1.0,1.0,1.3,0.0,292.0,0.357142857142857,0.0,4.0,9.0,0.5839648782795424,0.41603512172045765,1,0.5902615689271895
446,0,1.0,3.0,0.0,5.0,1.0,0.33,0.0,96.0,2.0,0.0,19.49755859375,2.0,5.46774193548387,0.0,5.85483870967742,1.0,1.0,2.73846153846154,0.0,131.0,0.230769230769231,0.0,5.0,7.0,0.5543110005889254,0.4456889994110747,1,2.1081952998529427
1461,0,7.0,1.0,0.0,6.0,0.0,0.67,0.0,65.0,1.0,0.0,14.499148547649384,2.0,5.23076923076923,1.0,5.76923076923077,1.0,1.0,0.941176470588235,0.0,66.0,0.625,0.0,1.0,2.0,0.5248333820597813,0.4751666179402187,1,0.7589456785966979
465,0,11.0,1.0,4.0,8.0,0.0,0.68,0.0,100.0,2.0,1.0,8.499390840530396,2.0,7.0,0.0,6.96296296296296,1.0,0.0,0.939393939393939,0.0,0.455078125,0.363636363636364,0.0,4.0,8.0,0.5090579068137366,0.49094209318626336,2,156.87715889739806
466,0,0.0,1.0,0.0,2.0,0.0,2.25,0.0,100.0,1.0,1.0,17.49988704919815,2.0,2.5,0.0,0.86,0.0,1.0,0.0,0.0,73.0,0.2,0.0,2.0,13.0,0.5141492800355765,0.48585071996442347,1,0.08433039100259077
467,0,11.0,1.0,3.0,3.0,0.0,0.44,0.0,92.0,1.0,2.0,17.49963879585266,2.0,7.61458333333333,0.0,3.875,1.0,1.0,0.613207547169811,0.0,1.3623046875,0.25,2.0,6.0,11.0,0.525829317613952,0.474170682386048,2,417.265485649406
470,0,4.0,2.0,1.0,5.0,5.0,0.37,2.0,87.0,2.0,0.0,23.0,4.0,8.48,0.0,7.04,1.0,1.0,1.37037037037037,0.0,19.486328125,0.3,0.0,6.0,7.0,0.5384506005142513,0.46154939948574875,1,46.211838577467816
1467,0,15.0,1.0,6.0,4.0,6.0,0.44,0.0,94.0,2.0,2.0,17.499269485473633,3.0,5.58730158730159,0.0,5.20634920634921,1.0,1.0,1.07575757575758,0.0,0.43115234375,0.368421052631579,0.0,2.0,6.0,0.5191059087217254,0.4808940912782746,2,595.2855416017613
476,0,12.0,1.0,0.0,4.0,0.0,1.85,0.0,100.0,1.0,1.0,8.0,2.0,5.79545454545455,0.0,0.818181818181818,0.0,1.0,0.0,0.0,164.0,0.363636363636364,0.0,4.0,2.4996341466903687,0.5266859790933144,0.4733140209066856,1,3.0354551823193012
479,0,25.0,2.0,12.0,4.0,3.0,0.32,0.0,100.0,2.0,3.0,15.498414099216461,2.0,6.25806451612903,2.0,5.96774193548387,1.0,1.0,1.23287671232877,0.0,51.0,0.333333333333333,0.0,2.0,9.0,0.59046297608022,0.40953702391978,1,1.7708056624817496
494,0,2.0,2.0,1.0,5.0,8.0,0.35,0.0,86.0,2.0,0.0,20.0,2.0,5.7741935483871,1.0,7.35483870967742,1.0,1.0,1.69444444444444,0.0,4.494140625,0.375,0.0,3.0,4.0,0.604672502915871,0.395327497084129,1,49.57902291579011
