test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
32,0,0.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.9,0.0,0.664705882352941,0.0,3.0,2.0,0.54,0.46
476,0,59.0,0.0,1.0,0.0,0.0,8.0,1130.0,1.0,0.0,5.0,2.15,0.0,83.0,1.0,1.0,41.0,2.0,9.36283185840708,59.0,2.99115044247788,1.0,1.0,0.216,0.0,0.504424778761062,0.0,1.0,4.0,0.51,0.49
575,0,1.0,0.0,1.0,4.0,37.0,0.0,889.0,2.0,1.0,4.0,0.13,0.0,94.0,2.0,0.0,15.0,2.0,3.16666666666667,1.0,6.52380952380952,1.0,1.0,0.73469387755102,0.0,0.888888888888889,0.0,3.0,6.0,0.53,0.47
578,0,9.0,1.0,1.0,9.0,15.0,0.0,45.0,2.0,7.0,3.0,1.7,2.0,94.0,5.0,1.0,14.0,2.0,4.25641025641026,1.0,3.87179487179487,1.0,1.0,0.666666666666667,0.0,0.933333333333333,0.0,2.0,8.0,0.51,0.49
633,0,21.0,0.0,2.0,9.0,28.0,0.0,33.0,11.0,0.0,0.0,1.5,0.0,95.0,1.0,4.0,20.0,2.0,4.57894736842105,1.0,3.63157894736842,1.0,1.0,0.941176470588235,0.0,0.2,0.0,1.0,0.0,0.51,0.49
658,0,32.0,40.0,0.0,18.0,22.0,0.0,198.0,23.0,0.0,47.0,0.12,0.0,98.0,4.0,62.0,53.0,2.0,3.2817679558011,0.0,2.9,0.0,0.0,0.760975609756098,0.0,0.699822380106572,0.0,4.0,13.0,0.51,0.49
678,0,20.0,0.0,6.0,2.0,317.0,0.0,99.0,2.0,0.0,2.0,0.05,0.0,100.0,2.0,0.0,89.0,1.0,5.8,0.0,3.8625,1.0,1.0,0.507739938080495,0.0,0.763048016701461,0.0,1.0,4.0,0.52,0.48
765,0,7.0,0.0,1.0,0.0,99.0,0.0,56.0,59.0,0.0,29.0,5.9,0.0,25.0,1.0,0.0,34.0,2.0,4.84375,0.0,5.41875,1.0,1.0,0.681818181818182,0.0,0.0,0.0,5.0,0.0,0.54,0.46
769,0,24.0,1.0,2.0,15.0,55.0,2.0,282.0,4.0,5.0,2.0,0.2,1.0,96.0,4.0,46.0,40.0,2.0,4.67708333333333,0.0,7.90625,0.0,1.0,1.11881188118812,0.0,0.445103857566766,0.0,4.0,4.0,0.52,0.48
780,0,43.0,0.0,2.0,21.0,73.0,1.0,498.0,6.0,17.0,14.0,0.15,2.0,50.0,3.0,13.0,64.0,0.0,4.69918699186992,0.0,1.5,0.0,1.0,1.12252964426877,0.0,0.87823275862069,2.0,3.0,1.0,0.51,0.49
782,0,14.0,0.0,1.0,5.0,197.0,0.0,156.0,14.0,1.0,0.0,9.4,0.0,99.0,4.0,64.0,65.0,2.0,3.46478873239437,1.0,4.72769953051643,1.0,1.0,0.442982456140351,0.0,0.614654002713704,0.0,1.0,14.0,0.51,0.49
793,0,10.0,1.0,1.0,6.0,29.0,2.0,270.0,8.0,9.0,0.0,0.45,0.0,50.0,3.0,13.0,31.0,0.0,8.43564356435644,0.0,3.58415841584158,1.0,1.0,0.381818181818182,0.0,0.8,0.0,5.0,1.0,0.52,0.48
806,0,156.0,16.0,2.0,21.0,57.0,0.0,469.0,9.0,3.0,18.0,0.07,0.0,50.0,3.0,13.0,54.0,0.0,5.80628272251309,0.0,1.5,1.0,0.0,0.835334476843911,0.0,0.478550295857988,4.0,2.0,1.0,0.53,0.47
816,0,9.0,0.0,1.0,19.0,19.0,0.0,103.0,5.0,2.0,2.0,0.11,1.0,95.0,3.0,0.0,26.0,2.0,3.33707865168539,60.0,5.86516853932584,1.0,1.0,0.568421052631579,0.0,0.1,0.0,7.0,10.0,0.54,0.46
905,0,9.0,0.0,2.0,7.0,2.0,1.0,264.0,15.0,32.0,23.0,0.25,1.0,100.0,2.0,13.0,43.0,0.0,4.41176470588235,0.0,5.48235294117647,0.0,0.0,1.08910891089109,0.0,0.41839762611276,0.0,4.0,1.0,0.53,0.47
956,0,27.0,0.0,2.0,5.0,6.0,2.0,297.0,3.0,0.0,13.0,0.27,1.0,89.0,2.0,0.0,18.0,1.0,3.93333333333333,0.0,5.18888888888889,0.0,1.0,1.24468085106383,0.0,1.0,0.0,3.0,5.0,0.51,0.49
988,0,37.0,4.0,0.0,12.0,47.0,1.0,168.0,15.0,0.0,54.0,1.4,0.0,100.0,2.0,62.0,19.0,2.0,4.51960784313725,0.0,2.9,0.0,0.0,1.02542372881356,0.0,0.66798418972332,0.0,3.0,6.0,0.51,0.49
1016,0,10.0,0.0,1.0,3.0,2.0,3.0,471.0,1.0,0.0,3.0,0.24,1.0,92.0,1.0,0.0,32.0,1.0,4.47572815533981,0.0,9.68932038834951,0.0,1.0,0.123809523809524,0.0,0.337278106508876,0.0,1.0,3.0,0.51,0.49
