Antecedent,Antecedent Coverage %,Confidence,Lift
-7.5 < Del_lines <= 0.8,0.40268,1.0,1.05066
23.2 < CountLineComment <= 37.8,0.29018,1.0,1.05066
CountLineComment <= 23.2,0.14464,1.0,1.05066
CountClassCoupled <= 0.48,0.20134,0.99778,1.04833
RatioCommentToCode > 2.69,0.19554,0.99772,1.04826
2.02 < CountClassCoupled <= 3.9,0.18661,0.99761,1.04814
0.37 < CountInput_Mean <= 1.28,0.22098,0.99596,1.04641
CountInput_Mean <= 0.37,0.19509,0.99542,1.04585
0.493 < OWN_COMMIT <= 0.517,0.33571,0.99468,1.04507
37.8 < CountLineComment <= 54.6,0.17634,0.99241,1.04268
