Antecedent,Antecedent Coverage %,Confidence,Lift
0.39 < CountInput_Mean <= 1.19,0.19821,1.0,1.05511
-7.2 < Del_lines <= 1.2,0.48393,0.99815,1.05316
CountInput_Mean <= 0.39,0.20223,0.99779,1.05278
RatioCommentToCode > 3.06,0.20134,0.99778,1.05277
CountLineComment <= 24,0.14911,0.99701,1.05195
1.95 < RatioCommentToCode <= 3.06,0.20268,0.99559,1.05046
0.491 < OWN_COMMIT <= 0.5155,0.34777,0.99487,1.04969
-0.105 < CountDeclInstanceVariable <= 0.355,0.37857,0.9941,1.04889
24 < CountLineComment <= 39.8,0.30268,0.9941,1.04889
CountClassBase <= 0.938,0.14955,0.99403,1.04881
