Antecedent,Antecedent Coverage %,Confidence,Lift
-11.8 < Del_lines <= 1.8,0.48703,0.99633,1.06542
CountInput_Mean <= 0.63,0.19902,0.99551,1.06454
RatioCommentToCode > 2.485,0.19723,0.99546,1.0645
2.42 < CountClassCoupled <= 4.58,0.20081,0.99332,1.0622
CountClassCoupled <= 0.7,0.19275,0.99304,1.0619
CountClassBase <= 0.845,0.12165,0.99265,1.06148
0.487 < OWN_COMMIT <= 0.5125,0.29472,0.9909,1.05961
40.8 < CountLineComment <= 59.6,0.18918,0.99054,1.05923
CountLineComment <= 24,0.16145,0.98615,1.05453
0.7 < CountDeclMethodProtected <= 1.875,0.20975,0.98507,1.05338
