Antecedent,Antecedent Coverage %,Confidence,Lift
CountInput_Mean <= 0.38,0.18839,1.0,1.05511
2.05 < RatioCommentToCode <= 3.33,0.19777,0.99549,1.05035
RatioCommentToCode > 3.33,0.19732,0.99548,1.05034
0.18 < CountClassCoupled <= 1.64,0.19777,0.99323,1.04797
24 < CountLineComment <= 37.8,0.25893,0.9931,1.04783
CountLineComment <= 24,0.16964,0.99211,1.04678
0.4888 < OWN_COMMIT <= 0.5064,0.34107,0.98822,1.04268
-1 < Del_lines <= 20.5,0.65223,0.98494,1.03922
0.684 < AvgCyclomaticModified <= 1.016,0.5317,0.98237,1.03651
2.695 < MINOR_LINE <= 3.06,0.28527,0.98122,1.0353
