Antecedent,Antecedent Coverage %,Confidence,Lift
-6.8 < Del_lines <= 0.8,0.40046,1.0,1.05187
CountInput_Mean <= 0.63,0.20138,1.0,1.05187
CountOutput_Min > 2.21,0.19677,0.99766,1.0494
20.8 < CountLineComment <= 37.2,0.30968,0.99702,1.04874
CountClassCoupled <= 0.5,0.20507,0.99551,1.04714
RatioCommentToCode > 3.4,0.1977,0.99534,1.04696
MaxInheritanceTree > 5.5,0.2,0.99309,1.0446
0.491 < OWN_COMMIT <= 0.516,0.33594,0.98628,1.03744
-0.195 < CountDeclInstanceVariable <= 0.24,0.42442,0.98263,1.03359
-0.91 < CountClassDerived <= 0.21,0.47189,0.97559,1.02619
