Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 3.06,0.19375,1.0,1.04186
CountInput_Mean <= 0.44,0.19152,1.0,1.04186
-5.8 < Del_lines <= 1.6,0.45804,0.99903,1.04085
2.06 < RatioCommentToCode <= 3.06,0.19286,0.99769,1.03945
0.44 < CountInput_Mean <= 1.3,0.21071,0.99576,1.03745
0.4906 < OWN_COMMIT <= 0.5096,0.32768,0.99455,1.03618
CountLineComment <= 26.8,0.21116,0.99366,1.03525
-0.22 < CountDeclMethodProtected <= 0.13,0.47232,0.98677,1.02807
-0.15 < CountDeclInstanceVariable <= 0.31,0.39152,0.98404,1.02523
0.725 < AvgCyclomaticModified <= 1.05,0.50536,0.98233,1.02345
