Antecedent,Antecedent Coverage %,Confidence,Lift
0.62 < CountClassCoupled <= 2.06,0.19375,0.9977,1.06017
-11 < Del_lines <= 0.8,0.3817,0.99298,1.05516
CountClassCoupled <= 0.62,0.21875,0.99184,1.05394
RatioCommentToCode > 2.74,0.19688,0.99093,1.05298
2.06 < CountClassCoupled <= 4.16,0.19286,0.99074,1.05278
-0.035 < MAJOR_LINE <= 0.165,0.31161,0.98997,1.05196
40.5 < CountLineComment <= 62.5,0.20446,0.98908,1.05102
11.5 < CountLineComment <= 40.5,0.33795,0.98811,1.04999
0.49 < OWN_COMMIT <= 0.5105,0.32634,0.98769,1.04954
CountInput_Mean <= 0.64,0.20268,0.98678,1.04858
