test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
57,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,24.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.50411177,0.49588823,1
57,1,17.0,0.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.98440224,0.015597786,2
57,2,17.0,0.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.99925095,0.0007490295,3
57,3,17.0,0.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.99993044,6.954505e-05,4
57,4,17.0,0.0,1.0,1.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9999428,5.7247726e-05,4
57,5,17.0,0.0,1.0,1.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,3.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9999466,5.337958e-05,4
57,6,17.0,7.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9746138,0.025386225,2
57,7,17.0,7.0,1.0,1.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9879808,0.01201919,2
57,8,17.0,7.0,1.0,0.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9958293,0.0041707214,3
57,9,17.0,7.0,1.0,0.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,14.0,0.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9969406,0.003059403,4
57,10,17.0,7.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.99739945,0.0026005718,3
57,11,17.0,7.0,1.0,0.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.99919116,0.0008088082,4
57,12,17.0,7.0,1.0,0.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9995501,0.00044987965,4
57,13,17.0,7.0,1.0,0.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.9997281,0.0002718942,5
57,14,17.0,7.0,1.0,1.0,0.0,24.0,1.0,20.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.99967134,0.00032866915,4
57,15,17.0,7.0,1.0,1.0,0.0,24.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9997725,0.00022752663,4
57,16,17.0,7.0,1.0,0.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.99685484,0.0031451539,4
57,17,17.0,7.0,1.0,0.0,0.0,2.0,1.0,17.0,26.0,2.0,32.0,4.0,0.0,4.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.99801475,0.001985266,4
