,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
371,0.0,244.0,30.0,5.0,3.0,1.0,244.00000000000003,2.0,5.0,7.0,1.69,0.0,84.0,6.0,1.0,6.0,1.0,2.38888888888889,1.1102230246251565e-16,1.0,0.0,30.0,0.4,0.0,5.0,2.0
7,0.0,5.0,2.0,6.0,2.0,2.0,133.0,2.0,8.0,1.0,0.6699999999999999,0.0,100.0,3.0,0.0,17.0,2.0,2.0,1.1102230246251565e-16,0.0,0.0,217.0,0.6875,0.0,2.0,2.0
516,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,
468,7.0,6.0,0.42857142857142905,0.0,5.0,1.0,82.0,1.0,1.0,1.0,2.73,0.0,87.0,5.0,4.0,1.0,1.0,5.0,1.1102230246251565e-16,2.0,0.0,56.0,0.428571428571429,0.0,1.0,2.0
8,,,,,,,,,,,,,,,,,,,,,,,,,,
563,25.0,6.0,22.0,0.461538461538462,7.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,3.44444444444444,1.1102230246251565e-16,1.0,0.0,25.0,0.461538461538462,0.0,4.0,6.0
185,,,,,,,,,,,,,,,,,,,,,,,,,,
578,0.0,5.0,191.0,8.0,12.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,1.0,0.0,1.0,2.0,4.85185185185185,1.0,1.0,0.0,8.000000000000002,0.333333333333333,0.0,2.0,5.0
582,1.0,53.0,0.625,6.0,1.0000000000000004,3.0,84.0,1.0,3.0,0.0,0.72,1.0,62.0,2.0,3.0,9.0,1.0,2.125,1.1102230246251565e-16,1.0,0.0,53.0,0.625,0.0,1.0,0.0
583,,,,,,,,,,,,,,,,,,,,,,,,,,
