,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
7,2.0,5.0,0.67,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.6699999999999999,0.0,100.0,3.0,0.0,17.0,2.0,2.0,1.1102230246251565e-16,0.0,0.0,217.0,0.6875,0.0,2.0,2.0
583,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1.0,9.0,0.72,0.0,7.0,3.0,84.0,1.0,3.0,0.0,0.72,1.0,62.0,2.0,3.0,9.0,1.0,2.125,1.1102230246251565e-16,1.0,0.0,53.0,0.625,0.0,1.0,0.0
1234,,,,,,,,,,,,,,,,,,,,,,,,,,
589,3.9999999999999996,1.0,0.41999999999999993,0.0,4.0,3.0,47.0,1.0,0.0,1.0,0.41999999999999993,1.0,50.0,2.0,0.0,13.0,1.0,2.8,1.0,2.0,0.0,64.0,0.25,0.0,5.0,3.0
534,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2.0,0.33,3.0,0.0,2.0,1.0,98.0,2.0,3.0,2.0,0.33000000000000007,1.0,52.0,2.0,0.0,10.0,2.0,1.37037037037037,1.1102230246251565e-16,0.0,0.0,31.0,0.357142857142857,0.0,3.0,3.0
396,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2.540503966122576,0.0,6.0,0.0,9.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,3.44444444444444,1.1102230246251565e-16,1.0,0.0,25.0,0.461538461538462,0.0,4.0,6.0
802,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,
578,4.526311737311852,5.0,5.0,0.0,5.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,1.0,0.0,1.0,2.0,4.85185185185185,1.0,1.0,0.0,8.000000000000002,0.333333333333333,0.0,2.0,5.0
187,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,
