,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
371,0.0,244.0,30.0,3.0,5.0,1.0,244.00000000000003,2.0,5.0,7.0,1.69,0.0,84.0,6.0,1.0,6.0,1.0,2.38888888888889,1.1102230246251563e-16,1.0,0.0,30.0,0.4,0.0,5.0,2.0
578,0.0,0.0,191.0,8.0,12.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,1.0,0.0,1.0,2.0,4.85185185185185,1.0,1.0,0.0,8.000000000000002,0.333333333333333,0.0,2.0,5.0
1201,0.0,31.0,52.0,98.0,10.0,1.0,98.0,2.0,3.0,2.0,0.33,1.0,52.0,2.0,0.0,10.0,2.0,1.37037037037037,1.1102230246251563e-16,0.0,0.0,31.0,0.357142857142857,0.0,3.0,3.0
516,0.0,52.0,141.0,0.0,8.0,1.0,141.0,3.0,2.0,3.0,0.8399999999999999,0.0,92.0,1.0,2.0,8.0,3.0,2.73076923076923,1.1102230246251563e-16,0.0,0.0,52.0,0.333333333333333,0.0,3.0,2.0
1234,0.5,0.0,30.0,1.0,4.0,1.0,30.0,2.0,1.0,1.0,0.75,1.0,100.0,5.0,0.0,5.0,2.0,0.4999999999999998,1.1102230246251563e-16,0.0,0.0,0.0,0.5,0.0,2.0,0.0
1020,27.0,0.0,7.0,8.0,5.0,2.0,27.0,1.0,0.0,0.0,0.3799999999999999,5.0,0.0,3.0,0.0,15.0,1.0,1.5,1.0,2.0,0.0,7.0,0.333333333333333,0.0,3.0,0.0
589,0.5250073363034327,0.0,64.0,3.0,5.0,3.0,47.0,1.0,0.0,1.0,0.4199999999999999,1.0,50.0,2.0,0.0,13.0,1.0,2.8,1.0,2.0,0.0,64.0,0.25,0.0,5.0,3.0
8,1.0,192.0,10.0,0.4625000000000057,8.0,2.0,116.0,2.0,1.0,8.0,0.6600000000000001,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0
185,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,8.0,217.0,8.0,133.0,2.0,133.0,2.0,8.0,1.0,0.6699999999999999,0.0,100.0,3.0,0.0,17.0,2.0,2.0,1.1102230246251563e-16,0.0,0.0,217.0,0.6875,0.0,2.0,2.0
582,1.0,4.0,53.0,20.0,2.0,3.0,84.0,1.0,3.0,0.0,0.72,1.0,62.0,2.0,3.0,9.0,1.0,2.125,1.1102230246251563e-16,1.0,0.0,53.0,0.625,0.0,1.0,0.0
802,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,3.0,5.0,10.0,20.0,9.0,1.0,88.0,2.0,2.0,1.0,0.4299999999999999,1.0,86.0,5.0,0.0,9.0,1.0,1.46666666666667,1.0,1.0,0.0,10.0,0.4,0.0,1.0,2.0
563,2.0,0.0,8.0,3.0,113.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,3.44444444444444,1.1102230246251563e-16,1.0,0.0,25.0,0.461538461538462,0.0,4.0,6.0
365,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,
