test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
37,0,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,2.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.511774829322825,0.4882251706771749,1
37,1,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.8982251383817293,0.10177486161827069,2
37,2,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,1.4,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.9693545452105488,0.030645454789451215,3
37,3,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,1.4,0.0,2.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9855862871524994,0.014413712847500542,4
37,4,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,1.4,0.0,2.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9910063061051724,0.008993693894827577,5
37,5,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.8619273262274132,0.13807267377258683,2
37,6,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,85.6,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9262301070133668,0.07376989298663315,3
37,7,3.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,85.6,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9508517897148498,0.0491482102851502,4
37,8,3.0,1.0,2.0,0.0,1.0,2.0,261.0,16.0,17.0,22.0,85.6,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9637396786481914,0.03626032135180855,5
37,9,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9406647834955382,0.059335216504461864,3
37,10,13.0,1.0,2.0,11.0,1.0,2.0,261.0,0.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.960558673815562,0.03944132618443795,4
37,11,13.0,1.0,2.0,11.0,1.0,2.0,261.0,0.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.875,0.0,2.0,1.0,0.9606357740762452,0.03936422592375474,5
37,12,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,1.0,0.32,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5128404765415848,0.48715952345841523,1
37,13,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.8004295403961127,0.1995704596038873,2
37,14,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,30.0,2.0,1.4,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.9171791688091724,0.08282083119082759,3
