,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
546,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,
272,0,2,0,0,33,1,8,0.3,1,88,4,2,0,2,4.0,0,1,1,1.91666666666667,0,0.5,0,3,2
184,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,
225,14,1,0,0,26,1,3,1.585,2,91,2,0,34,1,4.47058823529412,0,1,1,0.0,0,0.833333333333333,0,4,1
327,2,2,0,3,67,2,3,0.37,1,100,3,0,2,2,4.63636363636364,0,1,0,2.14285714285714,0,0.666666666666667,0,3,5
1356,12,1,0,0,30,1,1,0.09,0,94,2,0,30,2,2.4494949494949454,0,1,1,1.15,0,1.0,0,1,0
285,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,
313,10,1,1,2,134,4,62,2.35,1,100,3,8,39,2,6.71428571428571,0,0,0,1.5,0,0.428571428571429,0,5,5
311,13,2,1,1,70,3,28,1.74,0,100,3,0,27,2,4.28571428571429,0,1,1,1.23076923076923,0,0.5,0,3,4
323,2,1,2,2,85,2,34,2.46,2,85,3,0,29,2,5.6875,0,1,1,1.26315789473684,0,1.0,0,2,1
325,3,2,1,1,47,3,12,0.85,1,65,1,0,9,2,3.64705882352941,2,1,1,1.33333333333333,0,0.5,0,2,3
357,,,,,,,,,,,,,,,,,,,,,,,,
335,1,2,1,1,40,1,6,0.895,2,86,4,0,22,2,5.5,0,1,1,1.92857142857143,0,0.8,0,3,2
365,,,,,,,,,,,,,,,,,,,,,,,,
336,2,2,2,2,104,4,27,1.72,0,100,2,0,25,3,3.92307692307692,0,1,0,1.16129032258065,0,0.6,0,5,4
