,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
454,1,1,2,1,33,1,3,1.315,3,90,2,0,4.5,3,3.58333333333333,0,0,1,1.33333333333333,0,1.0,0,2,0
108,0,1,1,2,16.5,2,6,0.12,4,88,2,0,4,2,3.75,1,1,1,1.09677419354839,0,0.345238095238095,0,7,2
601,2,1,1,5,49,1,2,0.17,6,70,2,0,0.5,1,9.4,2,2,1,2.71428571428571,0,0.333333333333333,0,5,2
1059,1,1,8,6,80,1,0,0.39,0,0,1,0,10.5,1,1.690418679549115,0,1,1,1.18181818181818,0,0.75,1,3,0
522,13,2,0,4.5,62.5,1,0,0.43,5,86,1,0,2.5,2,5.66666666666667,1,1,1,2.17647058823529,0,0.0,0,5,2
1405,2,1,3,0,44,6,8,1.315,0,91,2,0,4,1,2.5,0,0,0,0.714285714285714,0,0.345238095238095,0,5,0
272,0,2,0,0,33,1,8,0.20500000000000002,1,88,3,2,10.0,2,4.0,0,1,1,1.91666666666667,0,0.375,0,3,2
174,12,1,1,3,62.5,2,11,0.42,0,90,1,0,4.5,2,1.145833333333335,1,1,1,0.557692307692308,0,0.0,0,6,4
360,0,1,2,5,65,1,21,0.05,2,76,3,0,10.5,2,1.690418679549115,0,1,1,2.5,0,0.5,0,1,0
389,11,1,103,3,62.5,4.0,10,0.32,0,29.0,2,6,63,2,4.63846153846154,0,1,0,1.0738255033557,0,0.0,0,6,0
1312,0,1,0,2,31.0,5,2,5.4,0,29.0,2,3,3,1,1.81481481481481,0,0,0,0.0,0,0.6,0,3,0
429,1,2,0,2,113,4,5,0.28,1,60,2,0,6.5,2,2.5,0,1,1,0.974358974358974,0,0.45,0,6,1
965,2,1,1,3,61,1,2,0.16,2,40,2,1,0.5,1,2.088541666666665,0,3,1,1.30769230769231,0,0.666666666666667,1,4,5
337,2,2,1,2,59,1,4,0.17,2,86,2,0,4.5,2,3.75,0,0,1,1.33333333333333,0,0.333333333333333,0,2,0
298,5,1,7,4,95.5,1,2,0.2,3,86,2,1,0.5,3,4.85714285714286,0,1,1,1.6,0,0.0,0,6,1
285,54,3,2,8,8.0,2,2,0.18,4,86,2,0,52.0,2,7.43076923076923,0,0,1,2.16176470588235,0,0.0,0,4,7
344,5,1,6,2,31.0,4,1036,0.36,0,29.0,1,18,16,1,2.75595238095238,0,0,0,0.682692307692308,0,0.4,0,1,7
505,9,1,10,6,31.0,3,3,0.48,0,92,1,0,2.5,2,2.75595238095238,0,1,1,1.32323232323232,0,0.0,0,4,4
994,1,1,3,0,39,6,10,0.07,0,90,2,0,4,3,2.70588235294118,0,0,0,0.724137931034483,0,1.0,0,3,0
1322,0,0,0,2,40.5,0,0,0.225,1,0,0,0,0.0,0,0.0,0,0,1,0.806451612903226,0,0.333333333333333,0,3,0
320,7,1,3,2,93,3,9,0.2,1,80,2,0,4.5,2,4.03571428571429,0,1,1,1.125,0,0.0,0,3,1
269,6,1,2,2,159,1,22,0.44,0,93,1,0,6,1,1.690418679549115,1,1,1,0.63265306122449,0,0.333333333333333,0,6,2
1074,1,2,9,7,92,1,0,0.38,1,90,1,0,19,1,8.4,0,1,1,2.0,0,1.0,0,1,2
325,1,2,1,1,47,3,12,0.19,1,65,1,0,9,2,3.64705882352941,2,1,1,1.33333333333333,0,0.285714285714286,0,2,3
1356,2,1,0,0,30,1,1,1.315,0,94,2,0,4.5,2,1.145833333333335,0,1,1,1.15,0,1.0,0,4,0
1371,0,1,0,0,38,2,15,1.315,0,88,3,0,4.5,1,3.96774193548387,1,1,1,1.23529411764706,0,0.6,0,2,0
313,10,1,1,2,42.0,4,62,0.17,1,100.0,3,8,8.5,2,6.71428571428571,0,0,0,1.5,0,0.0,0,5,5
1404,2,2,3,0,31.0,6,45,1.315,0,96,2,0,5,1,4.26829268292683,0,0,0,0.444444444444444,0,0.0,0,4,1
323,2,1,2,2,70.0,2,34,0.20500000000000002,2,85,3,0,12.5,2,2.75595238095238,0,1,1,1.26315789473684,0,1.0,0,2,1
993,2,1,3,0,29,6,6,0.1,0,90,2,0,3,3,2.23684210526316,0,0,0,0.2041666666666665,0,1.0,0,3,0
183,2,2,42,4,31.0,2,0,0.3,0,96,1,0,2.5,2,2.75595238095238,1,1,1,1.35416666666667,0,0.833333333333333,0,1,4
225,14,1,0,0,26,1,3,1.315,2,91,2,0,4.5,1,1.145833333333335,0,1,1,0.0,0,0.375,0,1,1
723,6,2,11,6,216,9,0,0.37,0,91,2,7,31,2,3.74074074074074,0,1,1,2.0,0,1.0,0,1,4
996,1,2,3,0,37,6,10,0.08,0,90,2,0,3,3,3.0,0,0,0,0.2041666666666665,0,1.0,0,5,1
995,1,2,3,0,59,6,16,0.245,0,92,2,0,4,3,3.36486486486486,0,0,0,0.646341463414634,0,0.416666666666667,0,5,1
327,2,2,0,3,67,2,3,0.20500000000000002,1,76.0,3,0,13,2,0.422222222222222,0,1,0,2.14285714285714,0,0.4,0,3,5
546,8,2,11,5,73.5,6,5,0.20500000000000002,2,88,1,0,0.5,2,3.03125,0,1,1,1.23076923076923,0,0.4,0,2,3
24,6,1,22,0,73.5,8,318,0.29,0,100,2,5,3,1,8.8030303030303,0,0,0,0.368421052631579,0,0.0,1,4,14
