test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1,0,1.0,1.0,1.0,0.0,28.0,4.0,15.0,6.95,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,9.0,0.8710944474971065,0.12890555250289346
4,0,5.0,2.0,5.0,3.0,112.0,6.0,4.0,20.39,2.0,88.0,1.0,0.0,206.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.6121021730370237,0.38789782696297626
24,0,6.0,1.0,22.0,0.0,227.0,8.0,318.0,36.88,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,3.0,0.9,1.0,4.0,14.0,0.5050326076435846,0.4949673923564154
64,0,3.0,1.0,1.0,0.0,22.0,6.0,109.0,35.65,1.0,0.0,2.0,0.0,3.0,2.0,1.35714285714286,0.0,1.0,1.0,0.523809523809524,0.0,1.0,0.0,3.0,0.0,0.9656812656490108,0.03431873435098924
108,0,3.0,1.0,1.0,6.0,96.0,2.0,6.0,5.4,4.0,88.0,2.0,0.0,4.0,2.0,3.75,1.0,1.0,1.0,1.09677419354839,0.0,1.0,0.0,7.0,2.0,0.8540725495920026,0.14592745040799734
173,0,41.0,1.0,10.0,1.0,274.0,10.0,14.0,1.49,1.0,96.0,2.0,1.0,89.0,2.0,1.3,0.0,1.0,1.0,1.3876404494382,0.0,0.307692307692308,0.0,2.0,9.0,0.6161070486957543,0.3838929513042458
174,0,12.0,1.0,1.0,3.0,354.0,2.0,11.0,0.42,0.0,90.0,1.0,0.0,38.0,2.0,0.3,1.0,1.0,1.0,0.557692307692308,0.0,0.333333333333333,0.0,1.0,8.0,0.514906902420969,0.48509309757903096
183,0,2.0,2.0,42.0,4.0,228.0,2.0,0.0,0.3,0.0,96.0,1.0,97.0,23.0,2.0,5.18604651162791,1.0,1.0,1.0,1.35416666666667,0.0,0.833333333333333,0.0,1.0,9.0,0.5773913763716816,0.42260862362831847
184,0,79.0,1.0,2.0,1.0,296.0,6.0,20.0,1.49,1.0,100.0,1.0,0.0,74.0,3.0,1.3,0.0,1.0,0.0,1.5969387755102,0.0,0.5,0.0,2.0,9.0,0.609396123097568,0.3906038769024321
220,0,16.0,1.0,6.0,3.0,165.0,2.0,0.0,1.49,8.0,77.0,2.0,2.0,33.0,2.0,1.3,1.0,1.0,1.0,1.10869565217391,0.0,0.333333333333333,0.0,2.0,6.0,0.5467181875306875,0.4532818124693126
225,0,14.0,1.0,0.0,0.0,26.0,1.0,3.0,22.67,2.0,91.0,2.0,0.0,34.0,1.0,4.47058823529412,0.0,1.0,1.0,0.0,0.0,0.833333333333333,0.0,4.0,1.0,0.9258134385717871,0.07418656142821294
