test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
39,0,0.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,1.5521297035738826,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5358710120224838,0.4641289879775162,2
41,0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,5.706649038940668,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.811930580646731,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5278987917200813,0.47210120827991875,3
46,0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.811930580646731,1.0,0.0,5.0,0.6,0.0,3.0,2.0,0.5052876039665815,0.4947123960334185,2
92,0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.811930580646731,0.0,0.0,22.0,0.818181818181818,0.0,3.0,2.0,0.5857368830001084,0.41426311699989155,2
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.333333333333333,0.0,2.0,1.0,0.8642865444120365,0.13571345558796352,1
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,4.503827636828646,12.0,20.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.5575155115637209,0.44248448843627913,1
148,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.6824597943818808,0.31754020561811924,1
154,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,4.503827636595815,11.0,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,0.666666666666667,0.0,2.0,0.0,0.5194818803653694,0.48051811963463065,1
218,0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,5.706649038509942,12.0,30.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,0.0,0.0,17.0,0.764705882352941,0.0,3.0,1.0,0.5247782507069703,0.47522174929302974,1
219,0,7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,5.706649038940668,22.0,58.0,0.17,0.0,94.0,2.0,1.0,50.0,0.0,3.94736842105263,0.811930580646731,0.0,0.0,39.0,0.692307692307692,0.0,3.0,1.0,0.5093206222150306,0.4906793777849694,3
