test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
42,0,0.0,1.0,1.0,7.0,0.0,1.41,0.0,68.0,1.0,0.0,4.0,2.0,6.2,1.0,3.1,1.0,1.0,0.4,0.0,255.0,0.7,0.0,1.0,1.0,0.8565751162445345,0.14342488375546555
42,1,7.0,2.0,2.0,2.0,0.0,0.31,0.0,87.0,2.0,2.0,19.0,2.0,4.0,0.0,5.3,1.0,1.0,1.3,0.0,292.0,0.4,0.0,4.0,9.0,0.5159225537518263,0.48407744624817367
42,2,0.0,1.0,1.0,3.0,0.0,0.31,0.0,75.0,1.0,0.0,14.0,1.0,3.6,1.0,6.9,1.0,1.0,1.2,0.0,217.0,0.6,0.0,1.0,2.0,0.5470394271422988,0.45296057285770125
65,0,7.0,1.0,4.0,0.0,0.0,0.11,0.0,84.0,3.0,0.0,25.0,2.0,2.5,0.0,4.6,1.0,1.0,0.5,0.0,68.0,1.0,0.0,2.0,1.0,0.6437233579864998,0.3562766420135002
65,1,5.0,2.0,0.0,7.0,0.0,0.95,0.0,86.0,1.0,0.0,15.0,2.0,5.4,0.0,3.9,0.0,1.0,0.9,0.0,41.0,0.6,0.0,2.0,2.0,0.523346638115993,0.4766533618840069
65,2,0.0,1.0,7.0,1.0,1.0,0.22,0.0,91.0,2.0,0.0,11.0,2.0,4.3,0.0,6.0,1.0,1.0,1.4,0.0,47.0,0.3,0.0,2.0,2.0,0.6791750878380789,0.32082491216192077
65,3,0.0,1.0,6.0,5.0,0.0,0.49,0.0,72.0,3.0,0.0,11.0,1.0,4.0,1.0,6.5,2.0,1.0,1.8,0.0,56.0,0.8,0.0,2.0,1.0,0.6566498496172521,0.3433501503827478
65,4,2.0,1.0,1.0,1.0,5.0,0.34,0.0,89.0,2.0,4.0,15.0,2.0,6.9,0.0,3.2,1.0,1.0,0.3,0.0,63.0,0.4,0.0,3.0,5.0,0.7730292290701282,0.22697077092987175
65,5,0.0,1.0,0.0,2.0,2.0,0.34,0.0,79.0,2.0,2.0,20.0,3.0,4.3,1.0,5.6,0.0,1.0,0.7,0.0,29.0,0.4,0.0,2.0,2.0,0.6472184199696971,0.35278158003030297
65,6,5.0,1.0,4.0,1.0,0.0,0.23,0.0,66.0,2.0,2.0,14.0,2.0,3.1,1.0,5.4,0.0,1.0,0.6,0.0,59.0,0.6,0.0,3.0,0.0,0.5680688941977052,0.43193110580229466
65,7,0.0,1.0,6.0,1.0,0.0,0.14,1.0,83.0,1.0,0.0,14.0,2.0,3.8,1.0,5.4,1.0,1.0,1.0,0.0,31.0,0.5,0.0,3.0,3.0,0.5450661595131083,0.45493384048689167
95,0,0.0,2.0,3.0,1.0,0.0,0.16,1.0,79.0,1.0,0.0,19.0,1.0,5.5,1.0,8.3,1.0,1.0,1.1,0.0,0.0,1.0,0.0,1.0,1.0,0.8470082306465452,0.15299176935345463
95,1,0.0,1.0,5.0,2.0,0.0,0.15,1.0,75.0,1.0,0.0,19.0,1.0,5.2,2.0,13.0,2.0,1.0,1.8,0.0,0.0,1.0,0.0,2.0,1.0,0.656645311883273,0.34335468811672687
95,2,0.0,2.0,1.0,2.0,0.0,0.17,1.0,74.0,1.0,0.0,13.0,1.0,3.8,1.0,8.1,1.0,1.0,1.5,0.0,6.0,0.3,0.0,1.0,3.0,0.6935750409169816,0.3064249590830183
177,0,0.0,1.0,1.0,8.0,2.0,0.97,0.0,90.0,1.0,0.0,5.0,2.0,17.2,2.0,3.7,1.0,1.0,0.6,0.0,10.0,0.7,0.0,3.0,5.0,0.5364417375851943,0.4635582624148056
