test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
57,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,40.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.633795975207309,0.36620402479269093,1
57,1,17.0,7.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9933710576430715,0.006628942356928477,2
57,2,17.0,0.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,0.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9986614565622092,0.0013385434377908006,3
57,3,17.0,0.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9993312680241385,0.000668731975861465,4
57,4,17.0,0.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9994059813326298,0.0005940186673702315,4
57,5,17.0,0.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9994095297570221,0.0005904702429778974,5
57,6,1.0,7.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9850918392452542,0.0149081607547458,2
57,7,1.0,7.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9949065982495113,0.005093401750488618,3
57,8,1.0,7.0,1.0,1.0,0.0,2.0,1.0,20.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.997680025519323,0.002319974480677006,4
57,9,1.0,7.0,1.0,1.0,0.0,2.0,1.0,16.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9983414321778505,0.0016585678221495048,4
