test_idx,best_mean,n_changed,n_pool_rows,candidate_id
41,0.4472659776130385,2,85,1.0
46,3.000330492905405,5,12,5.0
56,0.3981781161074728,2,67,2.0
65,0.15768933202571642,1,1150,2.0
104,0.16715777620796146,2,129,5.0
147,0.16953067257945306,1,1640,1.0
148,0.08510211216001859,2,434,9.0
149,0.217391304347826,1,92,1.0
154,0.34653529417362855,2,84,2.0
157,0.25839435545385203,1,1150,4.0
203,0.13944937176644495,1,1640,3.0
218,0.14375479678093508,2,434,2.0
225,1.20057637603675,3,27,0.0
230,1.282201193891959,3,27,3.0
246,2.9289796317103907,5,12,1.0
359,2.1012100306704107,2,23,0.0
379,0.019700106656628392,1,189,0.0
431,0.1350520096429814,2,74,1.0
503,2.767859251156511,4,17,2.0
505,0.33206069912276615,2,20,3.0
725,0.11003325942350331,1,1640,5.0
726,33.95715002622132,6,6,2.0
727,0.3616011754153895,2,84,6.0
737,0.1457638025900518,2,434,4.0
754,0.3356698864659971,2,85,5.0
756,0.45012694276142756,2,28,2.0
771,0.16456567606804956,2,950,1.0
773,0.09276350957806892,2,509,4.0
832,32.77243564560693,6,6,1.0
884,0.19909321061361207,2,434,0.0
886,0.2561205791605221,2,388,6.0
913,0.03671470805617146,1,1640,9.0
914,0.11403171375199894,2,434,7.0
975,0.03347673441131385,1,567,3.0
991,0.1746429114822451,2,29,6.0
1009,0.28678330949926406,2,184,2.0
1028,0.30722235295142974,1,627,7.0
1093,0.4114187376821067,2,84,9.0
1103,0.3287064353522658,2,25,3.0
1105,0.11369401266622604,2,922,5.0
1134,0.07847270751159707,2,434,0.0
1169,0.3837668855048407,2,1554,5.0
1309,0.05951373791737898,2,509,6.0
1318,0.4114187376821067,2,84,6.0
1335,0.13051146384479717,1,567,2.0
1366,0.36634201896206664,1,1543,2.0
1429,0.15234862151636944,2,86,7.0
1496,0.1873317484517491,2,89,6.0
1582,0.8025132084248388,3,9,3.0
1583,0.20415698297318233,1,567,7.0
1594,0.15805436054657238,1,567,6.0
1595,0.2829104055387987,2,558,4.0
1598,0.11214953271028037,1,567,6.0
1600,0.19284485535092413,2,388,0.0
1601,0.35864498202026807,1,1150,5.0
1712,0.08758308972666153,2,509,5.0
1721,0.3616011754153895,2,84,1.0
1722,0.1873317484517491,2,89,6.0
1735,0.1873317484517491,2,89,5.0
1795,0.23697156690247348,2,159,4.0
43,2.550486707142785,5,6,5.0
58,3.3257161582131722,5,36,4.0
67,0.24221206663090272,2,188,0.0
97,1.829463625816116,4,57,0.0
110,0.09164482684731906,1,567,2.0
111,0.18154044750430295,1,415,6.0
133,0.2938546968109445,2,452,7.0
153,0.4874621703415478,1,514,6.0
156,0.3159455792778504,2,236,0.0
165,0.2701997470171582,2,290,3.0
212,0.4431906614785992,1,514,4.0
228,0.551572125788387,2,302,5.0
229,1.1832350480618072,5,54,4.0
236,0.32857067790697964,2,452,3.0
243,0.4829638409043889,2,117,3.0
409,0.42247465622295766,3,37,6.0
445,0.44810671256454393,1,415,5.0
520,0.12901329410482726,1,1150,1.0
523,0.9406268036558161,6,8,0.0
739,0.3659405889558784,2,99,8.0
745,0.21340388007054673,1,567,4.0
746,7.336476870571943,4,5,2.0
776,0.0787599898902746,1,627,6.0
789,0.20415698297318233,1,567,8.0
790,0.13424124513618677,1,514,5.0
791,0.3664601145187858,1,627,5.0
793,0.13051146384479717,1,567,4.0
838,0.1764162916810892,1,567,5.0
855,0.6659054966101313,4,57,4.0
857,0.3903835630233507,2,236,3.0
893,0.9537829658452228,1,514,3.0
900,0.13392573786099649,1,137,0.0
911,0.3588209982788296,1,415,0.0
912,0.11624681320968416,2,509,0.0
913,0.2866179432134617,2,236,4.0
917,0.1996973627323822,1,514,2.0
1143,0.32339978898542754,2,315,1.0
1153,0.21567688730306,2,53,1.0
1452,0.3463672377932246,2,99,5.0
1665,0.15136264985994927,2,565,3.0
1667,0.10355822407290854,2,236,7.0
1677,0.1483253588516746,1,627,4.0
1802,0.4268796039110344,2,395,4.0
1803,0.39446495068964754,2,181,5.0
1818,0.18395717554756458,1,1150,5.0
86,0.17773454388240378,1,514,4.0
95,0.36717146664440875,2,119,4.0
96,0.11441322987502986,1,1543,8.0
104,0.7244480840303257,2,208,5.0
147,1.3139010852441926,3,15,4.0
166,0.688903108912764,4,8,1.0
202,0.18361435365326415,1,514,3.0
283,0.4573330783591761,1,1543,2.0
432,4.970966055661718,5,12,0.0
455,0.2166095815793831,1,627,4.0
543,0.3372014152664709,2,25,2.0
548,0.304879191854898,2,433,8.0
567,2.8272442268735594,3,185,0.0
729,1.077986535680206,3,38,5.0
761,0.15642340584707176,2,509,3.0
786,0.04512967200610222,1,1150,0.0
792,0.6262132187889801,2,61,6.0
793,0.3611512476844284,1,1150,3.0
795,2.2427806443812166,6,38,1.0
805,1.0885104881898693,4,277,2.0
809,0.21227343671440496,1,1697,5.0
861,0.15414164353528975,1,1697,5.0
877,9.040029319892767,5,8,6.0
893,0.07891056312108943,1,209,5.0
916,0.5755830121144733,2,48,0.0
928,0.2525434537499362,2,433,6.0
960,0.39542478698631917,2,433,7.0
962,0.07163856463467358,1,514,2.0
990,0.23399531437288873,1,1150,4.0
992,0.5166270466277143,2,834,5.0
1014,0.16894573389996725,1,1150,1.0
1054,0.07326357852673643,1,209,7.0
1059,0.2218331171638565,1,514,1.0
1061,0.9104509066646491,2,55,5.0
1103,0.49770145901399737,2,532,5.0
1165,0.16894573389996725,1,1150,6.0
1255,0.3573152088320596,2,834,3.0
1467,2.4208526069856147,3,23,0.0
1732,0.03295651716704348,1,209,2.0
1866,0.17490611754421262,2,433,0.0
1940,0.9734081447795195,3,18,2.0
1942,0.6276892815824242,2,55,2.0
1949,0.21276059708165415,2,137,1.0
1950,0.10198222829801779,1,209,7.0
1957,0.21155909027908035,2,137,1.0
1996,0.13424124513618677,1,514,2.0
1998,0.11592404925356868,1,1150,4.0
2004,0.1996973627323822,1,514,8.0
2005,1.6841787439613527,1,207,3.0
2032,0.25143877841794526,2,565,7.0
2042,0.4272664674279573,1,1543,6.0
2049,0.29430480432707595,1,898,4.0
77,0.8832116227840207,4,110,6.0
101,3.0653853724405025,4,9,2.0
132,1.150795852796628,2,30,6.0
136,1.2563697941959222,4,110,0.0
147,0.4082480344162587,1,567,8.0
148,0.3989352057887884,1,567,4.0
153,0.061102395003987515,1,1543,6.0
181,0.20500492967785494,2,558,4.0
193,0.45372600964860305,2,395,5.0
199,4.730219060258053,4,9,1.0
203,0.23547878128826083,1,1697,2.0
204,0.25573671497584544,1,207,0.0
205,0.2593110361544819,1,1697,0.0
215,0.5853895729285139,1,567,0.0
218,0.4327919072070225,2,148,0.0
255,1.1865670835651707,6,63,3.0
271,1.8823168728854638,6,18,0.0
286,2.0009651630961596,6,18,0.0
287,0.43056514828353254,3,269,2.0
312,2.4320078274211387,3,10,2.0
328,0.12080944532260675,1,1543,5.0
816,3.334953747796664,5,40,3.0
835,0.9263127457818021,3,114,4.0
849,0.04635774218154079,1,1150,6.0
852,0.5459161965855984,2,208,2.0
853,1.349543233909337,6,18,2.0
855,0.9740219462494961,2,395,0.0
856,0.19256129550236037,2,509,1.0
858,0.5900140922777475,4,110,0.0
886,2.01723213299415,4,14,0.0
887,0.1446256038647343,1,207,2.0
901,0.014494388144273727,1,1150,8.0
980,4.718434688937109,7,5,1.0
990,0.07295902800479459,1,1150,2.0
1004,0.7237143169633266,4,14,0.0
1037,0.13051146384479717,1,567,5.0
1047,0.04758690203770295,1,1150,1.0
1066,0.16443309762540126,1,1543,0.0
1137,0.7568715174939341,4,28,3.0
1142,0.2680452102217479,2,834,9.0
1161,0.378276856903719,2,61,2.0
1167,0.19638331656718258,1,1543,4.0
1201,0.8170277909836624,4,14,0.0
1212,0.5038848789665761,2,532,0.0
1282,0.20495840862682094,2,62,2.0
1610,0.1873504015919557,1,1543,0.0
1692,0.14738898890034274,2,922,0.0
1882,0.08541498835219227,1,1543,2.0
1925,0.20471851708688746,2,325,2.0
2004,0.015633104500381387,1,1150,3.0
2013,0.13805875842113977,1,627,4.0
2015,0.18832552917234177,2,509,6.0
2122,0.1835697831018766,2,922,0.0
2154,0.09717868338557993,1,55,6.0
2171,0.245004208997254,2,367,0.0
2190,0.19922166462022514,2,500,3.0
2201,0.28909610983981693,1,1150,0.0
2254,0.5639409923971835,2,63,4.0
2282,0.15536813317640302,2,922,4.0
2283,0.19021099694093654,1,627,4.0
2289,0.15741629264496756,2,922,2.0
2290,0.08166230794377245,1,1150,7.0
2293,0.22402364520412052,2,157,0.0
2311,0.21209515616474242,1,1543,2.0
2357,0.2325498296162662,1,627,0.0
2437,0.17779114245023164,2,922,6.0
2547,0.05504295259306395,1,898,5.0
2548,0.17773454388240378,1,514,4.0
2591,1.1626388438903832,6,18,1.0
11,0.1546901814185002,2,90,4.0
38,1.0663693346749539,2,25,0.0
58,0.4536969373782683,3,60,0.0
106,0.18108593477119378,3,97,4.0
107,0.13633339381842377,1,891,0.0
110,0.16287878787878785,1,440,5.0
117,0.12415891605007735,2,326,3.0
123,0.16287878787878785,1,440,7.0
152,0.07395484596072378,2,884,5.0
153,0.18397018688574654,6,10,0.0
348,0.14898560550873793,2,274,0.0
361,0.7508290662536885,4,42,2.0
