test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
39,4.502848033652277,4.1527215781281495,4.766176319944578,4,8,0.0
41,1.0509787020707144,0.49130907706072846,1.2549927590210153,2,133,0.0
46,1.7295672420031882,1.542122782394744,1.9741229541834033,4,19,0.0
65,0.15768933202571642,0.0012531328320802418,0.9022556390977443,1,1150,0.0
92,1.34590346376845,1.1395764201289598,1.672188792696295,3,27,0.0
104,0.44044485241806874,0.09777896195467763,0.6008782528218958,2,129,0.0
147,1.3418241053304296,0.8872857363980328,1.5426289209922677,2,168,0.0
148,0.878554421157923,0.25471599807905626,1.0938989143847202,2,202,0.0
154,1.312064855452976,0.4337514137155074,1.4356944701177383,2,922,0.0
203,2.419791399049242,2.1586540057152575,2.8541533862438793,2,112,0.0
218,0.5754608739259781,0.08737585589085846,0.9848835716605565,2,84,0.0
225,0.18013703567150552,0.0,0.5132212325800122,2,138,0.0
230,0.3195625806974795,0.08964150062206176,0.6968546242294664,2,138,0.0
246,1.7521520745782073,1.4324570992767887,2.0186885934313086,4,8,0.0
282,1.5750815703700305,1.2937583682733733,1.8615189903312999,2,39,0.0
287,0.084614258527302,0.011857707509881415,0.8932806324110673,1,189,0.0
359,0.1382460032247154,0.027028201817686965,0.5690780931519178,2,434,0.0
379,3.848143698815173,3.232139775394614,4.102331253385472,2,24,0.0
389,0.7205100154048817,0.6364938080998591,1.4621338998730844,2,516,0.0
393,1.9624624894522074,1.4264396067338885,2.4039546049783707,2,700,0.0
427,0.30415369144309073,0.025925731202029113,0.8304767615238549,2,67,0.0
431,0.1386173184357542,0.0,0.5625000000000001,1,179,0.0
461,0.7729653505237711,0.23529411764705888,1.2352941176470587,1,146,0.0
500,0.7796976135992153,0.5244360902255637,1.5244360902255638,1,1150,0.0
503,1.151219512195122,0.4242424242424242,1.4242424242424243,1,205,0.0
505,2.926523651384825,2.6366941353336286,3.378643123769979,2,23,0.0
695,10.500860706251638,10.148933999511607,11.011269773078116,2,10,0.0
725,10.822191469410287,10.368851195408945,11.172337273054469,2,31,0.0
726,0.7602648097787348,0.6712376818935004,1.481387121035531,2,516,0.0
727,4.564764811382057,3.9465207456174753,4.807574008769308,2,90,0.0
