test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
41,1.1222583708241716,0.8339052101086802,1.288844459188806,3,12,8.0
46,0.5631400084816429,0.25440016284753664,0.9330939672766746,2,27,5.0
65,0.1499516553133217,0.0976781425140112,1.0976781425140112,1,183,9.0
104,0.3021017586572743,0.14949013979165848,0.7828850540249654,2,65,8.0
147,0.3813367633997908,0.32906325060048036,1.3290632506004803,1,183,7.0
148,0.2067971316944266,0.15452361889511612,1.1545236188951162,1,183,5.0
154,0.13444142351448454,0.0,0.6210331976390396,2,86,6.0
218,0.2486933301581291,0.11368095002397634,0.5140212844783404,2,86,9.0
225,0.6679403014751982,0.0,0.7578947368421054,1,1564,9.0
230,0.3572887580953782,0.10134636320587126,0.627348487867418,2,86,8.0
287,0.5276296470986306,0.3505868433103819,0.7271947321927573,2,20,8.0
326,0.5893483142546276,0.3823719786379544,0.8140480844264218,2,13,0.0
359,0.4282260197623833,0.2533191977036637,0.7524189251567877,2,86,9.0
379,0.31352820134989917,0.015189873417721616,0.8962025316455741,1,278,0.0
389,0.6045112393491929,0.39959859013821236,0.9284654891866605,2,15,1.0
393,0.08187361419068735,0.0,0.8181818181818181,1,1640,5.0
427,0.2301994301994302,0.044444444444444425,0.9407407407407407,1,91,2.0
500,0.488331070729965,0.14753127460129076,0.9589532849083896,2,16,4.0
502,0.17476597476597475,0.00740740740740742,0.5777777777777777,1,91,3.0
503,0.19230769230769232,0.0,0.5384615384615385,1,22,2.0
505,0.5930606973203546,0.03321989605510823,0.7361161146155716,2,6,3.0
695,0.31135544759898054,0.16893739156059195,0.7164783555652289,2,65,7.0
719,0.4,0.0,1.0,2,5,0.0
726,6.786420483466938,6.392080698190052,6.942308850369086,3,6,2.0
727,0.5794988499440255,0.5420739114557656,1.213092650382974,2,79,0.0
737,0.4363071230951314,0.24652398918141957,0.7595308854351331,2,86,8.0
754,0.2941176470588236,0.0,0.5714285714285714,1,17,4.0
757,0.625,0.25,1.25,1,28,3.0
788,0.17647058823529405,0.03921568627450978,0.5098039215686273,1,114,8.0
832,3.143390478552125,2.8931766303654465,3.373624249929169,3,8,4.0
834,0.6182539682539684,0.22222222222222213,1.222222222222222,1,70,0.0
886,0.1989633718409937,0.021117173945074008,0.7833059044210123,2,65,4.0
913,0.4351565187478499,0.09803921568627447,0.7647058823529409,1,114,6.0
914,0.3460109666893967,0.1607006366471559,0.6528436021026325,2,15,0.0
991,0.26751823324879664,0.121634251735257,0.6405989617077869,2,65,3.0
1009,0.5270126232395662,0.25852387231158186,0.8656026565212688,2,27,1.0
1011,0.5699668816036886,0.27457004709630173,0.9722115219632963,2,27,2.0
1028,0.09047127622979013,0.0,0.7254901960784312,1,114,2.0
