test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
41,0.738351410300801,0.4661891869949998,1.0825711659807007,2,21,1.0
56,0.5602582382236728,0.19553519484431944,1.0322654128352944,2,15,2.0
65,0.20519585066960672,0.15292233787029627,1.1529223378702964,1,183,2.0
104,0.3405572755417956,0.0,0.6666666666666666,1,114,8.0
147,0.16953067257945306,0.0,0.9090909090909092,1,1640,1.0
148,0.13324184498246025,0.015314010929196606,0.5924852859846039,2,86,9.0
149,0.32519332519332517,0.03703703703703704,1.037037037037037,1,91,2.0
154,0.7193561589558803,0.4322102735702508,0.9836733812705235,2,13,0.0
157,0.3340989731676051,0.2818254603682946,1.2818254603682946,1,183,4.0
203,0.13944937176644495,0.0,0.8787878787878788,1,1640,3.0
218,0.2486933301581291,0.11368095002397634,0.5140212844783404,2,86,2.0
225,1.20057637603675,0.9914676796967757,1.4487363074251862,3,27,0.0
230,1.282201193891959,1.0712379081114294,1.5769293712516026,3,27,3.0
359,2.1012100306704107,0.7955741004460408,2.6280496181365285,2,23,0.0
379,0.5705128205128206,0.16666666666666669,0.8333333333333334,1,26,0.0
431,0.8056970273698741,0.6147488882640233,1.3645152602427693,2,19,0.0
503,11.052939722262568,10.73236810125951,11.226847894848035,3,8,4.0
505,1.7595501476892292,1.4581596305606328,1.9640206335933255,2,9,2.0
725,0.11003325942350331,0.0,0.8484848484848484,1,1640,5.0
727,0.6782409900914126,0.635992551523579,1.401289057243768,2,97,7.0
737,0.4363071230951314,0.24652398918141957,0.7595308854351331,2,86,4.0
754,0.4276080126525197,0.23838805494063367,0.9240264292399812,2,21,5.0
756,3.0000000000000004,2.6666666666666665,3.666666666666666,1,26,0.0
771,0.7131289357858505,0.6592055308819852,1.4306213535330858,2,97,0.0
773,0.32181322628541825,0.2720932603199209,0.9504893630987824,2,79,3.0
884,0.295886760441078,0.053104807443083275,0.5322668300419141,2,13,6.0
886,0.3215043951897888,0.047773481612998936,0.9120961662835191,2,65,6.0
913,0.03671470805617146,0.0,0.7575757575757575,1,1640,9.0
914,0.1963888050330975,0.144115292233787,1.144115292233787,1,183,3.0
975,0.06604747162022702,0.0,0.6862745098039215,1,114,3.0
991,0.6463266847773058,0.4679926925544376,0.9792654031539486,2,15,3.0
1009,0.7930487728785367,0.25750840457403273,1.0840763208904494,2,10,2.0
1028,0.39926739926739924,0.1111111111111111,1.1111111111111112,1,91,7.0
1093,0.7771772850750176,0.48711119346009396,1.215693586264685,2,9,8.0
1103,0.5443133153934804,0.4022733764496466,1.059243919008347,2,21,6.0
1105,0.13988138501011024,0.032090016396690894,0.5492198098844835,2,207,5.0
1134,0.3844400925484151,0.23013120381534447,0.8792616263143205,2,86,0.0
1169,0.3837668855048407,0.1214147106816518,0.5323274508670198,2,1554,5.0
1309,0.30492498175339056,0.14435762959315054,0.9425242003445523,2,36,6.0
1318,0.5978835978835979,0.2000000000000001,1.2,2,7,7.0
1335,0.2493980048159614,0.09803921568627447,0.568627450980392,1,114,2.0
