test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
41,0.8450801622757393,0.25641042453314816,1.218971958233207,2,35,2.0
65,0.20519585066960672,0.15292233787029627,1.1529223378702964,1,183,0.0
92,1.34590346376845,1.1395764201289598,1.672188792696295,3,27,6.0
104,1.2279009426955019,0.924702515158503,1.508856581194345,2,13,8.0
147,0.19176329040076556,0.041968517278026155,0.3974591047185914,2,15,1.0
148,0.4421854423429453,0.3899119295436348,1.3899119295436348,1,183,7.0
154,0.13444142351448454,0.0,0.6210331976390396,2,86,8.0
203,0.1867811188841784,0.13450760608486792,1.134507606084868,1,183,4.0
218,0.684629858805144,0.40914580905406706,0.9425508427026571,2,13,4.0
225,0.20212507199028903,0.0,0.4520239562255309,2,20,9.0
230,0.49206531012946464,0.22728054403400977,0.9081413702484193,2,20,0.0
282,0.5659209169549362,0.19246776262183107,0.9571210995029916,2,18,9.0
287,1.3018864506752412,0.9155475452638607,1.7374098940029146,2,52,8.0
359,0.4282260197623833,0.2533191977036637,0.7524189251567877,2,86,0.0
379,0.44424565643369074,0.28855489119209754,0.9887723511932636,2,36,4.0
389,0.5108359133126934,0.07843137254901954,0.8431372549019606,1,114,8.0
393,0.7836971435627836,0.48323072219919605,1.0564039925352775,2,13,1.0
427,2.067015861768877,1.6460781507948585,2.3778993225853484,3,33,6.0
431,0.25945089851545705,0.023530765941580527,0.7025193788209501,2,25,6.0
461,0.7771772850750176,0.48711119346009396,1.215693586264685,2,9,7.0
500,0.5742911268905835,0.522017614091273,1.522017614091273,1,183,4.0
503,1.2600280072851955,0.8680836487015026,1.5102466228811715,2,12,4.0
505,0.2946138870863076,0.0,0.826086956521739,1,67,3.0
695,0.2880952380952381,0.05555555555555556,0.8888888888888887,1,70,8.0
725,0.1867317867317867,0.0,0.8962962962962963,1,91,7.0
726,0.768915655870867,0.7096470770348445,0.9743662099997833,3,16,5.0
727,0.7771772850750176,0.48711119346009396,1.215693586264685,2,9,4.0
729,0.9196609278028317,0.5851900671085465,1.0816872972031175,2,23,9.0
737,0.4363071230951314,0.24652398918141957,0.7595308854351331,2,86,9.0
754,0.2941176470588236,0.0,0.5714285714285714,1,17,1.0
756,0.35446002377187374,0.20205923674161402,0.7502693535204844,2,86,1.0
757,0.18730158730158733,0.0,0.562962962962963,1,91,8.0
