test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
39,1.028310762270813,0.7516578462436927,1.5371022861719834,2,5,4.0
41,1.019531985807489,0.8006141628748729,1.3895390589695593,2,55,5.0
46,2.2184873949579837,1.8571428571428574,2.857142857142857,1,17,9.0
56,2.2555661562349387,1.8454432954147213,2.5560217869195125,2,8,4.0
65,1.0441794178590087,0.6756187343149266,1.2161137217668678,2,7,6.0
104,0.5659209169549362,0.19246776262183107,0.9571210995029916,2,18,7.0
127,1.9253025062359415,1.3417721518987402,2.34177215189874,1,278,5.0
147,0.11003325942350331,0.0,0.8484848484848484,1,1640,2.0
148,1.9007748293562994,1.5750393576964052,2.218380586531144,2,14,1.0
149,2.3006101176983975,2.0892242474332203,2.640749876794481,2,12,6.0
154,2.7674965990629508,2.1839662447257493,3.1839662447257493,1,278,0.0
157,1.2639818410173869,0.7127198433588645,1.7101083923623714,2,14,5.0
203,3.9906555374856114,3.7192247919722847,4.1129024285235145,2,7,5.0
218,1.2330861108430484,0.8155830487982509,1.4548005981590348,2,15,1.0
225,1.3931277713838017,1.2103800398799966,1.8420540119994702,2,55,8.0
226,2.2062937062937067,1.8461538461538467,2.8461538461538467,1,22,3.0
230,5.015356755783878,4.431826401446677,5.431826401446678,1,278,3.0
246,2.625,2.0000000000000004,3.0,1,28,9.0
326,1.7229909798246408,1.6342194090522477,1.8740382148636219,2,5,6.0
359,1.63986013986014,1.0,2.0,1,22,6.0
389,2.0864457286723335,1.9094065395649336,2.5124689052802225,2,10,9.0
393,2.0864457286723335,1.9094065395649336,2.5124689052802225,2,10,5.0
427,0.9329780764502312,0.8807045636509209,1.880704563650921,1,183,0.0
503,1.960577472772896,1.7405078195398944,2.1317663358922276,2,5,8.0
505,1.4204545454545454,0.9999999999999996,2.0,1,22,5.0
725,1.1697942092325522,0.7311765477760055,1.4849538102433417,2,252,0.0
726,1.599302202320373,1.2049038124543412,2.1342625477413644,2,10,2.0
737,0.4351565187478499,0.09803921568627447,0.7647058823529409,1,114,4.0
771,2.0448717948717956,1.3333333333333335,2.3333333333333335,1,26,2.0
832,1.2071428571428569,0.5714285714285713,1.571428571428571,1,20,1.0
834,1.028300147927834,0.8444110177888164,1.4674831946492317,2,97,6.0
866,1.0642857142857143,0.4285714285714286,1.4285714285714286,1,20,1.0
884,0.6033435125284976,0.5348024206700944,1.2084735637410156,2,19,5.0
886,2.503031465398122,2.255097988296911,2.8867300767495236,2,8,3.0
913,1.501130832591231,1.1014299591593797,2.0208779935311214,2,10,7.0
914,2.715079365079365,2.111111111111111,3.111111111111111,1,70,8.0
991,0.30090446219217,0.2532601280369968,0.930907451619723,2,79,4.0
1009,0.4237252583856483,0.30853468809262957,0.519880096732892,2,7,8.0
1093,0.8325273196366431,0.6171905470464943,1.2807843755697654,2,19,7.0
1105,2.7190136275146006,2.2608695652173907,3.260869565217391,1,67,1.0
1134,3.088191830608805,2.7896228093695488,3.362178284474635,2,34,0.0
1169,0.5254520556335778,0.4731785428342673,1.4731785428342674,1,183,2.0
1318,0.3308684988568439,0.1668074828128072,0.5709017090173761,2,20,0.0
1326,2.4824561403508776,2.0000000000000004,3.0,1,19,8.0
1390,1.1404205074557194,0.8057611808678796,1.8100335370401053,2,12,3.0
