test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
40,0.2760055982495092,0.040698106979970894,0.48837728375965056,2,27,1.0
41,0.27004773217481093,0.21777421937550043,1.2177742193755006,1,183,3.0
56,0.9901454961254762,0.8020339313060838,1.3408030463079816,2,7,2.0
65,0.2156041773309358,0.16333066453162534,1.1633306645316253,1,183,3.0
92,16.3224812393085,16.000040481447527,16.69316708625045,6,5,6.0
104,0.6712221397003049,0.36610156907430835,1.0728843089553395,2,27,4.0
147,0.465852217358175,0.31577092767816267,1.279118449630912,2,31,7.0
148,0.05633776792313377,0.0,0.7878787878787878,1,1640,3.0
154,0.13444142351448454,0.0,0.6210331976390396,2,86,9.0
218,0.6875909023266571,0.007237344698645098,0.780185758513932,1,1564,0.0
225,0.6679403014751982,0.0,0.7578947368421054,1,1564,8.0
230,0.9979064490492146,0.7484420142718572,1.2020902829732614,3,10,9.0
282,1.0042113613073966,0.6908473006737429,1.29025464533011,2,13,1.0
287,0.7771772850750176,0.48711119346009396,1.215693586264685,2,9,4.0
359,0.4282260197623833,0.2533191977036637,0.7524189251567877,2,86,7.0
379,0.4739556116329236,0.32280451566492596,1.0664210892217976,2,86,0.0
389,0.9576634133563263,0.6450439122451732,1.2420011220591578,2,13,9.0
393,0.31746889444510235,0.0932633717289476,0.6189769927911071,2,15,5.0
427,2.215449449060563,1.7572892650412972,2.6085295745042507,2,60,0.0
502,0.303339237253019,0.2601540818079546,0.9344273391328883,2,79,0.0
503,0.3326390891409722,0.2769917066018479,0.9510337161790919,2,79,5.0
505,0.25000000000000006,0.0,0.5714285714285714,1,20,0.0
695,0.3844400925484151,0.23013120381534447,0.8792616263143205,2,86,2.0
725,0.13944937176644495,0.0,0.8787878787878788,1,1640,5.0
727,0.6066748066748067,0.3185185185185185,1.3185185185185184,1,91,7.0
729,0.3837668855048407,0.1214147106816518,0.5323274508670198,2,1554,6.0
737,2.1315495159689735,1.8263772703078909,2.531940789305625,2,13,6.0
754,0.45255601792171746,0.05023742049403958,0.9414390792668167,2,15,1.0
757,0.5887026561139622,0.5364291433146517,1.5364291433146517,1,183,2.0
771,0.12913692407527577,0.0,0.608695652173913,1,67,9.0
773,0.7316694182842969,0.5089748704787627,0.9607629904354065,2,13,0.0
816,1.2245057216916955,0.3263157894736845,1.3263157894736846,1,1564,0.0
832,4.341772484334178,4.123830934850931,4.667184153376413,3,56,4.0
884,0.295886760441078,0.053104807443083275,0.5322668300419141,2,13,2.0
886,0.8456256570800389,0.0,0.9473684210526319,1,1564,8.0
913,0.2196073798929854,0.16733386709367493,1.167333867093675,1,183,9.0
914,0.3714393601127604,0.019152903683999464,0.7072618095597144,2,17,8.0
