test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
40,0.2996714311339782,0.2473979183346677,1.247397918334668,1,183,0.0
41,1.0876525580239829,0.8492667511996229,1.7460580958989693,2,20,0.0
56,1.428276573787409,0.7647058823529409,1.7647058823529405,1,114,0.0
65,1.7958746037418616,1.4715468363769368,2.1286075636893522,2,14,0.0
104,1.1359413948385313,0.8266622424254241,1.420704639008492,2,13,0.0
147,0.6484057562945266,0.32325840208192175,0.9947378829175076,2,23,0.0
148,1.5473898435543099,1.2209256404566102,1.883047924373093,2,14,0.0
154,3.304299964910401,2.9334756461156513,3.5892622001826893,2,13,0.0
218,0.6875909023266571,0.007237344698645098,0.780185758513932,1,1564,0.0
225,1.5227096613847548,1.0593584688447728,1.7992389619858602,2,18,0.0
230,2.1303890318218817,1.7604197037764193,2.409924401381711,2,13,0.0
282,1.1226488197907858,0.9930157911322396,1.4278679725612509,2,34,0.0
287,3.9365113652734176,3.635032880834864,4.28826903261862,2,13,0.0
379,0.4739556116329236,0.32280451566492596,1.0664210892217976,2,86,0.0
389,1.2568447433839622,0.6733143890467612,1.6733143890467608,1,278,0.0
393,7.074767679576456,6.613534040137786,7.5227775065371665,2,207,0.0
427,2.215449449060563,1.7572892650412972,2.6085295745042507,2,60,0.0
502,0.303339237253019,0.2601540818079546,0.9344273391328883,2,79,0.0
503,0.47260978181452273,0.4203362690152122,1.4203362690152124,1,183,0.0
505,0.25000000000000006,0.0,0.5714285714285714,1,20,0.0
727,4.836850709084727,4.509236798440942,5.466248640469158,2,106,0.0
729,2.1012100306704107,0.7955741004460408,2.6280496181365285,2,23,0.0
737,5.740147718322379,5.502522879403725,6.155995402483048,2,19,0.0
754,1.7038550717174772,1.1238658742196765,2.010240245148902,2,22,0.0
757,1.8175777446708485,1.5576846648127778,2.2965863647880695,2,8,0.0
771,1.1555555555555552,0.9999999999999997,2.0,1,45,0.0
773,0.7316694182842969,0.5089748704787627,0.9607629904354065,2,13,0.0
816,1.2245057216916955,0.3263157894736845,1.3263157894736846,1,1564,0.0
884,3.814577180035533,3.4504405739290553,4.105984454631387,2,13,0.0
