test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
389,0.2255026244323923,0.06448659060559438,0.43612462545179825,3,197,0.0
502,0.5078836044249758,0.22324579821949417,0.7072781826971212,4,12,0.0
505,0.3102156570198229,0.1940022163539822,0.461403102204812,5,19,0.0
695,0.21251043130190803,0.07395557173821,0.43358579710838957,3,197,0.0
788,0.2255626752828823,0.06480356505095716,0.4440026771260256,3,197,0.0
913,0.3575031116885892,0.24355034007009865,0.4460515100832143,6,9,0.0
914,0.16964731495918384,0.030885174648964803,0.4287358012332439,3,197,0.0
1028,0.1914718139953589,0.05919239623289482,0.4312389761217269,3,197,0.0
1169,0.19176473772329358,0.06147065295134158,0.420895472025108,3,197,0.0
1504,0.19146718524681855,0.059235530967053314,0.4308200797903648,3,197,0.0
1505,0.2961296990016172,0.0758269093220493,0.5723841575914282,2,1554,0.0
1506,0.18335634769795292,0.0580657169783703,0.42072285822911687,3,197,0.0
1712,0.5895115051192205,0.30877812837766966,0.8275161384865571,4,17,0.0
16,0.22343098291761804,0.018151310654470332,0.674680399967016,3,115,0.0
207,0.0773731247671862,0.00762416346530653,0.6592461344592989,2,199,0.0
213,0.1815502882432867,0.1132326156252561,0.27556266846863403,6,36,0.0
790,1.422462349452008,0.9926808547316357,1.7345091548902734,9,5,1.0
792,2.7678797688059826,2.437577334099153,2.972560823437201,9,6,3.0
793,0.2541964934896346,0.06066225425212639,0.6234310489451823,4,82,0.0
861,0.030915197684148268,0.020987211498837047,0.04047478972339202,7,8,1.0
893,0.0789710837040226,0.029152402893479343,0.1006139863390531,8,15,6.0
962,0.2534661475735962,0.07475755750657032,0.625356416754346,4,82,0.0
1059,0.10820427342549156,0.0744559313684082,0.13421428364026594,8,6,0.0
1112,0.3654647787356313,0.2770983298867071,0.440223789424871,7,5,0.0
1671,0.19612883857342245,0.07638481344905486,0.23224501168466097,8,8,0.0
1732,0.24222846405508902,0.04540341304551979,0.6215347857727612,4,82,0.0
1866,0.34260627623101264,0.3290491432933661,0.35252999139158603,6,7,0.0
132,0.7010578174023332,0.4785508259931902,0.7924276750658739,9,15,1.0
147,0.8037034422484667,0.6944358286829933,0.8871422970527726,9,14,0.0
148,0.5991482329695118,0.5233377568821702,0.6999178031315179,10,13,2.0
193,1.4187006281757348,1.158203799269683,1.7016306492543627,11,5,0.0
203,0.6794852205628044,0.472641807025181,0.8760555364901803,13,5,5.0
204,0.5288870600536602,0.378286249290768,0.6585306289038504,12,8,2.0
206,1.9649365444725508,1.4972498764902313,2.2343259371198316,9,5,4.0
215,1.014187519310011,0.7835622925096543,1.1449271169516428,11,7,4.0
218,0.34328810364031415,0.2321528715453251,0.4426124922658873,10,32,0.0
255,1.6962961950229194,1.5641675562958723,1.8141971261324532,10,38,3.0
372,0.3258308968642306,0.29494108365985744,0.3524812506984364,10,10,1.0
812,0.3992197999661856,0.2298147671819218,0.5170497897505059,11,7,5.0
855,0.6581674314261297,0.5413129938080262,0.7582689381103282,9,45,0.0
1877,0.23700243572733132,0.055934591336030084,0.4849463158321151,5,220,0.0
1987,0.2545189074226186,0.09584321884722502,0.4480867397868175,7,119,0.0
2049,1.8176710397770115,1.2478975728453552,2.055538573533129,10,5,0.0
2378,2.4668323104418497,2.1205340799371317,2.6870712531377055,11,5,0.0
38,2.3369202613941646,2.133714609637207,2.4985435253476824,8,7,3.0
106,1.1307237767676335,0.8338063544693886,1.37783437204798,11,5,8.0
110,0.24604578103856067,0.17237453384583337,0.3105029137841957,9,8,2.0
123,0.5664868876525119,0.40330075624891304,0.6902553962595246,10,8,0.0
204,0.8771482925649714,0.44231266579562445,1.1395052570198099,11,5,1.0
364,0.6423954362148931,0.454171107429925,0.8287313654273217,9,16,0.0
399,0.4448229619215815,0.23583431789450787,0.54228777467496,5,8,4.0
695,0.7590409111742601,0.5908608573931472,0.915979527307394,10,15,0.0
799,0.316758170213169,0.2424772692531404,0.38182367682171586,9,13,8.0
987,0.29163706348464885,0.20533538626131154,0.3811260827451722,8,14,1.0
1690,1.5269778038951238,1.2456265183528008,1.6569559638466715,11,9,5.0
1735,0.3606234190680761,0.2787746167715899,0.42967957560288894,9,7,4.0
1744,0.6114688384740057,0.4549492529871896,0.7156816198426269,9,9,4.0
1761,0.6372455461268977,0.5238000273812013,0.883174725621282,10,6,5.0
1764,0.3711718879983026,0.28003105338078416,0.4260950976789289,11,9,4.0
1861,0.43839143930371777,0.35555404920140266,0.5297824878426222,11,9,4.0
1893,1.0099470074288486,0.5890200564756144,1.208114027125401,12,5,4.0
2125,1.8459741298162724,1.7032487489157195,2.0337314833910622,10,9,8.0
