Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT > 1.0184,0.0724,0.99375,1.12567
ADEV <= 1.42,0.20905,0.98268,1.11314
0.998 < OWN_COMMIT <= 1.0184,0.5819,0.97978,1.10985
1.42 < ADEV <= 2.08,0.2543,0.97687,1.10655
CountClassCoupled <= 0.54,0.20362,0.97333,1.10255
0.595 < RatioCommentToCode <= 0.995,0.17873,0.96709,1.09547
1.155 < AvgCyclomaticModified <= 1.655,0.13167,0.9622,1.08993
3 < PercentLackOfCohesion <= 29.5,0.16833,0.95968,1.08708
0.54 < CountClassCoupled <= 2.12,0.22308,0.9574,1.0845
-0.09 < CountDeclInstanceVariable <= 0.83,0.28869,0.95455,1.08126
