Antecedent,Antecedent Coverage %,Confidence,Lift
1.6 < ADEV <= 2.29 & -0.012 < CountDeclMethodPrivate <= 0.1,0.19107,0.98832,1.16825
0.997 < OWN_COMMIT <= 1.0178,0.54464,0.98689,1.16656
ADEV <= 1.6,0.18705,0.98091,1.15949
OWN_COMMIT > 1.0178,0.07768,0.97701,1.15488
2.29 < ADEV <= 2.98,0.14911,0.97006,1.14667
CountClassCoupled <= 0.38,0.17321,0.96649,1.14245
0.38 < CountClassCoupled <= 1.88,0.20893,0.96154,1.13659
1.6 < ADEV <= 2.29,0.23214,0.95577,1.12977
-0.041 < MAJOR_LINE <= 0.037,0.51696,0.95337,1.12694
0.75 < CountDeclMethodPublic <= 3,0.22857,0.94336,1.11511
