Antecedent,Antecedent Coverage %,Confidence,Lift
0.3 < CountClassCoupled <= 2.08 & 0.944 < AvgCyclomaticModified <= 1.126,0.11333,1.0,1.19148
-0.18 < CountDeclInstanceVariable <= 0.82 & 0.944 < AvgCyclomaticModified <= 1.126,0.17743,0.99215,1.18212
0.9958 < OWN_COMMIT <= 1.0132,0.51277,0.98279,1.17097
OWN_COMMIT > 1.0132,0.07989,0.98256,1.1707
ADEV <= 1.52,0.20297,0.97712,1.16421
RatioCommentToCode > 1.835,0.20019,0.96984,1.15554
-0.18 < CountDeclInstanceVariable <= 0.82,0.28658,0.95138,1.13355
1.52 < ADEV <= 2.26,0.23038,0.94758,1.12902
0.5 < CountDeclMethodPublic <= 2.9,0.23316,0.94024,1.12027
1.085 < RatioCommentToCode <= 1.835,0.19833,0.93911,1.11893
