Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT > 1.023,0.07411,0.99398,1.14473
0.997 < OWN_COMMIT <= 1.023,0.55714,0.98558,1.13506
1.41 < ADEV <= 2.17,0.23482,0.98099,1.12978
CountClassCoupled <= 0.3,0.19241,0.97216,1.11961
2.17 < ADEV <= 2.91,0.13884,0.97106,1.11834
ADEV <= 1.41,0.20759,0.96989,1.117
0.3 < CountClassCoupled <= 2.02,0.2308,0.95164,1.09598
RatioCommentToCode > 1.885,0.19955,0.95078,1.09499
-0.05 < CountDeclInstanceVariable <= 0.9,0.30402,0.94714,1.09079
1.065 < RatioCommentToCode <= 1.885,0.19955,0.94407,1.08726
