Antecedent,Antecedent Coverage %,Confidence,Lift
1.98 < CountOutput_Mean <= 2.465 & 0.9568 < AvgEssential <= 1.0076,0.18989,1.0,1.08209
0.015 < OWN_COMMIT <= 0.36,0.13931,0.98973,1.07097
RatioCommentToCode > 1.09,0.19418,0.98526,1.06613
CountOutput_Mean <= 1.98,0.19656,0.98301,1.0637
9.46 < CountClassCoupled <= 11.96,0.20181,0.98109,1.06162
1.98 < CountOutput_Mean <= 2.465,0.20468,0.97902,1.05938
7.86 < CountClassCoupled <= 9.46,0.20372,0.97892,1.05928
MaxNesting_Mean <= 0.108,0.1999,0.97613,1.05626
0.108 < MaxNesting_Mean <= 0.28,0.21183,0.97523,1.05528
0.835 < RatioCommentToCode <= 1.09,0.20468,0.97436,1.05434
