Antecedent,Antecedent Coverage %,Confidence,Lift
CountDeclInstanceMethod <= -1.3,0.09636,0.9951,1.15812
-0.15 < MAJOR_LINE <= 0.315 & -0.54 < CountDeclClassMethod <= 0.19,0.1847,0.98721,1.14894
-0.15 < MAJOR_LINE <= 0.315 & -0.26 < CountDeclMethodDefault <= 0,0.24043,0.97839,1.13867
CountDeclMethodPrivate <= -0.92,0.06519,0.97826,1.13853
CountClassCoupled <= 0.05,0.14927,0.97785,1.13805
MAJOR_LINE <= -0.15,0.10345,0.97717,1.13725
CountInput_Mean <= 1.12,0.20217,0.9743,1.13391
CountDeclInstanceVariable <= -0.01,0.10864,0.97391,1.13347
PercentLackOfCohesion <= -0.8,0.10817,0.9738,1.13333
CountClassBase <= 0.854,0.16438,0.96839,1.12704
