,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1628,3,1,1,5,236,7,0.54,1,86,1,2,16,2,6.6,1,5.9,0,1,1.13513513513514,0,0.45,0,1,4,3
10,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,
21,45,1,1,4,274,0,2.36,0,100,2,2,14,2,2.84745762711864,0,3.89,0,1,0.0,0,0.30000000000000004,0,4,5,5
22,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,1,1,5,97,1,0.68,0,89,3,0,7,2,4.85714285714286,0,4.6000000000000005,1,1,1.0625,0,0.444444444444444,0,2,2,3
39,4,1,2,4,97,1,0.7,0,86,3,4,10,3,10.8333333333333,1,3.89,1,1,0.769230769230769,0,0.461538461538462,0,3,5,3
44,0,2,0,7,97,0,1.13,0,0,3,6,6,3,56.7142857142857,2,4.3500000000000005,2,1,0.8125,0,0.4,0,3,5,3
47,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,1,4,4,80,2,0.33,0,81,2,0,16,1,4.76923076923077,1,4.6000000000000005,1,1,1.05,0,0.5,0,5,4,3
1640,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,1,1,5,97,0,0.66,0,93,1,0,23,1,1.25,0,4.6000000000000005,1,1,1.33333333333333,0,0.6,0,3,2,2
224,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,
1661,1,1,13,0,40,4,0.08,2,85,2,0,16,2,3.88235294117647,0,4.6000000000000005,1,1,0.5,0,0.5,1,1,2,2
1662,3,1,0,2,67,0,0.33,0,80,2,0,9,1,2.76470588235294,0,4.6000000000000005,0,1,0.695652173913043,0,0.714285714285714,0,1,2,2
257,0,1,158,0,402,0,1.41,0,100,1,0,3,1,0.0,0,3.89,1,0,0.0,0,0.407407407407407,1,4,2,12
349,,,,,,,,,,,,,,,,,,,,,,,,,
455,0,1,6,2,75,2,0.27,1,74,2,0,9,2,2.88235294117647,0,5.70588235294118,0,1,0.708333333333333,0,0.30000000000000004,0,3,4,1
545,,,,,,,,,,,,,,,,,,,,,,,,,
552,117,1,137,0,97,76,0.02,0,99,2,2,23,2,1.25,0,3.89,0,0,0.45,0,0.636363636363636,0,2,5,5
563,57,1,46,0,90,20,0.0,0,97,2,2,9,2,2.25150905432596,0,3.89,0,1,0.442084942084942,0,0.833333333333333,0,1,1,1
574,,,,,,,,,,,,,,,,,,,,,,,,,
585,0,1,0,0,18,0,0.05,0,0,1,4,9,2,0.29,0,0.0153846153846154,0,1,0.0,0,0.1,1,4,2,3
586,,,,,,,,,,,,,,,,,,,,,,,,,
589,2,1,7,1,97,5,0.32,0,89,2,4,16,2,7.21538461538462,0,3.89,1,1,0.363636363636364,0,0.1,0,4,4,3
592,,,,,,,,,,,,,,,,,,,,,,,,,
593,0,1,0,4,64,0,0.85,0,50,2,0,9,2,1.25,0,4.3500000000000005,0,1,2.16666666666667,0,0.333333333333333,0,2,2,2
597,,,,,,,,,,,,,,,,,,,,,,,,,
661,6,1,6,2,97,2,0.43,0,92,2,0,16,2,5.09090909090909,1,4.23636363636364,1,1,0.683333333333333,0,0.666666666666667,0,2,2,11
682,17,2,20,3,422,12,0.27,0,95,2,1,23,2,5.5929203539823,0,4.6000000000000005,1,1,1.25,0,0.705882352941177,0,1,5,5
717,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,
749,3,5,2,10,97,0,0.66,3,50,2,2,8,2,3.16666666666667,2,8.66666666666667,1,1,1.11111111111111,0,0.5,0,1,1,4
771,0,1,1,5,66,2,0.36,1,55,2,2,16,1,7.875,2,9.5,2,1,1.8,0,0.1,1,4,5,3
777,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,
782,0,1,0,0,22,2,0.38,0,0,3,0,9,1,3.5,1,5.5,3,1,0.833333333333333,1,0.1,0,3,2,3
784,,,,,,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,
793,20,1,0,5,97,0,3.04,0,0,2,2,14,1,3.51851851851852,0,3.89,0,1,0.0,0,0.5,0,3,5,5
799,1,1,1,4,97,5,0.43,0,74,1,0,9,1,4.75,2,4.6000000000000005,1,1,1.03225806451613,0,0.538461538461538,0,1,2,2
800,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,
835,2,1,2,7,97,0,0.84,0,68,1,0,6,1,7.72727272727273,2,3.72727272727273,1,1,0.692307692307692,0,0.45,0,2,1,1
842,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,
858,3,1,1,1,71,0,0.17,0,77,1,0,9,2,5.5625,1,4.6000000000000005,1,1,0.825,0,0.571428571428571,0,6,2,3
872,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,,,,,,
890,2,1,1,3,97,0,0.66,0,67,2,6,4,2,3.05263157894737,1,3.89,1,1,0.739130434782609,0,0.666666666666667,0,5,1,1
893,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,,,,,,,
908,2,3,1,2,49,0,0.37,0,50,1,0,16,1,6.0,2,4.6000000000000005,1,1,1.05,0,0.5,0,1,2,1
909,,,,,,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,,,,,
934,43,1,0,2,97,0,1.99,0,100,1,1,16,2,2.92307692307692,0,0.846153846153846,0,1,0.0,0,0.352941176470588,0,2,7,12
937,,,,,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,,,,,,
949,29,1,0,3,97,0,1.8,0,100,1,6,7,2,6.71111111111111,0,0.777777777777778,0,1,0.0,0,0.4,1,5,5,6
953,,,,,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,,,,,,
1724,0,1,2,3,54,0,0.31,0,52,2,0,9,1,5.75,1,4.6000000000000005,2,1,1.41666666666667,0,0.45,0,2,2,2
969,0,1,1,5,85,0,0.57,0,68,1,6,19,1,4.66666666666667,2,4.6000000000000005,2,1,1.14285714285714,1,0.5,0,3,2,3
970,,,,,,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,,,,,
1021,4,4,3,1,42,0,0.08,0,56,2,0,16,1,7.66666666666667,3,4.6000000000000005,5,1,2.64285714285714,1,0.333333333333333,0,2,2,2
1027,0,2,2,0,24,0,0.05,0,31,2,0,9,1,5.55555555555556,2,13.8888888888889,3,1,2.18181818181818,0,0.30000000000000004,0,1,2,3
1033,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,,,,,,
1039,0,2,3,2,97,0,0.28,0,87,3,0,9,1,5.51162790697674,3,4.3500000000000005,0,1,1.59574468085106,0,0.5,0,2,2,3
1049,,,,,,,,,,,,,,,,,,,,,,,,,
1071,7,1,11,0,97,9,0.08,0,89,1,2,23,2,6.2125,0,4.6000000000000005,1,0,1.27906976744186,0,0.25,0,2,5,3
1090,0,1,2,1,62,0,0.15000000000000002,0,83,1,1,9,2,3.0,1,4.05,0,1,1.0,0,0.5,0,1,2,2
