,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
10,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0
1628,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0,1.0,4.0,4.0,80.0,2.0,0.33,0.0,81.0,2.0,0.0,22.0,1.0,4.76923076923077,1.0,6.07692307692308,1.0,1.0,1.93333333333333,0.0,0.583333333333333,0.0,5.0,0.0,3.0
187,0.0,1.0,1.0,5.0,115.0,0.0,0.66,0.0,93.0,1.0,0.0,35.0,1.0,3.1875,0.0,5.8125,1.0,1.0,1.33333333333333,0.0,0.6,0.0,3.0,3.0,0.0
23,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,
1640,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,
1661,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.0,1.0,197.0,0.0,402.0,0.0,1.41,0.0,100.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.407407407407407,9.0,4.0,3.0,0.0
1662,3.0,1.0,1.0,2.0,67.0,0.0,0.33,0.0,80.0,2.0,0.0,14.0,2.0,2.76470588235294,0.0,5.35294117647059,0.0,1.0,0.695652173913043,0.0,0.714285714285714,0.0,1.0,3.0,0.0
349,,,,,,,,,,,,,,,,,,,,,,,,,
545,262.0,1.0,223.0,0.0,399.0,109.0,0.02,0.0,99.0,2.0,3.0,55.0,2.0,2.61400778210117,0.0,3.49066147859922,0.0,0.0,0.448443944506937,0.0,0.6,0.0,3.0,0.0,4.0
224,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,
585,0.0,1.0,0.0,0.0,18.0,0.0,0.06,0.0,0.0,1.0,4.0,9.0,2.0,0.0153846153846154,0.0,0.0153846153846154,0.0,1.0,0.0,0.0,0.25,0.0,4.0,1.0,3.0
574,,,,,,,,,,,,,,,,,,,,,,,,,
563,57.0,1.0,46.0,0.0,90.0,24.0,0.02,0.0,97.0,2.0,2.0,13.0,2.0,2.25150905432596,0.0,3.39034205231388,0.0,1.0,0.442084942084942,0.0,0.833333333333333,0.0,1.0,1.0,1.0
586,0.0,1.0,0.0,0.0,19.0,0.0,0.06,0.0,0.0,1.0,22.0,24.0,2.0,0.737704918032787,0.0,0.491803278688525,0.0,1.0,0.0,0.0,0.333333333333333,0.0,5.0,1.0,5.0
455,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,,,,,,
717,3.0,2.0,4.0,4.0,143.0,4.0,0.24,2.0,88.0,2.0,4.0,34.0,2.0,5.875,1.0,10.5,1.0,1.0,1.4,0.0,0.666666666666667,0.0,3.0,0.0,10.0
733,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,
749,3.0,6.0,2.0,20.0,161.0,0.0,0.66,3.0,50.0,2.0,2.0,8.0,1.0,3.16666666666667,2.0,8.66666666666667,1.0,1.0,1.11111111111111,0.0,0.5,0.0,1.0,0.0,4.0
777,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,,,,,
793,20.0,1.0,0.0,5.0,161.0,0.0,3.04,0.0,0.0,2.0,2.0,14.0,1.0,3.51851851851852,0.0,0.518518518518518,0.0,1.0,0.0,0.0,0.583333333333333,0.0,3.0,6.0,0.0
790,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,,,,,,
